ENSCABP00000005294	ENSCABG00000003987	Chelonoidis_abingdonii
ENSGAGP00000013930	ENSGAGG00000010613	Gopherus_agassizii
ENSCPBP00000033526	ENSCPBG00000023441	Chrysemys_picta_bellii
ENSPSIP00000003578	ENSPSIG00000003404	Pelodiscus_sinensis
ENSCPRP00005010805	ENSCPRG00005007723	Crocodylus_porosus
ENSPVIP00000015401	ENSPVIG00000011867	Pogona_vitticeps
ENSACAP00000013024	ENSACAG00000013250	Anolis_carolinensis
ENSNSUP00000003184	ENSNSUG00000002598	Notechis_scutatus
ENSSMRP00000008670	ENSSMRG00000006941	Salvator_merianae
ENSSPUP00000009017	ENSSPUG00000007031	Sphenodon_punctatus
ENSMVIP00005018776	ENSMVIG00005013325	Manacus_vitellinus
ENSLCOP00000017480	ENSLCOG00000012369	Lepidothrix_coronata
ENSJHYP00000006460	ENSJHYG00000005217	Junco_hyemalis
ENSZALP00000010040	ENSZALG00000008532	Zonotrichia_albicollis
ENSSCAP00000009548	ENSSCAG00000007261	Serinus_canaria
ENSLSDP00000007365	ENSLSDG00000005523	Lonchura_striata_domestica
ENSCCEP00000005731	ENSCCEG00000006256	Cyanistes_caeruleus
ENSPMJP00000018439	ENSPMJG00000013834	Parus_major
ENSFALP00000003472	ENSFALG00000003319	Ficedula_albicollis
ENSCPGP00000020015	ENSCPGG00000014013	Calidris_pygmaea
ENSCPUP00000013716	ENSCPUG00000009721	Calidris_pugnax
ENSMGAP00000007788	ENSMGAG00000007655	Meleagris_gallopavo
ENSGALP00000010081	ENSGALG00000006242	Gallus_gallus
ENSCJPP00005018454	ENSCJPG00005015031	Coturnix_japonica
ENSNMEP00000001067	ENSNMEG00000001486	Numida_meleagris
ENSAPLP00000028212	ENSAPLG00000009174	Anas_platyrhynchos_platyrhynchos
ENSABRP00000000012	ENSABRG00000000012	Anser_brachyrhynchus
ENSAOWP00000018109	ENSAOWG00000012357	Apteryx_owenii
ENSAHAP00000016963	ENSAHAG00000012088	Apteryx_haastii
ENSARWP00000015780	ENSARWG00000010881	Apteryx_rowi
ENSDNVP00000007988	ENSDNVG00000005686	Dromaius_novaehollandiae
ENSNPEP00000002480	ENSNPEG00000001904	Nothoprocta_perdicaria
ENSPCAP00000002628	ENSPCAG00000002797	Procavia_capensis
ENSLAFP00000028069	ENSLAFG00000025902	Loxodonta_africana
ENSDNOP00000022034	ENSDNOG00000034677	Dasypus_novemcinctus
ENSOARP00000014670	ENSOARG00000013682	Ovis_aries
ENSCHIP00000012063	ENSCHIG00000013987	Capra_hircus
ENSBIXP00000008509	ENSBIXG00000014333	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005005599	ENSBIXG00005001072	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000032471	ENSBTAG00000023752	Bos_taurus
ENSBMUP00000017312	ENSBMUG00000013084	Bos_mutus
ENSBTAP00000060686	ENSBTAG00000006727	Bos_taurus
ENSBBBP00000007735	ENSBBBG00000015750	Bison_bison_bison
ENSSSCP00000021715	ENSSSCG00000036367	Sus_scrofa_strain_reference
ENSTTRP00000004408	ENSTTRG00000004691	Tursiops_truncatus
ENSVVUP00000004660	ENSVVUG00000003659	Vulpes_vulpes
ENSNVIP00000012580	ENSNVIG00000009974	Neovison_vison
ENSPPRP00000024892	ENSPPRG00000015106	Panthera_pardus
ENSPTIP00000017080	ENSPTIG00000015606	Panthera_tigris_altaica
ENSFCAP00000009714	ENSFCAG00000010465	Felis_catus
ENSEASP00005000923	ENSEASG00005000777	Equus_asinus_asinus
ENSECAP00000000249	ENSECAG00000000378	Equus_caballus
ENSPVAP00000002565	ENSPVAG00000002716	Pteropus_vampyrus
ENSMLUP00000002935	ENSMLUG00000003228	Myotis_lucifugus
ENSEEUP00000004306	ENSEEUG00000004747	Erinaceus_europaeus
ENSSARP00000004687	ENSSARG00000005178	Sorex_araneus
ENSMSIP00000017796	ENSMSIG00000015174	Mus_spicilegus
MGP_SPRETEiJ_P0089909	MGP_SPRETEiJ_G0032788	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000090747	ENSMUSG00000069867	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0086388	MGP_CAROLIEiJ_G0031670	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0054637	MGP_PahariEiJ_G0023268	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000050572	ENSRNOG00000029558	Rattus_norvegicus
ENSMUGP00000011776	ENSMUGG00000010283	Meriones_unguiculatus
ENSCGRP00000021880	ENSCGRG00000015868	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015027594	ENSCGRG00015020887	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001011611	ENSCGRG00001013211	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000014195	ENSMAUG00000014032	Mesocricetus_auratus
ENSPEMP00000017839	ENSPEMG00000016624	Peromyscus_maniculatus_bairdii
ENSMOCP00000008042	ENSMOCG00000007955	Microtus_ochrogaster
ENSNGAP00000026308	ENSNGAG00000023992	Nannospalax_galili
ENSJJAP00000003326	ENSJJAG00000006433	Jaculus_jaculus
ENSCCNP00000018697	ENSCCNG00000018897	Castor_canadensis
ENSHGLP00000019845	ENSHGLG00000014207	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100006968	ENSHGLG00100005230	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022748	ENSFDAG00000021067	Fukomys_damarensis
ENSCLAP00000000905	ENSCLAG00000000704	Chinchilla_lanigera
ENSODEP00000006207	ENSODEG00000004649	Octodon_degus
ENSCAPP00000004771	ENSCAPG00000007240	Cavia_aperea
ENSCPOP00000018565	ENSCPOG00000025951	Cavia_porcellus
ENSUPAP00010019938	ENSUPAG00010015748	Urocitellus_parryii
ENSSTOP00000031761	ENSSTOG00000020814	Ictidomys_tridecemlineatus
