ENSPMAP00000003503	ENSPMAG00000003202	Petromyzon_marinus
ENSEBUP00000025229	ENSEBUG00000015563	Eptatretus_burgeri
ENSDCDP00000010852	ENSDCDG00000005406	Denticeps_clupeoides
ENSDCDP00000016841	ENSDCDG00000013761	Denticeps_clupeoides
ENSCHAP00000038198	ENSCHAG00000017921	Clupea_harengus
ENSAMXP00000029826	ENSAMXG00000035460	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005027031	ENSAMXG00005013570	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000022989	ENSPNAG00000007538	Pygocentrus_nattereri
ENSIPUP00000006100	ENSIPUG00000004223	Ictalurus_punctatus
ENSEEEP00000029140	ENSEEEG00000013981	Electrophorus_electricus
ENSDARP00000001793	ENSDARG00000000690	Danio_rerio
ENSCSEP00000008522	ENSCSEG00000005437	Cynoglossus_semilaevis
ENSCSEP00000018857	ENSCSEG00000012063	Cynoglossus_semilaevis
ENSCSEP00000006391	ENSCSEG00000004141	Cynoglossus_semilaevis
ENSGWIP00000050953	ENSGWIG00000024705	Gouania_willdenowi
ENSTNIP00000018192	ENSTNIG00000015138	Tetraodon_nigroviridis
ENSTRUP00000047903	ENSTRUG00000004219	Takifugu_rubripes
ENSMMOP00000000833	ENSMMOG00000000706	Mola_mola
ENSBSLP00000012049	ENSBSLG00000006119	Betta_splendens
ENSMAMP00000015466	ENSMAMG00000010506	Mastacembelus_armatus
ENSMALP00000028761	ENSMALG00000019899	Monopterus_albus
ENSATEP00000027582	ENSATEG00000019060	Anabas_testudineus
ENSSDUP00000011699	ENSSDUG00000008524	Seriola_dumerili
ENSSLDP00000002881	ENSSLDG00000002287	Seriola_lalandi_dorsalis
ENSLCAP00010011906	ENSLCAG00010005657	Lates_calcarifer
ENSLCRP00005054209	ENSLCRG00005020267	Larimichthys_crocea
ENSLBEP00000026213	ENSLBEG00000019945	Labrus_bergylta
ENSCGOP00000013580	ENSCGOG00000006635	Cottoperca_gobio
ENSSMAP00000030931	ENSSMAG00000018946	Scophthalmus_maximus
ENSGACP00000010388	ENSGACG00000007830	Gasterosteus_aculeatus
ENSAPEP00000028715	ENSAPEG00000020414	Amphiprion_percula
ENSAOCP00000018478	ENSAOCG00000001710	Amphiprion_ocellaris
ENSAPOP00000021919	ENSAPOG00000002737	Acanthochromis_polyacanthus
ENSSPAP00000006109	ENSSPAG00000004721	Stegastes_partitus
ENSPRNP00000056373	ENSPRNG00000026342	Parambassis_ranga
ENSXCOP00000008076	ENSXCOG00000006193	Xiphophorus_couchianus
