ENSAHAP00000021444	ENSAHAG00000015077	Apteryx_haastii
ENSRBIP00000032239	ENSRBIG00000039923	Rhinopithecus_bieti
MGP_SPRETEiJ_P0031192	MGP_SPRETEiJ_G0017962	Mus_spretus_strain_SPRET/EiJ
ENSMLUP00000002808	ENSMLUG00000003085	Myotis_lucifugus
ENSCCAP00000029862	ENSCCAG00000032974	Cebus_capucinus_imitator
ENSFCAP00000027925	ENSFCAG00000043236	Felis_catus
ENSCANP00000017409	ENSCANG00000032158	Colobus_angolensis_palliatus
ENSMAUP00000012549	ENSMAUG00000012821	Mesocricetus_auratus
ENSMPUP00000014513	ENSMPUG00000014622	Mustela_putorius_furo
ENSLCOP00000016113	ENSLCOG00000011498	Lepidothrix_coronata
ENSRROP00000044539	ENSRROG00000045233	Rhinopithecus_roxellana
ENSXETP00000002202	ENSXETG00000005989	Xenopus_tropicalis
ENSPSMP00000014600	ENSPSMG00000010469	Prolemur_simus
ENSPANP00000020616	ENSPANG00000021564	Papio_anubis
ENSDNOP00000015469	ENSDNOG00000019940	Dasypus_novemcinctus
ENSBBBP00000028398	ENSBBBG00000025144	Bison_bison_bison
ENSCPUP00000000481	ENSCPUG00000000418	Calidris_pugnax
ENSNMEP00000006984	ENSNMEG00000007091	Numida_meleagris
ENSPTIP00000005676	ENSPTIG00000007826	Panthera_tigris_altaica
ENSMVIP00005004650	ENSMVIG00005003577	Manacus_vitellinus
ENSSCAP00000010172	ENSSCAG00000007719	Serinus_canaria
ENSPCOP00000014936	ENSPCOG00000019180	Propithecus_coquereli
ENSAMEP00000008761	ENSAMEG00000008325	Ailuropoda_melanoleuca
ENSCATP00000033798	ENSCATG00000039872	Cercocebus_atys
ENSZALP00000005584	ENSZALG00000005200	Zonotrichia_albicollis
ENSARWP00000017374	ENSARWG00000011953	Apteryx_rowi
ENSSARP00000002977	ENSSARG00000003299	Sorex_araneus
ENSBTAP00000010255	ENSBTAG00000007794	Bos_taurus
ENSCHOP00000006719	ENSCHOG00000007590	Choloepus_hoffmanni
ENSCPRP00005004350	ENSCPRG00005003180	Crocodylus_porosus
ENSCPGP00000016253	ENSCPGG00000011413	Calidris_pygmaea
ENSDORP00000001516	ENSDORG00000001623	Dipodomys_ordii
ENSGALP00000006089	ENSGALG00000019716	Gallus_gallus
ENSSHAP00000008418	ENSSHAG00000007295	Sarcophilus_harrisii	ENSSHAT00000008487
ENSTGEP00000008858	ENSTGEG00000007286	Theropithecus_gelada
ENSBIXP00005046552	ENSBIXG00005031321	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSABRP00000018920	ENSABRG00000016220	Anser_brachyrhynchus
ENSPTRP00000015569	ENSPTRG00000009135	Pan_troglodytes
ENSPEMP00000006767	ENSPEMG00000008907	Peromyscus_maniculatus_bairdii
ENSBIXP00000029409	ENSBIXG00000011015	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSOANP00000004606	ENSOANG00000002900	Ornithorhynchus_anatinus
ENSDNVP00000016512	ENSDNVG00000011576	Dromaius_novaehollandiae
ENSFALP00000000356	ENSFALG00000000350	Ficedula_albicollis
ENSNVIP00000002093	ENSNVIG00000001695	Neovison_vison
