notamacropus_eugenii ENSMEUG00000013017
phascolarctos_cinereus ENSPCIG00000017610
monodelphis_domestica ENSMODG00000015009
prolemur_simus ENSPSMG00000007965
propithecus_coquereli ENSPCOG00000026409
microcebus_murinus ENSMICG00000034279
otolemur_garnettii ENSOGAG00000017117
pan_paniscus ENSPPAG00000035320
pan_troglodytes ENSPTRG00000003142
homo_sapiens ENSG00000214063
gorilla_gorilla ENSGGOG00000010825
pongo_abelii ENSPPYG00000002890
nomascus_leucogenys ENSNLEG00000008694
theropithecus_gelada ENSTGEG00000024356
papio_anubis ENSPANG00000011318
mandrillus_leucophaeus ENSMLEG00000030262
cercocebus_atys ENSCATG00000044208
macaca_mulatta ENSMMUG00000031282
macaca_fascicularis ENSMFAG00000045086
macaca_nemestrina ENSMNEG00000036618
chlorocebus_sabaeus ENSCSAG00000010522
piliocolobus_tephrosceles ENSPTEG00000018476
colobus_angolensis_palliatus ENSCANG00000031144
rhinopithecus_roxellana ENSRROG00000043872
rhinopithecus_bieti ENSRBIG00000016643
saimiri_boliviensis_boliviensis ENSSBOG00000034031
cebus_capucinus ENSCCAG00000035990
callithrix_jacchus ENSCJAG00000011724
aotus_nancymaae ENSANAG00000037678
aotus_nancymaae ENSANAG00000023989
ursus_americanus ENSUAMG00000024756
ursus_maritimus ENSUMAG00000005870
ailuropoda_melanoleuca ENSAMEG00000001258
canis_lupus_dingo ENSCAFG00020017618
canis_lupus_familiaris ENSCAFG00000030372
vulpes_vulpes ENSVVUG00000000266
neovison_vison ENSNVIG00000006340
mustela_putorius_furo ENSMPUG00000009223
panthera_pardus ENSPPRG00000023022
panthera_tigris_altaica ENSPTIG00000000525
felis_catus ENSFCAG00000008420
equus_caballus ENSECAG00000012755
equus_asinus_asinus ENSEASG00005007481
capra_hircus ENSCHIG00000000202
ovis_aries ENSOARG00000004892
bos_mutus ENSBMUG00000005635
bos_taurus ENSBTAG00000019369
bison_bison_bison ENSBBBG00000019362
tursiops_truncatus ENSTTRG00000012498
sus_scrofa ENSSSCG00000012838
sorex_araneus ENSSARG00000001804
myotis_lucifugus ENSMLUG00000016605
pteropus_vampyrus ENSPVAG00000016210
dipodomys_ordii ENSDORG00000015447
dasypus_novemcinctus ENSDNOG00000041419
heterocephalus_glaber_female ENSHGLG00000006012
heterocephalus_glaber_male ENSHGLG00100011754
fukomys_damarensis ENSFDAG00000009839
cavia_aperea ENSCAPG00000007606
cavia_porcellus ENSCPOG00000009569
chinchilla_lanigera ENSCLAG00000002061
octodon_degus ENSODEG00000015623
peromyscus_maniculatus_bairdii ENSPEMG00000025943
microtus_ochrogaster ENSMOCG00000000966
cricetulus_griseus_crigri ENSCGRG00000014116
cricetulus_griseus_crigri-picr ENSCGRG00015027064
cricetulus_griseus_chok1gshd ENSCGRG00001018726
mesocricetus_auratus ENSMAUG00000019194
mus_musculus ENSMUSG00000025511
mus_spicilegus ENSMSIG00000000356
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031813
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030703
mus_pahari MGP_PahariEiJ_G0013902
rattus_norvegicus ENSRNOG00000049324
rattus_norvegicus ENSRNOG00000029810
meriones_unguiculatus ENSMUGG00000012750
nannospalax_galili ENSNGAG00000015717
jaculus_jaculus ENSJJAG00000022878
castor_canadensis ENSCCNG00000011370
ictidomys_tridecemlineatus ENSSTOG00000026640
urocitellus_parryii ENSUPAG00010022855
spermophilus_dauricus ENSSDAG00000001684
marmota_marmota_marmota ENSMMMG00000005748
procavia_capensis ENSPCAG00000002950
parus_major ENSPMJG00000009739
cyanistes_caeruleus ENSCCEG00000008033
manacus_vitellinus ENSMVIG00005008043
lepidothrix_coronata ENSLCOG00000013704
zonotrichia_albicollis ENSZALG00000005173
junco_hyemalis ENSJHYG00000012235
lonchura_striata_domestica ENSLSDG00000015565
melopsittacus_undulatus ENSMUNG00000010111
calidris_pygmaea ENSCPGG00000006671
calidris_pugnax ENSCPUG00000012023
anas_platyrhynchos_platyrhynchos ENSAPLG00000003602
anser_brachyrhynchus ENSABRG00000014198
gallus_gallus ENSGALG00000006837
meleagris_gallopavo ENSMGAG00000008947
coturnix_japonica ENSCJPG00005018490
numida_meleagris ENSNMEG00000013310
apteryx_rowi ENSARWG00000008167
apteryx_haastii ENSAHAG00000013059
nothoprocta_perdicaria ENSNPEG00000002142
chelonoidis_abingdonii ENSCABG00000007501
pogona_vitticeps ENSPVIG00000022240
anolis_carolinensis ENSACAG00000015514
taeniopygia_guttata ENSTGUG00000009744
serinus_canaria ENSSCAG00000004202
ficedula_albicollis ENSFALG00000012039
crocodylus_porosus ENSCPRG00005015250
gopherus_agassizii ENSGAGG00000024975
chrysemys_picta_bellii ENSCPBG00000007092
pelodiscus_sinensis ENSPSIG00000014039
apteryx_owenii ENSAOWG00000007215
dromaius_novaehollandiae ENSDNVG00000012145
salvator_merianae ENSSMRG00000014143
notechis_scutatus ENSNSUG00000016605
sphenodon_punctatus ENSSPUG00000005267
xenopus_tropicalis ENSXETG00000019055
latimeria_chalumnae ENSLACG00000002689
pygocentrus_nattereri ENSPNAG00000029670
astyanax_mexicanus ENSAMXG00000033027
ictalurus_punctatus ENSIPUG00000005571
danio_rerio ENSDARG00000089354
amphiprion_percula ENSAPEG00000000091
acanthochromis_polyacanthus ENSAPOG00000007419
stegastes_partitus ENSSPAG00000004056
amphiprion_ocellaris ENSAOCG00000023090
gambusia_affinis ENSGAFG00000013125
periophthalmus_magnuspinnatus ENSPMGG00000021173
fundulus_heteroclitus ENSFHEG00000022144
cyprinodon_variegatus ENSCVAG00000000867
poecilia_formosa ENSPFOG00000002633
xiphophorus_maculatus ENSXMAG00000027583
poecilia_latipinna ENSPLAG00000017372
poecilia_mexicana ENSPMEG00000009679
poecilia_reticulata ENSPREG00000004529
xiphophorus_couchianus ENSXCOG00000013955
gambusia_affinis ENSGAFG00000013134
kryptolebias_marmoratus ENSKMAG00000002302
oryzias_latipes ENSORLG00020001222
oryzias_latipes ENSORLG00000027529
oryzias_latipes_asm223469v1 ENSORLG00015001919
oryzias_melastigma ENSOMEG00000006248
mola_mola ENSMMOG00000001768
monopterus_albus ENSMALG00000014026
seriola_lalandi_dorsalis ENSSLDG00000015885
seriola_dumerili ENSSDUG00000004620
cynoglossus_semilaevis ENSCSEG00000012541
mastacembelus_armatus ENSMAMG00000014336
anabas_testudineus ENSATEG00000020509
labrus_bergylta ENSLBEG00000017109
scophthalmus_maximus ENSSMAG00000009571
astatotilapia_calliptera ENSACLG00000012587
