petromyzon_marinus ENSPMAG00000000204
eptatretus_burgeri ENSEBUG00000016502
paramormyrops_kingsleyae ENSPKIG00000014128
scleropages_formosus ENSSFOG00015021154
scleropages_formosus ENSSFOG00015022118
mastacembelus_armatus ENSMAMG00000006610
monopterus_albus ENSMALG00000005486
anabas_testudineus ENSATEG00000000303
seriola_dumerili ENSSDUG00000015428
seriola_lalandi_dorsalis ENSSLDG00000023989
scophthalmus_maximus ENSSMAG00000005308
fundulus_heteroclitus ENSFHEG00000020125
cyprinodon_variegatus ENSCVAG00000012401
xiphophorus_maculatus ENSXMAG00000004713
xiphophorus_couchianus ENSXCOG00000020414
gambusia_affinis ENSGAFG00000006034
poecilia_formosa ENSPFOG00000017611
poecilia_latipinna ENSPLAG00000000369
poecilia_mexicana ENSPMEG00000005183
poecilia_reticulata ENSPREG00000015232
kryptolebias_marmoratus ENSKMAG00000012124
oryzias_latipes ENSORLG00020001530
oryzias_latipes_asm223469v1 ENSORLG00015013705
oryzias_latipes ENSORLG00000010293
oryzias_melastigma ENSOMEG00000009167
amphiprion_percula ENSAPEG00000004564
amphiprion_ocellaris ENSAOCG00000006572
acanthochromis_polyacanthus ENSAPOG00000024177
stegastes_partitus ENSSPAG00000019502
astatotilapia_calliptera ENSACLG00000026296
maylandia_zebra ENSMZEG00005019392
haplochromis_burtoni ENSHBUG00000010264
pundamilia_nyererei ENSPNYG00000003554
neolamprologus_brichardi ENSNBRG00000001778
oreochromis_niloticus ENSONIG00000014854
amphilophus_citrinellus ENSACIG00000001186
gasterosteus_aculeatus ENSGACG00000012232
labrus_bergylta ENSLBEG00000028466
mola_mola ENSMMOG00000013012
tetraodon_nigroviridis ENSTNIG00000000911
takifugu_rubripes ENSTRUG00000011278
cynoglossus_semilaevis ENSCSEG00000005536
hippocampus_comes ENSHCOG00000015987
periophthalmus_magnuspinnatus ENSPMGG00000016486
gadus_morhua ENSGMOG00000012210
esox_lucius ENSELUG00000022190
astyanax_mexicanus ENSAMXG00000012848
pygocentrus_nattereri ENSPNAG00000023151
ictalurus_punctatus ENSIPUG00000007432
danio_rerio ENSDARG00000058306
pogona_vitticeps ENSPVIG00000013499
anolis_carolinensis ENSACAG00000000818
salvator_merianae ENSSMRG00000011905
sphenodon_punctatus ENSSPUG00000002619
apteryx_owenii ENSAOWG00000003917
apteryx_haastii ENSAHAG00000014228
apteryx_rowi ENSARWG00000001191
dromaius_novaehollandiae ENSDNVG00000011430
nothoprocta_perdicaria ENSNPEG00000001485
gallus_gallus ENSGALG00000043593
coturnix_japonica ENSCJPG00005004637
meleagris_gallopavo ENSMGAG00000005023
numida_meleagris ENSNMEG00000003297
anas_platyrhynchos_platyrhynchos ENSAPLG00000003387
anser_brachyrhynchus ENSABRG00000013921
zonotrichia_albicollis ENSZALG00000012294
junco_hyemalis ENSJHYG00000001653
serinus_canaria ENSSCAG00000009557
lonchura_striata_domestica ENSLSDG00000003846
taeniopygia_guttata ENSTGUG00000002286
ficedula_albicollis ENSFALG00000001912
cyanistes_caeruleus ENSCCEG00000020329
parus_major ENSPMJG00000001770
cyanistes_caeruleus ENSCCEG00000023015
manacus_vitellinus ENSMVIG00005008350
lepidothrix_coronata ENSLCOG00000009724
melopsittacus_undulatus ENSMUNG00000015055
calidris_pygmaea ENSCPGG00000000961
calidris_pugnax ENSCPUG00000013395
crocodylus_porosus ENSCPRG00005000467
gopherus_agassizii ENSGAGG00000016878
chelonoidis_abingdonii ENSCABG00000004048
chrysemys_picta_bellii ENSCPBG00000003100
pelodiscus_sinensis ENSPSIG00000016064
sarcophilus_harrisii ENSSHAG00000016463
phascolarctos_cinereus ENSPCIG00000012963
monodelphis_domestica ENSMODG00000016902
monodelphis_domestica ENSMODG00000024043
monodelphis_domestica ENSMODG00000024051
sarcophilus_harrisii ENSSHAG00000009669
notamacropus_eugenii ENSMEUG00000005032
bos_taurus ENSBTAG00000017244
bos_mutus ENSBMUG00000022684
bison_bison_bison ENSBBBG00000013908
ovis_aries ENSOARG00000006243
capra_hircus ENSCHIG00000000499
tursiops_truncatus ENSTTRG00000011117
sus_scrofa ENSSSCG00000026354
vicugna_pacos ENSVPAG00000011486
erinaceus_europaeus ENSEEUG00000001171
equus_asinus_asinus ENSEASG00005019373
equus_caballus ENSECAG00000006997
myotis_lucifugus ENSMLUG00000009200
pteropus_vampyrus ENSPVAG00000002947
mustela_putorius_furo ENSMPUG00000000938
neovison_vison ENSNVIG00000024843
ursus_maritimus ENSUMAG00000012329
ursus_americanus ENSUAMG00000001815
ailuropoda_melanoleuca ENSAMEG00000013591
canis_lupus_familiaris ENSCAFG00000004735
canis_lupus_dingo ENSCAFG00020007712
vulpes_vulpes ENSVVUG00000005453
panthera_pardus ENSPPRG00000000107
panthera_tigris_altaica ENSPTIG00000021094
felis_catus ENSFCAG00000004436
gorilla_gorilla ENSGGOG00000025188
homo_sapiens ENSG00000282246
pan_paniscus ENSPPAG00000041959
pan_troglodytes ENSPTRG00000002306
homo_sapiens ENSG00000165630
pongo_abelii ENSPPYG00000002101
nomascus_leucogenys ENSNLEG00000012186
mandrillus_leucophaeus ENSMLEG00000031715
papio_anubis ENSPANG00000023346
macaca_mulatta ENSMMUG00000015071
macaca_fascicularis ENSMFAG00000000540
