parus_major ENSPMJG00000001640
cyanistes_caeruleus ENSCCEG00000012385
nothoprocta_perdicaria ENSNPEG00000003300
sphenodon_punctatus ENSSPUG00000001305
ursus_americanus ENSUAMG00000021934
ursus_maritimus ENSUMAG00000010324
ailuropoda_melanoleuca ENSAMEG00000017634
neovison_vison ENSNVIG00000024210
mustela_putorius_furo ENSMPUG00000000809
canis_lupus_familiaris ENSCAFG00000030647
canis_lupus_dingo ENSCAFG00020019930
vulpes_vulpes ENSVVUG00000007497
panthera_tigris_altaica ENSPTIG00000009306
panthera_pardus ENSPPRG00000008079
felis_catus ENSFCAG00000005410
ovis_aries ENSOARG00000020644
capra_hircus ENSCHIG00000008824
bison_bison_bison ENSBBBG00000014682
bos_taurus ENSBTAG00000013910
bos_mutus ENSBMUG00000007276
equus_asinus_asinus ENSEASG00005007466
pteropus_vampyrus ENSPVAG00000014464
jaculus_jaculus ENSJJAG00000019638
dipodomys_ordii ENSDORG00000014259
ictidomys_tridecemlineatus ENSSTOG00000013914
oryctolagus_cuniculus ENSOCUG00000006212
pan_paniscus ENSPPAG00000034291
pan_troglodytes ENSPTRG00000001198
gorilla_gorilla ENSGGOG00000011848
homo_sapiens ENSG00000121851
pongo_abelii ENSPPYG00000029539
nomascus_leucogenys ENSNLEG00000005797
cercocebus_atys ENSCATG00000029165
mandrillus_leucophaeus ENSMLEG00000025659
theropithecus_gelada ENSTGEG00000010628
papio_anubis ENSPANG00000001987
chlorocebus_sabaeus ENSCSAG00000001781
macaca_mulatta ENSMMUG00000016738
macaca_fascicularis ENSMFAG00000001219
macaca_nemestrina ENSMNEG00000029007
rhinopithecus_bieti ENSRBIG00000042869
rhinopithecus_roxellana ENSRROG00000042893
colobus_angolensis_palliatus ENSCANG00000023370
piliocolobus_tephrosceles ENSPTEG00000011524
cebus_capucinus ENSCCAG00000025552
callithrix_jacchus ENSCJAG00000002179
aotus_nancymaae ENSANAG00000034566
carlito_syrichta ENSTSYG00000000052
microcebus_murinus ENSMICG00000034663
propithecus_coquereli ENSPCOG00000015376
prolemur_simus ENSPSMG00000013158
dasypus_novemcinctus ENSDNOG00000016011
myotis_lucifugus ENSMLUG00000016931
phascolarctos_cinereus ENSPCIG00000011925
ornithorhynchus_anatinus ENSOANG00000029283
