vombatus_ursinus ENSVURG00010011441
phascolarctos_cinereus ENSPCIG00000026934
notamacropus_eugenii ENSMEUG00000006969
sarcophilus_harrisii ENSSHAG00000012882
monodelphis_domestica ENSMODG00000013436
procavia_capensis ENSPCAG00000001982
echinops_telfairi ENSETEG00000015495
loxodonta_africana ENSLAFG00000013015
dasypus_novemcinctus ENSDNOG00000012846
choloepus_hoffmanni ENSCHOG00000012459
myotis_lucifugus ENSMLUG00000007851
pteropus_vampyrus ENSPVAG00000006771
equus_caballus ENSECAG00000007426
equus_asinus ENSEASG00005012457
vicugna_pacos ENSVPAG00000005718
sus_scrofa ENSSSCG00000022790
bos_taurus ENSBTAG00000025358
bos_mutus ENSBMUG00000009564
bos_indicus ENSBIXG00005021360
bos_indicus ENSBIXG00000004821
bison_bison ENSBBBG00000014014
capra_hircus ENSCHIG00000007248
ovis_aries ENSOARG00000018954
tursiops_truncatus ENSTTRG00000005635
ursus_americanus ENSUAMG00000007719
ursus_maritimus ENSUMAG00000018092
ailuropoda_melanoleuca ENSAMEG00000015717
neovison_vison ENSNVIG00000020842
mustela_putorius ENSMPUG00000013002
canis_lupus ENSCAFG00020009477
canis_lupus ENSCAFG00000000530
vulpes_vulpes ENSVVUG00000019264
panthera_pardus ENSPPRG00000004316
panthera_tigris ENSPTIG00000000048
felis_catus ENSFCAG00000018292
sorex_araneus ENSSARG00000002669
erinaceus_europaeus ENSEEUG00000004840
chinchilla_lanigera ENSCLAG00000001285
chinchilla_lanigera ENSCLAG00000007141
octodon_degus ENSODEG00000009871
cavia_porcellus ENSCPOG00000010095
heterocephalus_glaber ENSHGLG00000018446
heterocephalus_glaber ENSHGLG00100006608
heterocephalus_glaber ENSHGLG00100011180
heterocephalus_glaber ENSHGLG00100019417
heterocephalus_glaber ENSHGLG00000015786
heterocephalus_glaber ENSHGLG00100001894
heterocephalus_glaber ENSHGLG00000004121
fukomys_damarensis ENSFDAG00000020051
heterocephalus_glaber ENSHGLG00100007209
heterocephalus_glaber ENSHGLG00000006509
