mus_spicilegus ENSMSIG00000030113
mus_musculus ENSMUSG00000079293
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0009418
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0008957
mus_pahari MGP_PahariEiJ_G0008424
rattus_norvegicus ENSRNOG00000054251
meriones_unguiculatus ENSMUGG00000014261
microtus_ochrogaster ENSMOCG00000005849
peromyscus_maniculatus_bairdii ENSPEMG00000017667
cricetulus_griseus_chok1gshd ENSCGRG00001004711
cricetulus_griseus_crigri-picr ENSCGRG00015025476
cricetulus_griseus_crigri ENSCGRG00000006640
mesocricetus_auratus ENSMAUG00000009835
nannospalax_galili ENSNGAG00000020855
jaculus_jaculus ENSJJAG00000022331
dipodomys_ordii ENSDORG00000025779
chinchilla_lanigera ENSCLAG00000015741
octodon_degus ENSODEG00000008833
cavia_porcellus ENSCPOG00000037135
cavia_aperea ENSCAPG00000006300
heterocephalus_glaber_female ENSHGLG00000009485
heterocephalus_glaber_male ENSHGLG00100004304
fukomys_damarensis ENSFDAG00000007107
castor_canadensis ENSCCNG00000030059
oryctolagus_cuniculus ENSOCUG00000016798
ochotona_princeps ENSOPRG00000015380
homo_sapiens ENSG00000172243
gorilla_gorilla ENSGGOG00000004490
pan_paniscus ENSPPAG00000029575
pan_troglodytes ENSPTRG00000004667
pongo_abelii ENSPPYG00000004266
nomascus_leucogenys ENSNLEG00000003175
piliocolobus_tephrosceles ENSPTEG00000007605
colobus_angolensis_palliatus ENSCANG00000029610
rhinopithecus_roxellana ENSRROG00000044964
rhinopithecus_bieti ENSRBIG00000043865
papio_anubis ENSPANG00000025660
theropithecus_gelada ENSTGEG00000003749
cercocebus_atys ENSCATG00000011911
macaca_nemestrina ENSMNEG00000040556
macaca_mulatta ENSMMUG00000002192
macaca_fascicularis ENSMFAG00000031774
chlorocebus_sabaeus ENSCSAG00000009147
mandrillus_leucophaeus ENSMLEG00000036193
cebus_capucinus ENSCCAG00000026665
saimiri_boliviensis_boliviensis ENSSBOG00000032191
callithrix_jacchus ENSCJAG00000021673
aotus_nancymaae ENSANAG00000028298
carlito_syrichta ENSTSYG00000001885
prolemur_simus ENSPSMG00000004085
microcebus_murinus ENSMICG00000026634
otolemur_garnettii ENSOGAG00000000854
urocitellus_parryii ENSUPAG00010004026
ictidomys_tridecemlineatus ENSSTOG00000034449
spermophilus_dauricus ENSSDAG00000020768
marmota_marmota_marmota ENSMMMG00000021652
tupaia_belangeri ENSTBEG00000007396
erinaceus_europaeus ENSEEUG00000007716
sorex_araneus ENSSARG00000007127
myotis_lucifugus ENSMLUG00000007189
bos_taurus ENSBTAG00000014546
bos_mutus ENSBMUG00000021183
bison_bison_bison ENSBBBG00000023328
capra_hircus ENSCHIG00000009303
ovis_aries ENSOARG00000021015
tursiops_truncatus ENSTTRG00000005827
sus_scrofa ENSSSCG00000000648
vicugna_pacos ENSVPAG00000002097
pteropus_vampyrus ENSPVAG00000006602
equus_asinus_asinus ENSEASG00005014805
equus_caballus ENSECAG00000011117
ursus_maritimus ENSUMAG00000016284
ursus_americanus ENSUAMG00000008966
ailuropoda_melanoleuca ENSAMEG00000003897
mustela_putorius_furo ENSMPUG00000006400
neovison_vison ENSNVIG00000010326
canis_lupus_familiaris ENSCAFG00000013504
canis_lupus_dingo ENSCAFG00020006207
vulpes_vulpes ENSVVUG00000005171
panthera_tigris_altaica ENSPTIG00000012644
panthera_pardus ENSPPRG00000013793
felis_catus ENSFCAG00000031625
choloepus_hoffmanni ENSCHOG00000001031
dasypus_novemcinctus ENSDNOG00000036466
loxodonta_africana ENSLAFG00000003555
echinops_telfairi ENSETEG00000019687
procavia_capensis ENSPCAG00000000646
ornithorhynchus_anatinus ENSOANG00000006311
calidris_pygmaea ENSCPGG00000000962
ornithorhynchus_anatinus ENSOANG00000022136
ornithorhynchus_anatinus ENSOANG00000020613
ornithorhynchus_anatinus ENSOANG00000020983
ornithorhynchus_anatinus ENSOANG00000021510
ornithorhynchus_anatinus ENSOANG00000021938
ornithorhynchus_anatinus ENSOANG00000022406
ornithorhynchus_anatinus ENSOANG00000022526
ornithorhynchus_anatinus ENSOANG00000019797
apteryx_rowi ENSARWG00000005647
apteryx_haastii ENSAHAG00000018753
parus_major ENSPMJG00000009238
cyanistes_caeruleus ENSCCEG00000000203
serinus_canaria ENSSCAG00000009483
zonotrichia_albicollis ENSZALG00000000739
manacus_vitellinus ENSMVIG00005019970
calidris_pugnax ENSCPUG00000006938
calidris_pygmaea ENSCPGG00000010601
anser_brachyrhynchus ENSABRG00000009865
anas_platyrhynchos_platyrhynchos ENSAPLG00000026801
anas_platyrhynchos_platyrhynchos ENSAPLG00000003142
anser_brachyrhynchus ENSABRG00000009872
calidris_pugnax ENSCPUG00000006940
apteryx_rowi ENSARWG00000005646
apteryx_owenii ENSAOWG00000001458
dromaius_novaehollandiae ENSDNVG00000003998
apteryx_haastii ENSAHAG00000018759
xiphophorus_couchianus ENSXCOG00000013434
