monopterus_albus ENSMALG00000009222
scophthalmus_maximus ENSSMAG00000005161
gasterosteus_aculeatus ENSGACG00000014504
hippocampus_comes ENSHCOG00000019426
kryptolebias_marmoratus ENSKMAG00000019990
esox_lucius ENSELUG00000001169
ictalurus_punctatus ENSIPUG00000016155
pygocentrus_nattereri ENSPNAG00000015835
paramormyrops_kingsleyae ENSPKIG00000006927
scleropages_formosus ENSSFOG00015019051
petromyzon_marinus ENSPMAG00000003155
pogona_vitticeps ENSPVIG00000023263
anolis_carolinensis ENSACAG00000004523
notechis_scutatus ENSNSUG00000016755
salvator_merianae ENSSMRG00000010142
salvator_merianae ENSSMRG00000007330
sphenodon_punctatus ENSSPUG00000011485
lonchura_striata_domestica ENSLSDG00000010203
taeniopygia_guttata ENSTGUG00000008366
serinus_canaria ENSSCAG00000012708
parus_major ENSPMJG00000015075
cyanistes_caeruleus ENSCCEG00000003932
ficedula_albicollis ENSFALG00000011546
melopsittacus_undulatus ENSMUNG00000016825
calidris_pygmaea ENSCPGG00000006431
calidris_pugnax ENSCPUG00000003073
anser_brachyrhynchus ENSABRG00000019055
anas_platyrhynchos_platyrhynchos ENSAPLG00000012390
gallus_gallus ENSGALG00000028017
meleagris_gallopavo ENSMGAG00000011423
numida_meleagris ENSNMEG00000001183
apteryx_owenii ENSAOWG00000018519
apteryx_haastii ENSAHAG00000001271
apteryx_rowi ENSARWG00000000980
dromaius_novaehollandiae ENSDNVG00000006889
nothoprocta_perdicaria ENSNPEG00000009950
crocodylus_porosus ENSCPRG00005013903
gopherus_agassizii ENSGAGG00000007006
chelonoidis_abingdonii ENSCABG00000019130
chrysemys_picta_bellii ENSCPBG00000009428
pelodiscus_sinensis ENSPSIG00000005428
marmota_marmota_marmota ENSMMMG00000024005
spermophilus_dauricus ENSSDAG00000005477
ictidomys_tridecemlineatus ENSSTOG00000028589
ictidomys_tridecemlineatus ENSSTOG00000031476
spermophilus_dauricus ENSSDAG00000017325
urocitellus_parryii ENSUPAG00010018238
heterocephalus_glaber_female ENSHGLG00000008528
heterocephalus_glaber_male ENSHGLG00100005107
fukomys_damarensis ENSFDAG00000014431
cavia_porcellus ENSCPOG00000024335
chinchilla_lanigera ENSCLAG00000008343
octodon_degus ENSODEG00000013516
mus_spicilegus ENSMSIG00000005321
mus_musculus ENSMUSG00000026495
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015762
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014963
mus_pahari MGP_PahariEiJ_G0028194
rattus_norvegicus ENSRNOG00000042201
meriones_unguiculatus ENSMUGG00000020679
peromyscus_maniculatus_bairdii ENSPEMG00000008954
peromyscus_maniculatus_bairdii ENSPEMG00000016137
microtus_ochrogaster ENSMOCG00000016106
cricetulus_griseus_chok1gshd ENSCGRG00001014735
