poecilia_formosa ENSPFOG00000004643
poecilia_mexicana ENSPMEG00000008710
poecilia_latipinna ENSPLAG00000008976
poecilia_reticulata ENSPREG00000009016
xiphophorus_maculatus ENSXMAG00000018306
fundulus_heteroclitus ENSFHEG00000020185
cyprinodon_variegatus ENSCVAG00000020213
kryptolebias_marmoratus ENSKMAG00000002515
oryzias_latipes_asm223469v1 ENSORLG00015017270
oryzias_latipes ENSORLG00000019059
oryzias_latipes ENSORLG00020011815
oryzias_melastigma ENSOMEG00000010968
haplochromis_burtoni ENSHBUG00000013834
pundamilia_nyererei ENSPNYG00000001752
maylandia_zebra ENSMZEG00005027401
astatotilapia_calliptera ENSACLG00000022665
neolamprologus_brichardi ENSNBRG00000013899
oreochromis_niloticus ENSONIG00000000833
amphiprion_ocellaris ENSAOCG00000023552
amphiprion_percula ENSAPEG00000004112
acanthochromis_polyacanthus ENSAPOG00000002947
stegastes_partitus ENSSPAG00000009451
monopterus_albus ENSMALG00000020486
mastacembelus_armatus ENSMAMG00000021678
anabas_testudineus ENSATEG00000010029
scophthalmus_maximus ENSSMAG00000017794
cynoglossus_semilaevis ENSCSEG00000003161
seriola_lalandi_dorsalis ENSSLDG00000022414
seriola_dumerili ENSSDUG00000018464
mola_mola ENSMMOG00000007911
takifugu_rubripes ENSTRUG00000019621
labrus_bergylta ENSLBEG00000020241
gasterosteus_aculeatus ENSGACG00000010407
hippocampus_comes ENSHCOG00000018039
gadus_morhua ENSGMOG00000018465
