bos_mutus ENSBMUG00000020753
bison_bison_bison ENSBBBG00000009797
bos_taurus ENSBTAG00000052734
myotis_lucifugus ENSMLUG00000029802
vulpes_vulpes ENSVVUG00000006170
canis_lupus_dingo ENSCAFG00020017324
ursus_americanus ENSUAMG00000009204
neovison_vison ENSNVIG00000005365
ursus_maritimus ENSUMAG00000007631
microcebus_murinus ENSMICG00000042211
prolemur_simus ENSPSMG00000001032
otolemur_garnettii ENSOGAG00000031103
pan_troglodytes ENSPTRG00000045383
homo_sapiens ENSG00000218823
macaca_mulatta ENSMMUG00000043732
macaca_fascicularis ENSMFAG00000031074
aotus_nancymaae ENSANAG00000033074
chinchilla_lanigera ENSCLAG00000004689
octodon_degus ENSODEG00000009844
cavia_porcellus ENSCPOG00000021527
heterocephalus_glaber_male ENSHGLG00100000648
heterocephalus_glaber_female ENSHGLG00000002987
marmota_marmota_marmota ENSMMMG00000007296
urocitellus_parryii ENSUPAG00010011624
dipodomys_ordii ENSDORG00000001140
castor_canadensis ENSCCNG00000002912
mus_musculus ENSMUSG00000074817
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028966
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027962
mus_pahari MGP_PahariEiJ_G0024534
jaculus_jaculus ENSJJAG00000012212
equus_asinus_asinus ENSEASG00005021531
oryctolagus_cuniculus ENSOCUG00000022988
panthera_pardus ENSPPRG00000006742
panthera_pardus ENSPPRG00000007305
dasypus_novemcinctus ENSDNOG00000033378
