notamacropus_eugenii ENSMEUG00000008037
phascolarctos_cinereus ENSPCIG00000023998
sarcophilus_harrisii ENSSHAG00000004391
monodelphis_domestica ENSMODG00000009494
loxodonta_africana ENSLAFG00000021812
echinops_telfairi ENSETEG00000013086
bos_mutus ENSBMUG00000004805
bison_bison_bison ENSBBBG00000015787
myotis_lucifugus ENSMLUG00000029742
canis_lupus_dingo ENSCAFG00020027162
canis_lupus_familiaris ENSCAFG00000014525
cricetulus_griseus_crigri-picr ENSCGRG00015003215
cricetulus_griseus_crigri ENSCGRG00000018685
cricetulus_griseus_chok1gshd ENSCGRG00001000819
mesocricetus_auratus ENSMAUG00000003084
peromyscus_maniculatus_bairdii ENSPEMG00000008925
microtus_ochrogaster ENSMOCG00000003078
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034103
mus_spicilegus ENSMSIG00000023760
mus_musculus ENSMUSG00000025043
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032954
mus_pahari MGP_PahariEiJ_G0031497
rattus_norvegicus ENSRNOG00000024138
fukomys_damarensis ENSFDAG00000001703
urocitellus_parryii ENSUPAG00010006228
marmota_marmota_marmota ENSMMMG00000011667
oryctolagus_cuniculus ENSOCUG00000009969
ochotona_princeps ENSOPRG00000015540
theropithecus_gelada ENSTGEG00000007783
chlorocebus_sabaeus ENSCSAG00000019561
macaca_mulatta ENSMMUG00000015266
piliocolobus_tephrosceles ENSPTEG00000028080
pan_troglodytes ENSPTRG00000041351
pan_troglodytes ENSPTRG00000049818
pan_paniscus ENSPPAG00000007116
homo_sapiens ENSG00000189037
gorilla_gorilla ENSGGOG00000014141
pongo_abelii ENSPPYG00000020269
callithrix_jacchus ENSCJAG00000032173
ornithorhynchus_anatinus ENSOANG00000006350
chelonoidis_abingdonii ENSCABG00000014956
gopherus_agassizii ENSGAGG00000002635
chrysemys_picta_bellii ENSCPBG00000007527
pelodiscus_sinensis ENSPSIG00000000460
crocodylus_porosus ENSCPRG00005006443
pogona_vitticeps ENSPVIG00000020999
anolis_carolinensis ENSACAG00000009785
salvator_merianae ENSSMRG00000018123
sphenodon_punctatus ENSSPUG00000018175
gallus_gallus ENSGALG00000051213
meleagris_gallopavo ENSMGAG00000016101
coturnix_japonica ENSCJPG00005014836
numida_meleagris ENSNMEG00000022659
anser_brachyrhynchus ENSABRG00000019026
calidris_pugnax ENSCPUG00000003715
apteryx_rowi ENSARWG00000004423
apteryx_owenii ENSAOWG00000013994
dromaius_novaehollandiae ENSDNVG00000010145
nothoprocta_perdicaria ENSNPEG00000000391
xenopus_tropicalis ENSXETG00000019946
