tetraodon_nigroviridis ENSTNIG00000017721
takifugu_rubripes ENSTRUG00000014393
hippocampus_comes ENSHCOG00000005568
cynoglossus_semilaevis ENSCSEG00000000382
scophthalmus_maximus ENSSMAG00000004640
seriola_lalandi_dorsalis ENSSLDG00000025241
seriola_dumerili ENSSDUG00000020496
scophthalmus_maximus ENSSMAG00000004632
mola_mola ENSMMOG00000005514
gasterosteus_aculeatus ENSGACG00000017228
labrus_bergylta ENSLBEG00000018336
poecilia_mexicana ENSPMEG00000004038
poecilia_formosa ENSPFOG00000008521
poecilia_reticulata ENSPREG00000023243
poecilia_latipinna ENSPLAG00000003234
xiphophorus_couchianus ENSXCOG00000011161
xiphophorus_maculatus ENSXMAG00000009615
gambusia_affinis ENSGAFG00000017752
fundulus_heteroclitus ENSFHEG00000007906
cyprinodon_variegatus ENSCVAG00000002004
kryptolebias_marmoratus ENSKMAG00000004050
oryzias_latipes ENSORLG00020017445
oryzias_latipes_asm223469v1 ENSORLG00015016945
oryzias_latipes ENSORLG00000007383
oryzias_melastigma ENSOMEG00000000078
amphiprion_ocellaris ENSAOCG00000003107
amphiprion_percula ENSAPEG00000024059
acanthochromis_polyacanthus ENSAPOG00000019773
stegastes_partitus ENSSPAG00000003209
pundamilia_nyererei ENSPNYG00000012505
haplochromis_burtoni ENSHBUG00000008581
maylandia_zebra ENSMZEG00005009182
astatotilapia_calliptera ENSACLG00000025573
neolamprologus_brichardi ENSNBRG00000004712
oreochromis_niloticus ENSONIG00000010002
amphilophus_citrinellus ENSACIG00000016787
monopterus_albus ENSMALG00000002288
mastacembelus_armatus ENSMAMG00000014087
anabas_testudineus ENSATEG00000012663
periophthalmus_magnuspinnatus ENSPMGG00000012332
gadus_morhua ENSGMOG00000007456
esox_lucius ENSELUG00000014425
pygocentrus_nattereri ENSPNAG00000018835
astyanax_mexicanus ENSAMXG00000043168
ictalurus_punctatus ENSIPUG00000004655
danio_rerio ENSDARG00000060383
paramormyrops_kingsleyae ENSPKIG00000016070
scleropages_formosus ENSSFOG00015016528
lepisosteus_oculatus ENSLOCG00000008866
mustela_putorius_furo ENSMPUG00000006877
neovison_vison ENSNVIG00000008585
ursus_maritimus ENSUMAG00000015592
ursus_americanus ENSUAMG00000002344
ailuropoda_melanoleuca ENSAMEG00000016655
canis_lupus_dingo ENSCAFG00020025827
canis_lupus_familiaris ENSCAFG00000007682
vulpes_vulpes ENSVVUG00000009211
panthera_tigris_altaica ENSPTIG00000020116
panthera_pardus ENSPPRG00000018308
felis_catus ENSFCAG00000030592
equus_caballus ENSECAG00000021810
equus_asinus_asinus ENSEASG00005001563
pteropus_vampyrus ENSPVAG00000014299
myotis_lucifugus ENSMLUG00000008078
sus_scrofa ENSSSCG00000009039
vicugna_pacos ENSVPAG00000003342
capra_hircus ENSCHIG00000022132
ovis_aries ENSOARG00000008850
bos_taurus ENSBTAG00000012800
bos_mutus ENSBMUG00000006391
bison_bison_bison ENSBBBG00000005563
bos_mutus ENSBMUG00000012473
tursiops_truncatus ENSTTRG00000008092
oryctolagus_cuniculus ENSOCUG00000016139
ochotona_princeps ENSOPRG00000014045
dipodomys_ordii ENSDORG00000008070
procavia_capensis ENSPCAG00000014596
loxodonta_africana ENSLAFG00000031958
dasypus_novemcinctus ENSDNOG00000002302
choloepus_hoffmanni ENSCHOG00000003897
pan_troglodytes ENSPTRG00000016486
pan_paniscus ENSPPAG00000031747
