notamacropus_eugenii ENSMEUG00000006176
phascolarctos_cinereus ENSPCIG00000018606
monodelphis_domestica ENSMODG00000002963
microcebus_murinus ENSMICG00000026502
propithecus_coquereli ENSPCOG00000023138
prolemur_simus ENSPSMG00000015847
saimiri_boliviensis_boliviensis ENSSBOG00000035826
cebus_capucinus ENSCCAG00000021406
callithrix_jacchus ENSCJAG00000044416
aotus_nancymaae ENSANAG00000020538
pan_troglodytes ENSPTRG00000006619
pan_paniscus ENSPPAG00000028023
gorilla_gorilla ENSGGOG00000004927
homo_sapiens ENSG00000140025
pongo_abelii ENSPPYG00000006057
nomascus_leucogenys ENSNLEG00000034426
rhinopithecus_bieti ENSRBIG00000011129
rhinopithecus_roxellana ENSRROG00000037980
colobus_angolensis_palliatus ENSCANG00000038368
piliocolobus_tephrosceles ENSPTEG00000018463
mandrillus_leucophaeus ENSMLEG00000043993
papio_anubis ENSPANG00000013436
cercocebus_atys ENSCATG00000038463
macaca_fascicularis ENSMFAG00000044369
macaca_mulatta ENSMMUG00000004459
macaca_nemestrina ENSMNEG00000044512
theropithecus_gelada ENSTGEG00000000189
chlorocebus_sabaeus ENSCSAG00000011479
heterocephalus_glaber_male ENSHGLG00100001925
heterocephalus_glaber_female ENSHGLG00000011766
fukomys_damarensis ENSFDAG00000010245
chinchilla_lanigera ENSCLAG00000009916
octodon_degus ENSODEG00000010563
cavia_porcellus ENSCPOG00000033036
spermophilus_dauricus ENSSDAG00000020216
ictidomys_tridecemlineatus ENSSTOG00000029608
urocitellus_parryii ENSUPAG00010022555
marmota_marmota_marmota ENSMMMG00000020326
castor_canadensis ENSCCNG00000025536
dipodomys_ordii ENSDORG00000009279
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018861
mus_musculus ENSMUSG00000021176
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018016
mus_spicilegus ENSMSIG00000009995
mus_pahari MGP_PahariEiJ_G0029774
rattus_norvegicus ENSRNOG00000053317
meriones_unguiculatus ENSMUGG00000023118
cricetulus_griseus_chok1gshd ENSCGRG00001018616
cricetulus_griseus_crigri ENSCGRG00000004734
cricetulus_griseus_crigri-picr ENSCGRG00015019675
mesocricetus_auratus ENSMAUG00000001653
peromyscus_maniculatus_bairdii ENSPEMG00000020988
microtus_ochrogaster ENSMOCG00000011188
nannospalax_galili ENSNGAG00000020754
jaculus_jaculus ENSJJAG00000023383
oryctolagus_cuniculus ENSOCUG00000015498
ochotona_princeps ENSOPRG00000000407
carlito_syrichta ENSTSYG00000002239
tupaia_belangeri ENSTBEG00000002377
capra_hircus ENSCHIG00000017902
ovis_aries ENSOARG00000003379
bos_mutus ENSBMUG00000012488
bos_taurus ENSBTAG00000013136
bison_bison_bison ENSBBBG00000018753
tursiops_truncatus ENSTTRG00000013579
sus_scrofa ENSSSCG00000002430
vicugna_pacos ENSVPAG00000005496
equus_caballus ENSECAG00000018727
equus_asinus_asinus ENSEASG00005020550
erinaceus_europaeus ENSEEUG00000013916
sorex_araneus ENSSARG00000007547
pteropus_vampyrus ENSPVAG00000008154
ailuropoda_melanoleuca ENSAMEG00000001628
ursus_maritimus ENSUMAG00000006603
neovison_vison ENSNVIG00000011600
canis_lupus_dingo ENSCAFG00020016365
canis_lupus_familiaris ENSCAFG00000031111
panthera_pardus ENSPPRG00000010170
panthera_tigris_altaica ENSPTIG00000010546
felis_catus ENSFCAG00000033426
mustela_putorius_furo ENSMPUG00000008170
vulpes_vulpes ENSVVUG00000028026
myotis_lucifugus ENSMLUG00000017591
bos_mutus ENSBMUG00000011371
choloepus_hoffmanni ENSCHOG00000002696
dasypus_novemcinctus ENSDNOG00000019523
loxodonta_africana ENSLAFG00000015776
echinops_telfairi ENSETEG00000007017
ornithorhynchus_anatinus ENSOANG00000009962
pogona_vitticeps ENSPVIG00000006504
anolis_carolinensis ENSACAG00000014772
notechis_scutatus ENSNSUG00000005654
salvator_merianae ENSSMRG00000014882
sphenodon_punctatus ENSSPUG00000012848
apteryx_owenii ENSAOWG00000013232
apteryx_haastii ENSAHAG00000002039
apteryx_rowi ENSARWG00000017799
dromaius_novaehollandiae ENSDNVG00000015401
anas_platyrhynchos_platyrhynchos ENSAPLG00000009076
anser_brachyrhynchus ENSABRG00000011843
gallus_gallus ENSGALG00000020402
coturnix_japonica ENSCJPG00005000341
meleagris_gallopavo ENSMGAG00000013031
numida_meleagris ENSNMEG00000002499
lonchura_striata_domestica ENSLSDG00000015084
zonotrichia_albicollis ENSZALG00000003155
melopsittacus_undulatus ENSMUNG00000015784
crocodylus_porosus ENSCPRG00005006489
chelonoidis_abingdonii ENSCABG00000005232
gopherus_agassizii ENSGAGG00000012149
chrysemys_picta_bellii ENSCPBG00000008482
pelodiscus_sinensis ENSPSIG00000013742
xenopus_tropicalis ENSXETG00000030879
latimeria_chalumnae ENSLACG00000014735
scleropages_formosus ENSSFOG00015011568
paramormyrops_kingsleyae ENSPKIG00000009091
pygocentrus_nattereri ENSPNAG00000025991
astyanax_mexicanus ENSAMXG00000018586
ictalurus_punctatus ENSIPUG00000010544
danio_rerio ENSDARG00000043740
esox_lucius ENSELUG00000017916
gadus_morhua ENSGMOG00000020345
lepisosteus_oculatus ENSLOCG00000008987
ciona_intestinalis ENSCING00000006475
ciona_savignyi ENSCSAVG00000005998
