ursus_americanus ENSUAMG00000024843
ursus_maritimus ENSUMAG00000021739
ailuropoda_melanoleuca ENSAMEG00000019851
mustela_putorius_furo ENSMPUG00000019357
neovison_vison ENSNVIG00000022444
canis_lupus_dingo ENSCAFG00020003977
canis_lupus_familiaris ENSCAFG00000023631
vulpes_vulpes ENSVVUG00000028075
panthera_tigris_altaica ENSPTIG00000008786
panthera_pardus ENSPPRG00000011515
felis_catus ENSFCAG00000014939
equus_caballus ENSECAG00000007205
equus_asinus_asinus ENSEASG00005007675
bos_taurus ENSBTAG00000017184
bos_mutus ENSBMUG00000022689
bison_bison_bison ENSBBBG00000022251
ovis_aries ENSOARG00000012996
capra_hircus ENSCHIG00000015438
tursiops_truncatus ENSTTRG00000005023
sus_scrofa ENSSSCG00000012608
vicugna_pacos ENSVPAG00000009214
myotis_lucifugus ENSMLUG00000025783
myotis_lucifugus ENSMLUG00000028812
pteropus_vampyrus ENSPVAG00000012064
erinaceus_europaeus ENSEEUG00000008045
sorex_araneus ENSSARG00000012178
castor_canadensis ENSCCNG00000001898
dipodomys_ordii ENSDORG00000023347
peromyscus_maniculatus_bairdii ENSPEMG00000023331
microtus_ochrogaster ENSMOCG00000022606
cricetulus_griseus_crigri ENSCGRG00000006641
cricetulus_griseus_crigri-picr ENSCGRG00015015304
cricetulus_griseus_chok1gshd ENSCGRG00001007690
mesocricetus_auratus ENSMAUG00000008177
mus_spicilegus ENSMSIG00000014952
mus_musculus ENSMUSG00000048047
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034172
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033013
mus_pahari MGP_PahariEiJ_G0031559
rattus_norvegicus ENSRNOG00000046156
rattus_norvegicus ENSRNOG00000028899
meriones_unguiculatus ENSMUGG00000001093
nannospalax_galili ENSNGAG00000009109
jaculus_jaculus ENSJJAG00000005119
chinchilla_lanigera ENSCLAG00000000642
octodon_degus ENSODEG00000000429
cavia_porcellus ENSCPOG00000036142
