hippocampus_comes ENSHCOG00000011458
acanthochromis_polyacanthus ENSAPOG00000018441
sphenodon_punctatus ENSSPUG00000015189
lepidothrix_coronata ENSLCOG00000010408
junco_hyemalis ENSJHYG00000002079
anas_platyrhynchos_platyrhynchos ENSAPLG00000028114
chrysemys_picta_bellii ENSCPBG00000016803
chelonoidis_abingdonii ENSCABG00000019959
ursus_americanus ENSUAMG00000016660
prolemur_simus ENSPSMG00000001915
seriola_lalandi_dorsalis ENSSLDG00000006126
seriola_lalandi_dorsalis ENSSLDG00000013413
acanthochromis_polyacanthus ENSAPOG00000022157
