myotis_lucifugus ENSMLUG00000003915
pteropus_vampyrus ENSPVAG00000017266
equus_asinus_asinus ENSEASG00005017739
equus_caballus ENSECAG00000001010
neovison_vison ENSNVIG00000015113
mustela_putorius_furo ENSMPUG00000004749
ursus_americanus ENSUAMG00000027363
canis_lupus_dingo ENSCAFG00020027322
canis_lupus_familiaris ENSCAFG00000024171
panthera_pardus ENSPPRG00000024410
panthera_tigris_altaica ENSPTIG00000016060
felis_catus ENSFCAG00000036073
ursus_maritimus ENSUMAG00000008198
ailuropoda_melanoleuca ENSAMEG00000008537
felis_catus ENSFCAG00000032261
panthera_tigris_altaica ENSPTIG00000018882
bos_mutus ENSBMUG00000006897
bos_taurus ENSBTAG00000050628
bos_taurus ENSBTAG00000032560
bos_mutus ENSBMUG00000006925
ovis_aries ENSOARG00000004868
capra_hircus ENSCHIG00000022559
bison_bison_bison ENSBBBG00000020096
tursiops_truncatus ENSTTRG00000016183
tursiops_truncatus ENSTTRG00000013638
vicugna_pacos ENSVPAG00000000464
sus_scrofa ENSSSCG00000038107
erinaceus_europaeus ENSEEUG00000009859
dipodomys_ordii ENSDORG00000027961
castor_canadensis ENSCCNG00000015809
heterocephalus_glaber_male ENSHGLG00100010232
heterocephalus_glaber_female ENSHGLG00000007601
cricetulus_griseus_crigri-picr ENSCGRG00015008270
cricetulus_griseus_crigri ENSCGRG00000010510
cricetulus_griseus_chok1gshd ENSCGRG00001000790
mesocricetus_auratus ENSMAUG00000019778
microtus_ochrogaster ENSMOCG00000021192
peromyscus_maniculatus_bairdii ENSPEMG00000020830
nannospalax_galili ENSNGAG00000012319
mus_musculus ENSMUSG00000053030
mus_spicilegus ENSMSIG00000020403
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028321
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027327
mus_pahari MGP_PahariEiJ_G0017107
rattus_norvegicus ENSRNOG00000031710
rattus_norvegicus ENSRNOG00000047065
ictidomys_tridecemlineatus ENSSTOG00000024885
urocitellus_parryii ENSUPAG00010000093
marmota_marmota_marmota ENSMMMG00000021272
spermophilus_dauricus ENSSDAG00000012256
oryctolagus_cuniculus ENSOCUG00000015146
oryctolagus_cuniculus ENSOCUG00000001143
ochotona_princeps ENSOPRG00000008219
homo_sapiens ENSG00000128040
pongo_abelii ENSPPYG00000014746
nomascus_leucogenys ENSNLEG00000008829
macaca_mulatta ENSMMUG00000040987
macaca_nemestrina ENSMNEG00000034333
chlorocebus_sabaeus ENSCSAG00000005117
theropithecus_gelada ENSTGEG00000021264
pan_troglodytes ENSPTRG00000016086
pan_paniscus ENSPPAG00000037067
gorilla_gorilla ENSGGOG00000024150
rhinopithecus_roxellana ENSRROG00000033074
rhinopithecus_bieti ENSRBIG00000037876
colobus_angolensis_palliatus ENSCANG00000016427
piliocolobus_tephrosceles ENSPTEG00000027007
mandrillus_leucophaeus ENSMLEG00000043953
macaca_fascicularis ENSMFAG00000042202
cercocebus_atys ENSCATG00000029473
papio_anubis ENSPANG00000029535
cebus_capucinus ENSCCAG00000029894
carlito_syrichta ENSTSYG00000028308
prolemur_simus ENSPSMG00000019427
prolemur_simus ENSPSMG00000024436
propithecus_coquereli ENSPCOG00000026396
otolemur_garnettii ENSOGAG00000026534
echinops_telfairi ENSETEG00000014129
procavia_capensis ENSPCAG00000016652
