paramormyrops_kingsleyae ENSPKIG00000014532
scleropages_formosus ENSSFOG00015023455
labrus_bergylta ENSLBEG00000020322
gasterosteus_aculeatus ENSGACG00000002110
takifugu_rubripes ENSTRUG00000024292
tetraodon_nigroviridis ENSTNIG00000005545
mola_mola ENSMMOG00000019707
mastacembelus_armatus ENSMAMG00000019209
monopterus_albus ENSMALG00000008873
anabas_testudineus ENSATEG00000004816
scophthalmus_maximus ENSSMAG00000004969
cynoglossus_semilaevis ENSCSEG00000003299
seriola_dumerili ENSSDUG00000010819
seriola_lalandi_dorsalis ENSSLDG00000022889
maylandia_zebra ENSMZEG00005018597
astatotilapia_calliptera ENSACLG00000021506
pundamilia_nyererei ENSPNYG00000009784
haplochromis_burtoni ENSHBUG00000017473
neolamprologus_brichardi ENSNBRG00000001724
oreochromis_niloticus ENSONIG00000017099
amphilophus_citrinellus ENSACIG00000022376
kryptolebias_marmoratus ENSKMAG00000004326
poecilia_formosa ENSPFOG00000015328
poecilia_mexicana ENSPMEG00000010713
poecilia_latipinna ENSPLAG00000001662
poecilia_reticulata ENSPREG00000004088
xiphophorus_maculatus ENSXMAG00000025069
gambusia_affinis ENSGAFG00000002145
fundulus_heteroclitus ENSFHEG00000014778
cyprinodon_variegatus ENSCVAG00000018292
oryzias_latipes_asm223469v1 ENSORLG00015018441
oryzias_latipes ENSORLG00020015606
oryzias_latipes ENSORLG00000010389
oryzias_melastigma ENSOMEG00000015593
amphiprion_percula ENSAPEG00000002293
amphiprion_ocellaris ENSAOCG00000005838
acanthochromis_polyacanthus ENSAPOG00000012278
stegastes_partitus ENSSPAG00000022215
hippocampus_comes ENSHCOG00000001992
periophthalmus_magnuspinnatus ENSPMGG00000003703
gadus_morhua ENSGMOG00000008346
esox_lucius ENSELUG00000005453
pygocentrus_nattereri ENSPNAG00000025800
astyanax_mexicanus ENSAMXG00000015306
ictalurus_punctatus ENSIPUG00000023726
danio_rerio ENSDARG00000030633
lepisosteus_oculatus ENSLOCG00000004251
phascolarctos_cinereus ENSPCIG00000012063
notamacropus_eugenii ENSMEUG00000016323
monodelphis_domestica ENSMODG00000027343
ursus_americanus ENSUAMG00000009449
ursus_maritimus ENSUMAG00000022668
ailuropoda_melanoleuca ENSAMEG00000015216
mustela_putorius_furo ENSMPUG00000000492
neovison_vison ENSNVIG00000004953
canis_lupus_dingo ENSCAFG00020027411
canis_lupus_familiaris ENSCAFG00000013559
vulpes_vulpes ENSVVUG00000011844
panthera_pardus ENSPPRG00000007268
panthera_tigris_altaica ENSPTIG00000011775
felis_catus ENSFCAG00000002716
erinaceus_europaeus ENSEEUG00000003682
pteropus_vampyrus ENSPVAG00000011027
myotis_lucifugus ENSMLUG00000011905
capra_hircus ENSCHIG00000008278
ovis_aries ENSOARG00000018903
bos_taurus ENSBTAG00000007830
bos_mutus ENSBMUG00000010222
bison_bison_bison ENSBBBG00000010799
tursiops_truncatus ENSTTRG00000014687
sus_scrofa ENSSSCG00000016141
vicugna_pacos ENSVPAG00000009694
equus_caballus ENSECAG00000008108
equus_asinus_asinus ENSEASG00005003046
propithecus_coquereli ENSPCOG00000024736
microcebus_murinus ENSMICG00000009771
prolemur_simus ENSPSMG00000007709
otolemur_garnettii ENSOGAG00000003678
colobus_angolensis_palliatus ENSCANG00000027023
piliocolobus_tephrosceles ENSPTEG00000034637
rhinopithecus_roxellana ENSRROG00000031559
rhinopithecus_bieti ENSRBIG00000026856
cercocebus_atys ENSCATG00000036070
mandrillus_leucophaeus ENSMLEG00000029115
theropithecus_gelada ENSTGEG00000004536
papio_anubis ENSPANG00000020994
macaca_nemestrina ENSMNEG00000044217
macaca_mulatta ENSMMUG00000008113
macaca_fascicularis ENSMFAG00000033450
chlorocebus_sabaeus ENSCSAG00000010071
pan_paniscus ENSPPAG00000028938
pan_troglodytes ENSPTRG00000012857
homo_sapiens ENSG00000178385
gorilla_gorilla ENSGGOG00000000998
pongo_abelii ENSPPYG00000013121
nomascus_leucogenys ENSNLEG00000007136
cebus_capucinus ENSCCAG00000019609
callithrix_jacchus ENSCJAG00000002896
saimiri_boliviensis_boliviensis ENSSBOG00000027559
aotus_nancymaae ENSANAG00000028108
tupaia_belangeri ENSTBEG00000012791
carlito_syrichta ENSTSYG00000027719
microtus_ochrogaster ENSMOCG00000013149
peromyscus_maniculatus_bairdii ENSPEMG00000009141
cricetulus_griseus_chok1gshd ENSCGRG00001023068
cricetulus_griseus_crigri ENSCGRG00000015730
cricetulus_griseus_crigri-picr ENSCGRG00015028884
mesocricetus_auratus ENSMAUG00000021638
mus_musculus ENSMUSG00000051344
mus_spicilegus ENSMSIG00000009894
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015018
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014211
mus_pahari MGP_PahariEiJ_G0027449
rattus_norvegicus ENSRNOG00000023760
meriones_unguiculatus ENSMUGG00000022616
nannospalax_galili ENSNGAG00000007962
jaculus_jaculus ENSJJAG00000012116
castor_canadensis ENSCCNG00000013738
dipodomys_ordii ENSDORG00000029697
chinchilla_lanigera ENSCLAG00000010825
octodon_degus ENSODEG00000010028
cavia_porcellus ENSCPOG00000004119
cavia_aperea ENSCAPG00000004651
heterocephalus_glaber_male ENSHGLG00100009000
heterocephalus_glaber_female ENSHGLG00000017030
fukomys_damarensis ENSFDAG00000012647
ictidomys_tridecemlineatus ENSSTOG00000016489
urocitellus_parryii ENSUPAG00010008049
spermophilus_dauricus ENSSDAG00000020320
marmota_marmota_marmota ENSMMMG00000015063
oryctolagus_cuniculus ENSOCUG00000015383
ochotona_princeps ENSOPRG00000015223
choloepus_hoffmanni ENSCHOG00000010180
dasypus_novemcinctus ENSDNOG00000004208
loxodonta_africana ENSLAFG00000030211
procavia_capensis ENSPCAG00000002754
echinops_telfairi ENSETEG00000001076
sorex_araneus ENSSARG00000009077
ornithorhynchus_anatinus ENSOANG00000001694
apteryx_haastii ENSAHAG00000015979
apteryx_owenii ENSAOWG00000018504
apteryx_rowi ENSARWG00000004120
dromaius_novaehollandiae ENSDNVG00000015731
nothoprocta_perdicaria ENSNPEG00000007424
anser_brachyrhynchus ENSABRG00000016681
anas_platyrhynchos_platyrhynchos ENSAPLG00000007354
