esox_lucius ENSELUG00000003871
periophthalmus_magnuspinnatus ENSPMGG00000009213
astyanax_mexicanus ENSAMXG00000024850
pygocentrus_nattereri ENSPNAG00000028335
ictalurus_punctatus ENSIPUG00000002507
danio_rerio ENSDARG00000041546
paramormyrops_kingsleyae ENSPKIG00000008545
scleropages_formosus ENSSFOG00015007180
lepisosteus_oculatus ENSLOCG00000000304
cyanistes_caeruleus ENSCCEG00000004942
parus_major ENSPMJG00000019773
taeniopygia_guttata ENSTGUG00000004873
lonchura_striata_domestica ENSLSDG00000012777
serinus_canaria ENSSCAG00000012425
zonotrichia_albicollis ENSZALG00000014374
junco_hyemalis ENSJHYG00000012769
ficedula_albicollis ENSFALG00000003921
lepidothrix_coronata ENSLCOG00000008559
calidris_pygmaea ENSCPGG00000011059
calidris_pugnax ENSCPUG00000018614
melopsittacus_undulatus ENSMUNG00000012940
meleagris_gallopavo ENSMGAG00000011746
gallus_gallus ENSGALG00000011566
coturnix_japonica ENSCJPG00005013052
anas_platyrhynchos_platyrhynchos ENSAPLG00000013213
anser_brachyrhynchus ENSABRG00000012374
numida_meleagris ENSNMEG00000022940
manacus_vitellinus ENSMVIG00005010550
nothoprocta_perdicaria ENSNPEG00000011596
dromaius_novaehollandiae ENSDNVG00000015802
apteryx_rowi ENSARWG00000014670
apteryx_owenii ENSAOWG00000001526
apteryx_haastii ENSAHAG00000006160
crocodylus_porosus ENSCPRG00005000782
gopherus_agassizii ENSGAGG00000023458
chelonoidis_abingdonii ENSCABG00000015022
chrysemys_picta_bellii ENSCPBG00000013670
pelodiscus_sinensis ENSPSIG00000016754
anolis_carolinensis ENSACAG00000023178
pogona_vitticeps ENSPVIG00000007572
notechis_scutatus ENSNSUG00000011208
salvator_merianae ENSSMRG00000011766
sphenodon_punctatus ENSSPUG00000017956
pan_troglodytes ENSPTRG00000012422
pan_paniscus ENSPPAG00000043590
homo_sapiens ENSG00000136732
pongo_abelii ENSPPYG00000012772
papio_anubis ENSPANG00000000867
theropithecus_gelada ENSTGEG00000029130
macaca_nemestrina ENSMNEG00000037096
macaca_fascicularis ENSMFAG00000003980
chlorocebus_sabaeus ENSCSAG00000016805
rhinopithecus_bieti ENSRBIG00000041512
rhinopithecus_roxellana ENSRROG00000039080
piliocolobus_tephrosceles ENSPTEG00000023666
cebus_capucinus ENSCCAG00000037164
callithrix_jacchus ENSCJAG00000018468
saimiri_boliviensis_boliviensis ENSSBOG00000036265
aotus_nancymaae ENSANAG00000030208
prolemur_simus ENSPSMG00000003897
microcebus_murinus ENSMICG00000044430
propithecus_coquereli ENSPCOG00000008672
oryctolagus_cuniculus ENSOCUG00000022291
carlito_syrichta ENSTSYG00000036612
pteropus_vampyrus ENSPVAG00000006564
myotis_lucifugus ENSMLUG00000005913
ovis_aries ENSOARG00000013621
capra_hircus ENSCHIG00000020984
bos_mutus ENSBMUG00000015922
bos_taurus ENSBTAG00000014863
bison_bison_bison ENSBBBG00000007984
sus_scrofa ENSSSCG00000040701
tursiops_truncatus ENSTTRG00000016550
ursus_maritimus ENSUMAG00000008433
ursus_americanus ENSUAMG00000014365
ailuropoda_melanoleuca ENSAMEG00000006242
canis_lupus_familiaris ENSCAFG00000030972
canis_lupus_dingo ENSCAFG00020003444
vulpes_vulpes ENSVVUG00000010631
neovison_vison ENSNVIG00000008409
panthera_tigris_altaica ENSPTIG00000015537
felis_catus ENSFCAG00000010478
equus_caballus ENSECAG00000032710
equus_asinus_asinus ENSEASG00005022520
castor_canadensis ENSCCNG00000015931
dipodomys_ordii ENSDORG00000009142
urocitellus_parryii ENSUPAG00010006812
marmota_marmota_marmota ENSMMMG00000020311
ictidomys_tridecemlineatus ENSSTOG00000003335
spermophilus_dauricus ENSSDAG00000006947
chinchilla_lanigera ENSCLAG00000002170
cavia_porcellus ENSCPOG00000036325
octodon_degus ENSODEG00000006306
heterocephalus_glaber_male ENSHGLG00100004062
heterocephalus_glaber_female ENSHGLG00000004929
fukomys_damarensis ENSFDAG00000004878
mus_musculus ENSMUSG00000090523
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022077
mus_spicilegus ENSMSIG00000030516
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022989
mus_pahari MGP_PahariEiJ_G0018811
rattus_norvegicus ENSRNOG00000029939
meriones_unguiculatus ENSMUGG00000004407
cricetulus_griseus_crigri ENSCGRG00000011781
cricetulus_griseus_crigri-picr ENSCGRG00015000594
cricetulus_griseus_chok1gshd ENSCGRG00001018165
mesocricetus_auratus ENSMAUG00000012793
microtus_ochrogaster ENSMOCG00000015840
peromyscus_maniculatus_bairdii ENSPEMG00000027226
nannospalax_galili ENSNGAG00000008443
jaculus_jaculus ENSJJAG00000021602
ochotona_princeps ENSOPRG00000001519
erinaceus_europaeus ENSEEUG00000004198
loxodonta_africana ENSLAFG00000017022
procavia_capensis ENSPCAG00000006261
echinops_telfairi ENSETEG00000015799
notamacropus_eugenii ENSMEUG00000010624
phascolarctos_cinereus ENSPCIG00000031769
sarcophilus_harrisii ENSSHAG00000013495
monodelphis_domestica ENSMODG00000029565
ornithorhynchus_anatinus ENSOANG00000007640
apteryx_owenii ENSAOWG00000006324
apteryx_haastii ENSAHAG00000015570
nothoprocta_perdicaria ENSNPEG00000014961
calidris_pygmaea ENSCPGG00000018034
peromyscus_maniculatus_bairdii ENSPEMG00000007608
latimeria_chalumnae ENSLACG00000009865
