tetraodon_nigroviridis ENSTNIG00000014685
takifugu_rubripes ENSTRUG00000013533
gasterosteus_aculeatus ENSGACG00000001588
oryzias_latipes ENSORLG00000029216
oryzias_latipes ENSORLG00020002880
oryzias_latipes_asm223469v1 ENSORLG00015020556
oryzias_melastigma ENSOMEG00000005259
fundulus_heteroclitus ENSFHEG00000006220
cyprinodon_variegatus ENSCVAG00000018414
xiphophorus_maculatus ENSXMAG00000017090
xiphophorus_couchianus ENSXCOG00000004867
gambusia_affinis ENSGAFG00000021546
poecilia_mexicana ENSPMEG00000018428
poecilia_latipinna ENSPLAG00000005636
poecilia_formosa ENSPFOG00000018766
poecilia_reticulata ENSPREG00000008092
kryptolebias_marmoratus ENSKMAG00000003087
amphiprion_percula ENSAPEG00000015402
amphiprion_ocellaris ENSAOCG00000009495
acanthochromis_polyacanthus ENSAPOG00000004263
stegastes_partitus ENSSPAG00000016246
cynoglossus_semilaevis ENSCSEG00000001796
mola_mola ENSMMOG00000021718
labrus_bergylta ENSLBEG00000001867
mastacembelus_armatus ENSMAMG00000023783
monopterus_albus ENSMALG00000005254
anabas_testudineus ENSATEG00000008609
seriola_lalandi_dorsalis ENSSLDG00000023793
seriola_dumerili ENSSDUG00000014011
scophthalmus_maximus ENSSMAG00000020965
haplochromis_burtoni ENSHBUG00000017346
pundamilia_nyererei ENSPNYG00000010170
maylandia_zebra ENSMZEG00005012237
astatotilapia_calliptera ENSACLG00000020047
oreochromis_niloticus ENSONIG00000007193
neolamprologus_brichardi ENSNBRG00000002585
amphilophus_citrinellus ENSACIG00000019147
hippocampus_comes ENSHCOG00000007410
periophthalmus_magnuspinnatus ENSPMGG00000002697
gadus_morhua ENSGMOG00000017428
esox_lucius ENSELUG00000008592
astyanax_mexicanus ENSAMXG00000039036
pygocentrus_nattereri ENSPNAG00000001343
ictalurus_punctatus ENSIPUG00000019969
danio_rerio ENSDARG00000103663
amphiprion_ocellaris ENSAOCG00000007597
amphiprion_percula ENSAPEG00000015654
acanthochromis_polyacanthus ENSAPOG00000012918
stegastes_partitus ENSSPAG00000021152
haplochromis_burtoni ENSHBUG00000022206
maylandia_zebra ENSMZEG00005025867
pundamilia_nyererei ENSPNYG00000005474
oreochromis_niloticus ENSONIG00000017200
neolamprologus_brichardi ENSNBRG00000021693
amphilophus_citrinellus ENSACIG00000004211
xiphophorus_couchianus ENSXCOG00000011158
xiphophorus_maculatus ENSXMAG00000022037
poecilia_formosa ENSPFOG00000014789
poecilia_latipinna ENSPLAG00000020465
fundulus_heteroclitus ENSFHEG00000001272
labrus_bergylta ENSLBEG00000006123
anabas_testudineus ENSATEG00000014845
monopterus_albus ENSMALG00000021623
scophthalmus_maximus ENSSMAG00000013460
astyanax_mexicanus ENSAMXG00000032325
scleropages_formosus ENSSFOG00015016601
paramormyrops_kingsleyae ENSPKIG00000018488
lepisosteus_oculatus ENSLOCG00000014087
maylandia_zebra ENSMZEG00005026523
astatotilapia_calliptera ENSACLG00000000345
haplochromis_burtoni ENSHBUG00000002131
pundamilia_nyererei ENSPNYG00000024095
kryptolebias_marmoratus ENSKMAG00000005148
seriola_dumerili ENSSDUG00000013808
hippocampus_comes ENSHCOG00000014486
lepisosteus_oculatus ENSLOCG00000005566
neovison_vison ENSNVIG00000016262
mustela_putorius_furo ENSMPUG00000004464
ursus_americanus ENSUAMG00000020160
ursus_maritimus ENSUMAG00000015692
ailuropoda_melanoleuca ENSAMEG00000006677
canis_lupus_familiaris ENSCAFG00000002270
canis_lupus_dingo ENSCAFG00020009074
vulpes_vulpes ENSVVUG00000005595
panthera_pardus ENSPPRG00000008060
felis_catus ENSFCAG00000015142
bos_taurus ENSBTAG00000011204
bos_taurus ENSBTAG00000010722
bos_mutus ENSBMUG00000009278
bison_bison_bison ENSBBBG00000011744
capra_hircus ENSCHIG00000018308
ovis_aries ENSOARG00000008116
tursiops_truncatus ENSTTRG00000000317
sus_scrofa ENSSSCG00000040061
