petromyzon_marinus ENSPMAG00000000659
eptatretus_burgeri ENSEBUG00000002241
paramormyrops_kingsleyae ENSPKIG00000004536
scleropages_formosus ENSSFOG00015002229
paramormyrops_kingsleyae ENSPKIG00000020144
scleropages_formosus ENSSFOG00015023287
labrus_bergylta ENSLBEG00000000205
mola_mola ENSMMOG00000016296
gasterosteus_aculeatus ENSGACG00000014619
monopterus_albus ENSMALG00000014369
mastacembelus_armatus ENSMAMG00000005238
anabas_testudineus ENSATEG00000003958
takifugu_rubripes ENSTRUG00000015724
seriola_dumerili ENSSDUG00000007364
seriola_lalandi_dorsalis ENSSLDG00000016661
scophthalmus_maximus ENSSMAG00000009949
periophthalmus_magnuspinnatus ENSPMGG00000006959
xiphophorus_maculatus ENSXMAG00000016602
gambusia_affinis ENSGAFG00000009429
poecilia_formosa ENSPFOG00000014185
poecilia_mexicana ENSPMEG00000011080
poecilia_latipinna ENSPLAG00000011091
poecilia_reticulata ENSPREG00000008047
xiphophorus_couchianus ENSXCOG00000012660
fundulus_heteroclitus ENSFHEG00000010288
cyprinodon_variegatus ENSCVAG00000009639
kryptolebias_marmoratus ENSKMAG00000001681
oryzias_latipes ENSORLG00020019705
oryzias_latipes ENSORLG00000026644
oryzias_latipes ENSORLG00000025062
oryzias_latipes_asm223469v1 ENSORLG00015017990
oryzias_melastigma ENSOMEG00000017043
astatotilapia_calliptera ENSACLG00000018521
haplochromis_burtoni ENSHBUG00000021042
maylandia_zebra ENSMZEG00005005786
pundamilia_nyererei ENSPNYG00000009857
neolamprologus_brichardi ENSNBRG00000008139
amphilophus_citrinellus ENSACIG00000005140
oreochromis_niloticus ENSONIG00000002895
amphiprion_ocellaris ENSAOCG00000002261
amphiprion_percula ENSAPEG00000008098
acanthochromis_polyacanthus ENSAPOG00000021808
stegastes_partitus ENSSPAG00000020519
cynoglossus_semilaevis ENSCSEG00000011212
cynoglossus_semilaevis ENSCSEG00000011231
hippocampus_comes ENSHCOG00000001206
gadus_morhua ENSGMOG00000002105
esox_lucius ENSELUG00000007312
ictalurus_punctatus ENSIPUG00000010170
ictalurus_punctatus ENSIPUG00000010147
pygocentrus_nattereri ENSPNAG00000017983
astyanax_mexicanus ENSAMXG00000020887
lepisosteus_oculatus ENSLOCG00000014584
tetraodon_nigroviridis ENSTNIG00000001218
eptatretus_burgeri ENSEBUG00000007404
anas_platyrhynchos_platyrhynchos ENSAPLG00000009920
anser_brachyrhynchus ENSABRG00000015293
coturnix_japonica ENSCJPG00005012706
gallus_gallus ENSGALG00000004059
meleagris_gallopavo ENSMGAG00000005083
numida_meleagris ENSNMEG00000021309
calidris_pygmaea ENSCPGG00000010967
calidris_pugnax ENSCPUG00000015826
melopsittacus_undulatus ENSMUNG00000015650
taeniopygia_guttata ENSTGUG00000005700
lonchura_striata_domestica ENSLSDG00000015379
zonotrichia_albicollis ENSZALG00000000842
junco_hyemalis ENSJHYG00000016230
junco_hyemalis ENSJHYG00000016229
serinus_canaria ENSSCAG00000016537
ficedula_albicollis ENSFALG00000012375
parus_major ENSPMJG00000015954
cyanistes_caeruleus ENSCCEG00000020057
manacus_vitellinus ENSMVIG00005016600
manacus_vitellinus ENSMVIG00005016598
lepidothrix_coronata ENSLCOG00000004494
apteryx_haastii ENSAHAG00000012343
apteryx_owenii ENSAOWG00000008872
apteryx_rowi ENSARWG00000012163
dromaius_novaehollandiae ENSDNVG00000018475
nothoprocta_perdicaria ENSNPEG00000002219
crocodylus_porosus ENSCPRG00005009349
chelonoidis_abingdonii ENSCABG00000008436
gopherus_agassizii ENSGAGG00000010809
chrysemys_picta_bellii ENSCPBG00000010765
pelodiscus_sinensis ENSPSIG00000009082
sphenodon_punctatus ENSSPUG00000007532
pogona_vitticeps ENSPVIG00000007383
anolis_carolinensis ENSACAG00000008595
salvator_merianae ENSSMRG00000007511
sphenodon_punctatus ENSSPUG00000011290
phascolarctos_cinereus ENSPCIG00000020753
notamacropus_eugenii ENSMEUG00000004177
sarcophilus_harrisii ENSSHAG00000018612
monodelphis_domestica ENSMODG00000009017
tursiops_truncatus ENSTTRG00000014092
vicugna_pacos ENSVPAG00000011526
sus_scrofa ENSSSCG00000004976
