procavia_capensis ENSPCAG00000013838
echinops_telfairi ENSETEG00000018347
ursus_americanus ENSUAMG00000022171
ursus_maritimus ENSUMAG00000013353
canis_lupus_dingo ENSCAFG00020017860
vulpes_vulpes ENSVVUG00000026812
neovison_vison ENSNVIG00000024983
panthera_pardus ENSPPRG00000004184
panthera_tigris_altaica ENSPTIG00000007861
felis_catus ENSFCAG00000043268
equus_asinus_asinus ENSEASG00005012985
equus_caballus ENSECAG00000007669
vicugna_pacos ENSVPAG00000010457
sus_scrofa ENSSSCG00000038852
tursiops_truncatus ENSTTRG00000001738
capra_hircus ENSCHIG00000015260
ovis_aries ENSOARG00000006708
bos_mutus ENSBMUG00000021920
sorex_araneus ENSSARG00000008722
castor_canadensis ENSCCNG00000028268
dipodomys_ordii ENSDORG00000009872
cricetulus_griseus_crigri ENSCGRG00000012395
cricetulus_griseus_chok1gshd ENSCGRG00001010592
cricetulus_griseus_chok1gshd ENSCGRG00001021731
cricetulus_griseus_crigri-picr ENSCGRG00015024776
mesocricetus_auratus ENSMAUG00000017075
microtus_ochrogaster ENSMOCG00000003267
peromyscus_maniculatus_bairdii ENSPEMG00000029292
mus_pahari MGP_PahariEiJ_G0013709
mus_pahari MGP_PahariEiJ_G0013708
mus_spicilegus ENSMSIG00000003074
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031614
mus_musculus ENSMUSG00000078580
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030500
mus_musculus ENSMUSG00000045757
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031615
mus_spicilegus ENSMSIG00000025988
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030501
rattus_norvegicus ENSRNOG00000031003
rattus_norvegicus ENSRNOG00000046480
meriones_unguiculatus ENSMUGG00000012870
nannospalax_galili ENSNGAG00000022786
jaculus_jaculus ENSJJAG00000023919
chinchilla_lanigera ENSCLAG00000009873
octodon_degus ENSODEG00000015030
cavia_porcellus ENSCPOG00000031324
heterocephalus_glaber_female ENSHGLG00000011221
heterocephalus_glaber_male ENSHGLG00100007699
fukomys_damarensis ENSFDAG00000010489
urocitellus_parryii ENSUPAG00010020024
ictidomys_tridecemlineatus ENSSTOG00000007448
oryctolagus_cuniculus ENSOCUG00000029438
ochotona_princeps ENSOPRG00000011124
tupaia_belangeri ENSTBEG00000005266
pan_paniscus ENSPPAG00000029665
pan_troglodytes ENSPTRG00000008008
homo_sapiens ENSG00000169951
gorilla_gorilla ENSGGOG00000000422
nomascus_leucogenys ENSNLEG00000030646
colobus_angolensis_palliatus ENSCANG00000028918
piliocolobus_tephrosceles ENSPTEG00000026009
rhinopithecus_bieti ENSRBIG00000041517
rhinopithecus_roxellana ENSRROG00000001034
theropithecus_gelada ENSTGEG00000012051
papio_anubis ENSPANG00000015290
mandrillus_leucophaeus ENSMLEG00000035337
macaca_nemestrina ENSMNEG00000042249
macaca_fascicularis ENSMFAG00000003192
chlorocebus_sabaeus ENSCSAG00000005873
saimiri_boliviensis_boliviensis ENSSBOG00000022230
callithrix_jacchus ENSCJAG00000040969
cebus_capucinus ENSCCAG00000035435
aotus_nancymaae ENSANAG00000035701
homo_sapiens ENSG00000169955
homo_sapiens ENSG00000261459
pan_paniscus ENSPPAG00000043944
pan_troglodytes ENSPTRG00000008007
gorilla_gorilla ENSGGOG00000036888
nomascus_leucogenys ENSNLEG00000034947
homo_sapiens ENSG00000260869
pongo_abelii ENSPPYG00000029786
papio_anubis ENSPANG00000016538
mandrillus_leucophaeus ENSMLEG00000034875
theropithecus_gelada ENSTGEG00000012072
macaca_fascicularis ENSMFAG00000001946
macaca_nemestrina ENSMNEG00000044477
chlorocebus_sabaeus ENSCSAG00000005875
rhinopithecus_bieti ENSRBIG00000031379
rhinopithecus_roxellana ENSRROG00000044491
colobus_angolensis_palliatus ENSCANG00000032376
saimiri_boliviensis_boliviensis ENSSBOG00000033116
callithrix_jacchus ENSCJAG00000002691
cebus_capucinus ENSCCAG00000025310
aotus_nancymaae ENSANAG00000032015
carlito_syrichta ENSTSYG00000002506
propithecus_coquereli ENSPCOG00000014959
microcebus_murinus ENSMICG00000041765
prolemur_simus ENSPSMG00000007030
otolemur_garnettii ENSOGAG00000030326
dasypus_novemcinctus ENSDNOG00000031240
monodelphis_domestica ENSMODG00000001577
phascolarctos_cinereus ENSPCIG00000016842
prolemur_simus ENSPSMG00000007059
ursus_americanus ENSUAMG00000022170
phascolarctos_cinereus ENSPCIG00000016835
