phascolarctos_cinereus ENSPCIG00000036451
notamacropus_eugenii ENSMEUG00000015904
sarcophilus_harrisii ENSSHAG00000017097
monodelphis_domestica ENSMODG00000010768
mus_spicilegus ENSMSIG00000030071
mus_musculus ENSMUSG00000031490
mus_spretus MGP_SPRETEiJ_G0032067
mus_caroli MGP_CAROLIEiJ_G0030948
mus_pahari MGP_PahariEiJ_G0021418
rattus_norvegicus ENSRNOG00000012582
meriones_unguiculatus ENSMUGG00000018037
cricetulus_griseus ENSCGRG00001012311
cricetulus_griseus ENSCGRG00015025544
cricetulus_griseus ENSCGRG00000008497
mesocricetus_auratus ENSMAUG00000013038
peromyscus_maniculatus ENSPEMG00000009917
microtus_ochrogaster ENSMOCG00000001602
dipodomys_ordii ENSDORG00000024200
oryctolagus_cuniculus ENSOCUG00000017792
ochotona_princeps ENSOPRG00000000317
pteropus_vampyrus ENSPVAG00000006013
myotis_lucifugus ENSMLUG00000007526
sus_scrofa ENSSSCG00000022301
tursiops_truncatus ENSTTRG00000004474
capra_hircus ENSCHIG00000019087
ovis_aries ENSOARG00000001124
bos_mutus ENSBMUG00000006339
bos_taurus ENSBTAG00000027654
bison_bison ENSBBBG00000022321
ailuropoda_melanoleuca ENSAMEG00000011071
ursus_americanus ENSUAMG00000023500
mustela_putorius ENSMPUG00000009919
neovison_vison ENSNVIG00000011273
canis_lupus ENSCAFG00000006154
canis_lupus ENSCAFG00020001769
vulpes_vulpes ENSVVUG00000020168
panthera_tigris ENSPTIG00000016464
panthera_pardus ENSPPRG00000008612
felis_catus ENSFCAG00000010425
equus_asinus ENSEASG00005016688
propithecus_coquereli ENSPCOG00000021010
propithecus_coquereli ENSPCOG00000006624
microcebus_murinus ENSMICG00000014636
prolemur_simus ENSPSMG00000012914
otolemur_garnettii ENSOGAG00000032329
homo_sapiens ENSG00000187840
pan_paniscus ENSPPAG00000036659
pongo_abelii ENSPPYG00000018518
macaca_nemestrina ENSMNEG00000032437
macaca_fascicularis ENSMFAG00000000356
cercocebus_atys ENSCATG00000044432
chlorocebus_sabaeus ENSCSAG00000015504
chlorocebus_sabaeus ENSCSAG00000018808
macaca_mulatta ENSMMUG00000038480
mandrillus_leucophaeus ENSMLEG00000002855
theropithecus_gelada ENSTGEG00000007590
papio_anubis ENSPANG00000024757
piliocolobus_tephrosceles ENSPTEG00000034074
colobus_angolensis ENSCANG00000021244
rhinopithecus_roxellana ENSRROG00000045656
rhinopithecus_bieti ENSRBIG00000029887
rhinopithecus_bieti ENSRBIG00000021714
cebus_capucinus ENSCCAG00000036139
callithrix_jacchus ENSCJAG00000002671
aotus_nancymaae ENSANAG00000028425
aotus_nancymaae ENSANAG00000037550
equus_caballus ENSECAG00000015719
ursus_maritimus ENSUMAG00000009121
saimiri_boliviensis ENSSBOG00000000833
carlito_syrichta ENSTSYG00000029045
castor_canadensis ENSCCNG00000005320
heterocephalus_glaber ENSHGLG00100010994
heterocephalus_glaber ENSHGLG00000002957
fukomys_damarensis ENSFDAG00000008763
octodon_degus ENSODEG00000005774
chinchilla_lanigera ENSCLAG00000005481
cavia_aperea ENSCAPG00000011075
cavia_porcellus ENSCPOG00000039903
ictidomys_tridecemlineatus ENSSTOG00000006816
marmota_marmota ENSMMMG00000015330
urocitellus_parryii ENSUPAG00010023945
spermophilus_dauricus ENSSDAG00000006632
ictidomys_tridecemlineatus ENSSTOG00000022960
urocitellus_parryii ENSUPAG00010005266
marmota_marmota ENSMMMG00000009728
tupaia_belangeri ENSTBEG00000005815
loxodonta_africana ENSLAFG00000026054
procavia_capensis ENSPCAG00000009025
jaculus_jaculus ENSJJAG00000011773
dasypus_novemcinctus ENSDNOG00000043024
echinops_telfairi ENSETEG00000004669
ornithorhynchus_anatinus ENSOANG00000007344
gopherus_agassizii ENSGAGG00000024040
gopherus_agassizii ENSGAGG00000025596
chelonoidis_abingdonii ENSCABG00000012396
chrysemys_picta ENSCPBG00000005778
crocodylus_porosus ENSCPRG00005001774
gallus_gallus ENSGALG00000003205
coturnix_japonica ENSCJPG00005015195
numida_meleagris ENSNMEG00000019640
anas_platyrhynchos ENSAPLG00000015855
taeniopygia_guttata ENSTGUG00000004721
serinus_canaria ENSSCAG00000017050
lepidothrix_coronata ENSLCOG00000008187
parus_major ENSPMJG00000017944
melopsittacus_undulatus ENSMUNG00000011350
calidris_pygmaea ENSCPGG00000008240
nothoprocta_perdicaria ENSNPEG00000011544
zonotrichia_albicollis ENSZALG00000010295
junco_hyemalis ENSJHYG00000003044
manacus_vitellinus ENSMVIG00005019128
ficedula_albicollis ENSFALG00000006751
cyanistes_caeruleus ENSCCEG00000007361
lonchura_striata ENSLSDG00000006196
calidris_pugnax ENSCPUG00000004734
meleagris_gallopavo ENSMGAG00000002216
anser_brachyrhynchus ENSABRG00000000446
apteryx_rowi ENSARWG00000011653
apteryx_haastii ENSAHAG00000001476
apteryx_owenii ENSAOWG00000002318
dromaius_novaehollandiae ENSDNVG00000003129
chelonoidis_abingdonii ENSCABG00000015352
anolis_carolinensis ENSACAG00000028558
