paramormyrops_kingsleyae ENSPKIG00000004221
scleropages_formosus ENSSFOG00015005434
pygocentrus_nattereri ENSPNAG00000002329
astyanax_mexicanus ENSAMXG00000008518
ictalurus_punctatus ENSIPUG00000000449
lepisosteus_oculatus ENSLOCG00000010032
lepisosteus_oculatus ENSLOCG00000000133
junco_hyemalis ENSJHYG00000017671
zonotrichia_albicollis ENSZALG00000007591
serinus_canaria ENSSCAG00000000275
lonchura_striata_domestica ENSLSDG00000011568
lonchura_striata_domestica ENSLSDG00000006959
taeniopygia_guttata ENSTGUG00000009953
ficedula_albicollis ENSFALG00000009476
cyanistes_caeruleus ENSCCEG00000022922
parus_major ENSPMJG00000016408
manacus_vitellinus ENSMVIG00005004093
lepidothrix_coronata ENSLCOG00000015595
melopsittacus_undulatus ENSMUNG00000016143
calidris_pugnax ENSCPUG00000003001
calidris_pygmaea ENSCPGG00000010351
anser_brachyrhynchus ENSABRG00000001655
anas_platyrhynchos_platyrhynchos ENSAPLG00000004217
meleagris_gallopavo ENSMGAG00000012722
gallus_gallus ENSGALG00000029510
coturnix_japonica ENSCJPG00005018528
numida_meleagris ENSNMEG00000019256
apteryx_owenii ENSAOWG00000013031
apteryx_haastii ENSAHAG00000005535
apteryx_rowi ENSARWG00000005483
nothoprocta_perdicaria ENSNPEG00000002594
dromaius_novaehollandiae ENSDNVG00000003631
crocodylus_porosus ENSCPRG00005003830
chelonoidis_abingdonii ENSCABG00000016719
gopherus_agassizii ENSGAGG00000013826
chrysemys_picta_bellii ENSCPBG00000005772
pelodiscus_sinensis ENSPSIG00000016748
sphenodon_punctatus ENSSPUG00000007710
notamacropus_eugenii ENSMEUG00000011269
phascolarctos_cinereus ENSPCIG00000024450
sarcophilus_harrisii ENSSHAG00000013362
monodelphis_domestica ENSMODG00000001697
pteropus_vampyrus ENSPVAG00000004690
myotis_lucifugus ENSMLUG00000028623
bos_taurus ENSBTAG00000015409
bos_mutus ENSBMUG00000002933
bison_bison_bison ENSBBBG00000017951
ovis_aries ENSOARG00000007185
capra_hircus ENSCHIG00000021477
tursiops_truncatus ENSTTRG00000008828
sus_scrofa ENSSSCG00000035020
vicugna_pacos ENSVPAG00000010640
equus_asinus_asinus ENSEASG00005005283
equus_caballus ENSECAG00000021668
ursus_maritimus ENSUMAG00000023066
ailuropoda_melanoleuca ENSAMEG00000011168
ursus_americanus ENSUAMG00000021683
mustela_putorius_furo ENSMPUG00000007927
neovison_vison ENSNVIG00000013296
canis_lupus_dingo ENSCAFG00020010802
canis_lupus_familiaris ENSCAFG00000015725
vulpes_vulpes ENSVVUG00000014916
panthera_tigris_altaica ENSPTIG00000009630
panthera_pardus ENSPPRG00000002452
felis_catus ENSFCAG00000004074
pan_paniscus ENSPPAG00000043748
pan_troglodytes ENSPTRG00000015873
homo_sapiens ENSG00000152953
gorilla_gorilla ENSGGOG00000010067
pongo_abelii ENSPPYG00000014595
nomascus_leucogenys ENSNLEG00000016106
macaca_fascicularis ENSMFAG00000046080
macaca_nemestrina ENSMNEG00000041736
macaca_mulatta ENSMMUG00000016922
chlorocebus_sabaeus ENSCSAG00000016248
theropithecus_gelada ENSTGEG00000025709
cercocebus_atys ENSCATG00000032654
papio_anubis ENSPANG00000019894
mandrillus_leucophaeus ENSMLEG00000039928
rhinopithecus_roxellana ENSRROG00000007307
rhinopithecus_bieti ENSRBIG00000037796
piliocolobus_tephrosceles ENSPTEG00000038620
colobus_angolensis_palliatus ENSCANG00000030906
saimiri_boliviensis_boliviensis ENSSBOG00000032641
cebus_capucinus ENSCCAG00000030071
callithrix_jacchus ENSCJAG00000011911
aotus_nancymaae ENSANAG00000025404
carlito_syrichta ENSTSYG00000030747
prolemur_simus ENSPSMG00000017394
microcebus_murinus ENSMICG00000047439
propithecus_coquereli ENSPCOG00000021147
otolemur_garnettii ENSOGAG00000011270
tupaia_belangeri ENSTBEG00000012166
castor_canadensis ENSCCNG00000023593
dipodomys_ordii ENSDORG00000001714
mus_spicilegus ENSMSIG00000025444
mus_musculus ENSMUSG00000029123
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028167
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027171
mus_pahari MGP_PahariEiJ_G0016955
rattus_norvegicus ENSRNOG00000031397
meriones_unguiculatus ENSMUGG00000024019
peromyscus_maniculatus_bairdii ENSPEMG00000017412
microtus_ochrogaster ENSMOCG00000002651
cricetulus_griseus_chok1gshd ENSCGRG00001017745
cricetulus_griseus_crigri-picr ENSCGRG00015024022
cricetulus_griseus_crigri ENSCGRG00000014682
mesocricetus_auratus ENSMAUG00000010264
nannospalax_galili ENSNGAG00000016203
jaculus_jaculus ENSJJAG00000012329
heterocephalus_glaber_female ENSHGLG00000004329
heterocephalus_glaber_male ENSHGLG00100018070
fukomys_damarensis ENSFDAG00000007941
chinchilla_lanigera ENSCLAG00000011002
octodon_degus ENSODEG00000009197
cavia_porcellus ENSCPOG00000010026
cavia_aperea ENSCAPG00000015674
ictidomys_tridecemlineatus ENSSTOG00000004994
urocitellus_parryii ENSUPAG00010003559
marmota_marmota_marmota ENSMMMG00000015543
oryctolagus_cuniculus ENSOCUG00000012642
ochotona_princeps ENSOPRG00000001295
dasypus_novemcinctus ENSDNOG00000039192
loxodonta_africana ENSLAFG00000015017
procavia_capensis ENSPCAG00000008823
echinops_telfairi ENSETEG00000000648
ornithorhynchus_anatinus ENSOANG00000004349
xenopus_tropicalis ENSXETG00000030063
