monopterus_albus ENSMALG00000022689
scophthalmus_maximus ENSSMAG00000017737
poecilia_formosa ENSPFOG00000022063
poecilia_mexicana ENSPMEG00000015131
poecilia_reticulata ENSPREG00000014554
xiphophorus_maculatus ENSXMAG00000026691
gambusia_affinis ENSGAFG00000015310
cyprinodon_variegatus ENSCVAG00000003108
kryptolebias_marmoratus ENSKMAG00000020352
oryzias_melastigma ENSOMEG00000007809
astatotilapia_calliptera ENSACLG00000003451
maylandia_zebra ENSMZEG00005000394
haplochromis_burtoni ENSHBUG00000013742
esox_lucius ENSELUG00000003843
