mus_spicilegus ENSMSIG00000012737
mus_musculus ENSMUSG00000027927
mus_spretus MGP_SPRETEiJ_G0026199
mus_caroli MGP_CAROLIEiJ_G0025257
mus_pahari MGP_PahariEiJ_G0026701
meriones_unguiculatus ENSMUGG00000026017
chinchilla_lanigera ENSCLAG00000002877
prolemur_simus ENSPSMG00000002389
otolemur_garnettii ENSOGAG00000009172
chlorocebus_sabaeus ENSCSAG00000000051
theropithecus_gelada ENSTGEG00000018477
piliocolobus_tephrosceles ENSPTEG00000014705
gorilla_gorilla ENSGGOG00000004549
homo_sapiens ENSG00000203784
pongo_abelii ENSPPYG00000000822
callithrix_jacchus ENSCJAG00000022918
carlito_syrichta ENSTSYG00000028705
propithecus_coquereli ENSPCOG00000021890
ochotona_princeps ENSOPRG00000009302
bos_taurus ENSBTAG00000032995
bison_bison ENSBBBG00000001506
capra_hircus ENSCHIG00000001135
vicugna_pacos ENSVPAG00000009909
myotis_lucifugus ENSMLUG00000001448
ailuropoda_melanoleuca ENSAMEG00000002439
canis_lupus ENSCAFG00000028853
neovison_vison ENSNVIG00000017509
panthera_tigris ENSPTIG00000008831
panthera_pardus ENSPPRG00000012110
felis_catus ENSFCAG00000044041
