homo_sapiens ENSG00000198937
pan_troglodytes ENSPTRG00000018123
gorilla_gorilla ENSGGOG00000005657
pongo_abelii ENSPPYG00000016563
nomascus_leucogenys ENSNLEG00000011254
rhinopithecus_roxellana ENSRROG00000031779
rhinopithecus_bieti ENSRBIG00000035369
colobus_angolensis_palliatus ENSCANG00000028253
piliocolobus_tephrosceles ENSPTEG00000033329
macaca_nemestrina ENSMNEG00000035917
macaca_fascicularis ENSMFAG00000031363
macaca_mulatta ENSMMUG00000011575
cercocebus_atys ENSCATG00000037003
papio_anubis ENSPANG00000016031
mandrillus_leucophaeus ENSMLEG00000029146
theropithecus_gelada ENSTGEG00000029560
cebus_capucinus ENSCCAG00000034679
callithrix_jacchus ENSCJAG00000005622
saimiri_boliviensis_boliviensis ENSSBOG00000025453
aotus_nancymaae ENSANAG00000021207
carlito_syrichta ENSTSYG00000030312
prolemur_simus ENSPSMG00000011958
microcebus_murinus ENSMICG00000003378
propithecus_coquereli ENSPCOG00000020259
capra_hircus ENSCHIG00000020840
ovis_aries ENSOARG00000014906
capra_hircus ENSCHIG00000025846
bos_mutus ENSBMUG00000014915
bos_taurus ENSBTAG00000012069
bison_bison_bison ENSBBBG00000013062
sus_scrofa ENSSSCG00000036178
canis_lupus_dingo ENSCAFG00020007446
vulpes_vulpes ENSVVUG00000026454
neovison_vison ENSNVIG00000013589
ursus_maritimus ENSUMAG00000009563
ursus_americanus ENSUAMG00000027933
panthera_pardus ENSPPRG00000022594
panthera_tigris_altaica ENSPTIG00000020293
felis_catus ENSFCAG00000006745
myotis_lucifugus ENSMLUG00000006762
castor_canadensis ENSCCNG00000016576
dipodomys_ordii ENSDORG00000005449
cavia_porcellus ENSCPOG00000010310
cavia_aperea ENSCAPG00000012118
chinchilla_lanigera ENSCLAG00000013340
octodon_degus ENSODEG00000020378
heterocephalus_glaber_male ENSHGLG00100015427
heterocephalus_glaber_female ENSHGLG00000014009
fukomys_damarensis ENSFDAG00000008648
cricetulus_griseus_chok1gshd ENSCGRG00001018589
cricetulus_griseus_crigri ENSCGRG00000013839
mesocricetus_auratus ENSMAUG00000016348
mesocricetus_auratus ENSMAUG00000005007
peromyscus_maniculatus_bairdii ENSPEMG00000016988
microtus_ochrogaster ENSMOCG00000004746
mus_musculus ENSMUSG00000024018
mus_spicilegus ENSMSIG00000010767
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022265
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021351
mus_pahari MGP_PahariEiJ_G0023670
rattus_norvegicus ENSRNOG00000000531
meriones_unguiculatus ENSMUGG00000023827
nannospalax_galili ENSNGAG00000018716
jaculus_jaculus ENSJJAG00000000635
urocitellus_parryii ENSUPAG00010016246
ictidomys_tridecemlineatus ENSSTOG00000016548
spermophilus_dauricus ENSSDAG00000006230
