anolis_carolinensis ENSACAG00000006353
pogona_vitticeps ENSPVIG00000002531
notechis_scutatus ENSNSUG00000012827
salvator_merianae ENSSMRG00000018601
sphenodon_punctatus ENSSPUG00000003463
apteryx_haastii ENSAHAG00000000811
apteryx_rowi ENSARWG00000003449
apteryx_owenii ENSAOWG00000002413
dromaius_novaehollandiae ENSDNVG00000002560
nothoprocta_perdicaria ENSNPEG00000012988
calidris_pygmaea ENSCPGG00000019018
calidris_pugnax ENSCPUG00000000244
anser_brachyrhynchus ENSABRG00000016011
anas_platyrhynchos_platyrhynchos ENSAPLG00000012304
coturnix_japonica ENSCJPG00005007468
gallus_gallus ENSGALG00000049422
meleagris_gallopavo ENSMGAG00000009708
numida_meleagris ENSNMEG00000014830
lepidothrix_coronata ENSLCOG00000009563
manacus_vitellinus ENSMVIG00005003192
ficedula_albicollis ENSFALG00000012408
taeniopygia_guttata ENSTGUG00000003050
parus_major ENSPMJG00000013569
cyanistes_caeruleus ENSCCEG00000015421
manacus_vitellinus ENSMVIG00005005808
junco_hyemalis ENSJHYG00000009363
lonchura_striata_domestica ENSLSDG00000016848
melopsittacus_undulatus ENSMUNG00000000371
crocodylus_porosus ENSCPRG00005000494
zonotrichia_albicollis ENSZALG00000002416
zonotrichia_albicollis ENSZALG00000002415
junco_hyemalis ENSJHYG00000009360
serinus_canaria ENSSCAG00000005938
serinus_canaria ENSSCAG00000005940
lonchura_striata_domestica ENSLSDG00000016849
cyanistes_caeruleus ENSCCEG00000015422
gopherus_agassizii ENSGAGG00000006539
gopherus_agassizii ENSGAGG00000006540
chelonoidis_abingdonii ENSCABG00000015059
chrysemys_picta_bellii ENSCPBG00000010168
pelodiscus_sinensis ENSPSIG00000017967
phascolarctos_cinereus ENSPCIG00000013371
notamacropus_eugenii ENSMEUG00000007708
sarcophilus_harrisii ENSSHAG00000010413
monodelphis_domestica ENSMODG00000003042
heterocephalus_glaber_female ENSHGLG00000006406
heterocephalus_glaber_male ENSHGLG00100007086
fukomys_damarensis ENSFDAG00000015868
cavia_porcellus ENSCPOG00000034947
cavia_aperea ENSCAPG00000013249
chinchilla_lanigera ENSCLAG00000013767
octodon_degus ENSODEG00000013598
tupaia_belangeri ENSTBEG00000002717
dasypus_novemcinctus ENSDNOG00000037567
dasypus_novemcinctus ENSDNOG00000046139
choloepus_hoffmanni ENSCHOG00000010259
echinops_telfairi ENSETEG00000015701
prolemur_simus ENSPSMG00000024632
propithecus_coquereli ENSPCOG00000014411
microcebus_murinus ENSMICG00000033583
otolemur_garnettii ENSOGAG00000005803
pan_troglodytes ENSPTRG00000001962
pan_paniscus ENSPPAG00000029919
homo_sapiens ENSG00000162772
gorilla_gorilla ENSGGOG00000014206
pongo_abelii ENSPPYG00000000235
nomascus_leucogenys ENSNLEG00000002916
macaca_nemestrina ENSMNEG00000044528
macaca_fascicularis ENSMFAG00000033392
macaca_mulatta ENSMMUG00000012185
papio_anubis ENSPANG00000021687
cercocebus_atys ENSCATG00000037360
theropithecus_gelada ENSTGEG00000008187
mandrillus_leucophaeus ENSMLEG00000016166
chlorocebus_sabaeus ENSCSAG00000015405
rhinopithecus_roxellana ENSRROG00000036294
rhinopithecus_bieti ENSRBIG00000037375
colobus_angolensis_palliatus ENSCANG00000011419
piliocolobus_tephrosceles ENSPTEG00000037899
cebus_capucinus ENSCCAG00000033084
callithrix_jacchus ENSCJAG00000047183
saimiri_boliviensis_boliviensis ENSSBOG00000030879
aotus_nancymaae ENSANAG00000037037
carlito_syrichta ENSTSYG00000035219
ictidomys_tridecemlineatus ENSSTOG00000007121
marmota_marmota_marmota ENSMMMG00000000462
spermophilus_dauricus ENSSDAG00000001015
urocitellus_parryii ENSUPAG00010017228
oryctolagus_cuniculus ENSOCUG00000017424
ochotona_princeps ENSOPRG00000013252
dasypus_novemcinctus ENSDNOG00000034754
dasypus_novemcinctus ENSDNOG00000037232
dasypus_novemcinctus ENSDNOG00000044046
capra_hircus ENSCHIG00000015367
ovis_aries ENSOARG00000010493
bos_mutus ENSBMUG00000005996
bos_taurus ENSBTAG00000008545
bison_bison_bison ENSBBBG00000024444
tursiops_truncatus ENSTTRG00000013897
sus_scrofa ENSSSCG00000015595
vicugna_pacos ENSVPAG00000011563
equus_caballus ENSECAG00000011486
equus_asinus_asinus ENSEASG00005002809
ursus_americanus ENSUAMG00000003131
ursus_maritimus ENSUMAG00000018064
ailuropoda_melanoleuca ENSAMEG00000001342
mustela_putorius_furo ENSMPUG00000015864
neovison_vison ENSNVIG00000004753
canis_lupus_dingo ENSCAFG00020013925
canis_lupus_familiaris ENSCAFG00000012339
vulpes_vulpes ENSVVUG00000007910
panthera_pardus ENSPPRG00000002289
panthera_tigris_altaica ENSPTIG00000019609
felis_catus ENSFCAG00000029636
myotis_lucifugus ENSMLUG00000015048
pteropus_vampyrus ENSPVAG00000011826
dipodomys_ordii ENSDORG00000025141
dasypus_novemcinctus ENSDNOG00000044236
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015048
mus_musculus ENSMUSG00000026628
mus_spicilegus ENSMSIG00000029326
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015848
mus_pahari MGP_PahariEiJ_G0028280
rattus_norvegicus ENSRNOG00000003745
meriones_unguiculatus ENSMUGG00000005305
cricetulus_griseus_chok1gshd ENSCGRG00001013063
cricetulus_griseus_crigri ENSCGRG00000002540
cricetulus_griseus_crigri-picr ENSCGRG00015005359
mesocricetus_auratus ENSMAUG00000011123
peromyscus_maniculatus_bairdii ENSPEMG00000029759
peromyscus_maniculatus_bairdii ENSPEMG00000024914
microtus_ochrogaster ENSMOCG00000019538
nannospalax_galili ENSNGAG00000017384
jaculus_jaculus ENSJJAG00000017443
castor_canadensis ENSCCNG00000020511
spermophilus_dauricus ENSSDAG00000017539
erinaceus_europaeus ENSEEUG00000010993
sorex_araneus ENSSARG00000013923
dasypus_novemcinctus ENSDNOG00000042069
loxodonta_africana ENSLAFG00000032487
procavia_capensis ENSPCAG00000000178
ornithorhynchus_anatinus ENSOANG00000008502
xenopus_tropicalis ENSXETG00000014375
latimeria_chalumnae ENSLACG00000001315
astyanax_mexicanus ENSAMXG00000038787
pygocentrus_nattereri ENSPNAG00000028580
ictalurus_punctatus ENSIPUG00000001751
danio_rerio ENSDARG00000007823
esox_lucius ENSELUG00000023748
scleropages_formosus ENSSFOG00015014389
paramormyrops_kingsleyae ENSPKIG00000001794
xiphophorus_maculatus ENSXMAG00000026118
xiphophorus_couchianus ENSXCOG00000000427
gambusia_affinis ENSGAFG00000013770
poecilia_mexicana ENSPMEG00000001587
poecilia_latipinna ENSPLAG00000021318
poecilia_formosa ENSPFOG00000017099
poecilia_reticulata ENSPREG00000013998
cyprinodon_variegatus ENSCVAG00000021538
fundulus_heteroclitus ENSFHEG00000011790
kryptolebias_marmoratus ENSKMAG00000015125
oryzias_latipes_asm223469v1 ENSORLG00015009707
oryzias_latipes ENSORLG00000019980
oryzias_melastigma ENSOMEG00000023003
amphiprion_ocellaris ENSAOCG00000014976
amphiprion_percula ENSAPEG00000014306
acanthochromis_polyacanthus ENSAPOG00000023941
stegastes_partitus ENSSPAG00000002040
pundamilia_nyererei ENSPNYG00000001031
haplochromis_burtoni ENSHBUG00000004289
maylandia_zebra ENSMZEG00005012876
astatotilapia_calliptera ENSACLG00000006028
neolamprologus_brichardi ENSNBRG00000009042
oreochromis_niloticus ENSONIG00000018687
amphilophus_citrinellus ENSACIG00000014889
seriola_dumerili ENSSDUG00000008425
seriola_lalandi_dorsalis ENSSLDG00000007288
scophthalmus_maximus ENSSMAG00000007242
takifugu_rubripes ENSTRUG00000015975
tetraodon_nigroviridis ENSTNIG00000002524
mola_mola ENSMMOG00000015875
labrus_bergylta ENSLBEG00000005441
gasterosteus_aculeatus ENSGACG00000011997
cynoglossus_semilaevis ENSCSEG00000005819
mastacembelus_armatus ENSMAMG00000019624
monopterus_albus ENSMALG00000003998
anabas_testudineus ENSATEG00000000223
periophthalmus_magnuspinnatus ENSPMGG00000001477
hippocampus_comes ENSHCOG00000012406
gadus_morhua ENSGMOG00000016268
lepisosteus_oculatus ENSLOCG00000000814
petromyzon_marinus ENSPMAG00000006157
petromyzon_marinus ENSPMAG00000000427
eptatretus_burgeri ENSEBUG00000006239
