drosophila_melanogaster FBgn0284255
caenorhabditis_elegans WBGene00000204
chelonoidis_abingdonii ENSCABG00000001066
gopherus_agassizii ENSGAGG00000017955
pelodiscus_sinensis ENSPSIG00000002762
taeniopygia_guttata ENSTGUG00000008708
lonchura_striata ENSLSDG00000007989
serinus_canaria ENSSCAG00000005470
junco_hyemalis ENSJHYG00000003613
ficedula_albicollis ENSFALG00000012953
parus_major ENSPMJG00000004843
cyanistes_caeruleus ENSCCEG00000021742
lepidothrix_coronata ENSLCOG00000013180
calidris_pygmaea ENSCPGG00000012813
gallus_gallus ENSGALG00000006691
meleagris_gallopavo ENSMGAG00000008410
numida_meleagris ENSNMEG00000020334
coturnix_japonica ENSCJPG00005016578
melopsittacus_undulatus ENSMUNG00000002148
apteryx_haastii ENSAHAG00000007443
apteryx_owenii ENSAOWG00000018315
apteryx_rowi ENSARWG00000003789
crocodylus_porosus ENSCPRG00005016960
gopherus_agassizii ENSGAGG00000017953
gopherus_agassizii ENSGAGG00000017957
chrysemys_picta ENSCPBG00000008842
manacus_vitellinus ENSMVIG00005018042
zonotrichia_albicollis ENSZALG00000017192
anas_platyrhynchos ENSAPLG00000022762
calidris_pugnax ENSCPUG00000019826
sphenodon_punctatus ENSSPUG00000016250
phascolarctos_cinereus ENSPCIG00000021898
phascolarctos_cinereus ENSPCIG00000009890
vombatus_ursinus ENSVURG00010011003
monodelphis_domestica ENSMODG00000005136
sarcophilus_harrisii ENSSHAG00000015459
macaca_fascicularis ENSMFAG00000038887
cercocebus_atys ENSCATG00000035382
papio_anubis ENSPANG00000019859
theropithecus_gelada ENSTGEG00000020160
chlorocebus_sabaeus ENSCSAG00000010569
mandrillus_leucophaeus ENSMLEG00000037953
colobus_angolensis ENSCANG00000043109
rhinopithecus_bieti ENSRBIG00000014659
rhinopithecus_roxellana ENSRROG00000040055
colobus_angolensis ENSCANG00000030512
pan_troglodytes ENSPTRG00000039733
pan_paniscus ENSPPAG00000031179
gorilla_gorilla ENSGGOG00000025293
nomascus_leucogenys ENSNLEG00000004196
macaca_nemestrina ENSMNEG00000045138
homo_sapiens ENSG00000241553
cebus_capucinus ENSCCAG00000023012
saimiri_boliviensis ENSSBOG00000019262
aotus_nancymaae ENSANAG00000037313
aotus_nancymaae ENSANAG00000024185
cebus_capucinus ENSCCAG00000036604
carlito_syrichta ENSTSYG00000026568
propithecus_coquereli ENSPCOG00000018063
microcebus_murinus ENSMICG00000046050
prolemur_simus ENSPSMG00000009539
otolemur_garnettii ENSOGAG00000026074
dipodomys_ordii ENSDORG00000030103
ailuropoda_melanoleuca ENSAMEG00000016243
ursus_americanus ENSUAMG00000011346
neovison_vison ENSNVIG00000014919
mustela_putorius ENSMPUG00000017127
canis_lupus ENSCAFG00000023650
canis_lupus ENSCAFG00020008605
vulpes_vulpes ENSVVUG00000023742
panthera_pardus ENSPPRG00000022008
felis_catus ENSFCAG00000025643
myotis_lucifugus ENSMLUG00000025088
equus_caballus ENSECAG00000012891
equus_asinus ENSEASG00005014153
panthera_tigris ENSPTIG00000009694
sus_scrofa ENSSSCG00000011552
fukomys_damarensis ENSFDAG00000006236
piliocolobus_tephrosceles ENSPTEG00000034760
ursus_maritimus ENSUMAG00000018855
nannospalax_galili ENSNGAG00000024354
nannospalax_galili ENSNGAG00000000196
nannospalax_galili ENSNGAG00000013890
cricetulus_griseus ENSCGRG00001021554
cricetulus_griseus ENSCGRG00000018410
cricetulus_griseus ENSCGRG00015020354
mesocricetus_auratus ENSMAUG00000012798
microtus_ochrogaster ENSMOCG00000020537
peromyscus_maniculatus ENSPEMG00000000402
mus_musculus ENSMUSG00000079426
mus_caroli MGP_CAROLIEiJ_G0028723
mus_spicilegus ENSMSIG00000026788
mus_spretus MGP_SPRETEiJ_G0029751
mus_pahari MGP_PahariEiJ_G0022474
rattus_norvegicus ENSRNOG00000008994
meriones_unguiculatus ENSMUGG00000007373
jaculus_jaculus ENSJJAG00000020829
castor_canadensis ENSCCNG00000010337
marmota_marmota ENSMMMG00000009043
urocitellus_parryii ENSUPAG00010022930
ictidomys_tridecemlineatus ENSSTOG00000024608
spermophilus_dauricus ENSSDAG00000023820
heterocephalus_glaber ENSHGLG00000007365
heterocephalus_glaber ENSHGLG00100018898
chinchilla_lanigera ENSCLAG00000002816
cavia_aperea ENSCAPG00000003534
cavia_porcellus ENSCPOG00000023539
octodon_degus ENSODEG00000018185
oryctolagus_cuniculus ENSOCUG00000026353
bos_indicus ENSBIXG00000008303
bos_indicus ENSBIXG00005027950
bos_mutus ENSBMUG00000011400
bos_taurus ENSBTAG00000007964
bison_bison ENSBBBG00000018988
capra_hircus ENSCHIG00000015714
ovis_aries ENSOARG00000006145
bos_indicus ENSBIXG00005007104
bos_indicus ENSBIXG00000027859
bos_mutus ENSBMUG00000021702
bos_taurus ENSBTAG00000049385
bison_bison ENSBBBG00000023743
ovis_aries ENSOARG00000015906
dasypus_novemcinctus ENSDNOG00000042051
loxodonta_africana ENSLAFG00000025912
ornithorhynchus_anatinus ENSOANG00000012083
pogona_vitticeps ENSPVIG00000006946
anolis_carolinensis ENSACAG00000009874
notechis_scutatus ENSNSUG00000004486
salvator_merianae ENSSMRG00000016510
erpetoichthys_calabaricus ENSECRG00000022662
callorhinchus_milii ENSCMIG00000005350
callorhinchus_milii ENSCMIG00000011304
amphiprion_ocellaris ENSAOCG00000023006
amphiprion_percula ENSAPEG00000017226
