gopherus_agassizii ENSGAGG00000009891
chrysemys_picta ENSCPBG00000026816
pelodiscus_sinensis ENSPSIG00000011598
coturnix_japonica ENSCJPG00005004709
meleagris_gallopavo ENSMGAG00000014496
gallus_gallus ENSGALG00000053764
numida_meleagris ENSNMEG00000010702
anser_brachyrhynchus ENSABRG00000006264
lepidothrix_coronata ENSLCOG00000011241
manacus_vitellinus ENSMVIG00005001879
junco_hyemalis ENSJHYG00000007946
zonotrichia_albicollis ENSZALG00000016244
serinus_canaria ENSSCAG00000016570
ficedula_albicollis ENSFALG00000011939
calidris_pygmaea ENSCPGG00000016264
calidris_pugnax ENSCPUG00000012743
apteryx_haastii ENSAHAG00000004296
apteryx_rowi ENSARWG00000010062
apteryx_owenii ENSAOWG00000009323
dromaius_novaehollandiae ENSDNVG00000010179
nothoprocta_perdicaria ENSNPEG00000014924
sphenodon_punctatus ENSSPUG00000016451
mus_spretus MGP_SPRETEiJ_G0021798
mus_spicilegus ENSMSIG00000026653
mus_musculus ENSMUSG00000041134
mus_caroli MGP_CAROLIEiJ_G0020893
mus_pahari MGP_PahariEiJ_G0016597
rattus_norvegicus ENSRNOG00000001544
meriones_unguiculatus ENSMUGG00000014551
cricetulus_griseus ENSCGRG00001013581
cricetulus_griseus ENSCGRG00000018014
cricetulus_griseus ENSCGRG00015000758
mesocricetus_auratus ENSMAUG00000019681
microtus_ochrogaster ENSMOCG00000006675
peromyscus_maniculatus ENSPEMG00000028311
nannospalax_galili ENSNGAG00000019602
jaculus_jaculus ENSJJAG00000000442
castor_canadensis ENSCCNG00000015687
dipodomys_ordii ENSDORG00000006295
urocitellus_parryii ENSUPAG00010003423
ictidomys_tridecemlineatus ENSSTOG00000034039
marmota_marmota ENSMMMG00000017410
pan_paniscus ENSPPAG00000040076
pan_troglodytes ENSPTRG00000013812
homo_sapiens ENSG00000166265
gorilla_gorilla ENSGGOG00000026900
pongo_abelii ENSPPYG00000011308
nomascus_leucogenys ENSNLEG00000002745
colobus_angolensis ENSCANG00000035942
piliocolobus_tephrosceles ENSPTEG00000025648
macaca_mulatta ENSMMUG00000012107
macaca_fascicularis ENSMFAG00000003558
macaca_nemestrina ENSMNEG00000032647
mandrillus_leucophaeus ENSMLEG00000029724
cercocebus_atys ENSCATG00000032657
papio_anubis ENSPANG00000015948
theropithecus_gelada ENSTGEG00000028413
chlorocebus_sabaeus ENSCSAG00000009055
cebus_capucinus ENSCCAG00000025165
saimiri_boliviensis ENSSBOG00000031515
callithrix_jacchus ENSCJAG00000044367
aotus_nancymaae ENSANAG00000025468
carlito_syrichta ENSTSYG00000009080
microcebus_murinus ENSMICG00000032849
prolemur_simus ENSPSMG00000007543
equus_asinus ENSEASG00005008164
equus_caballus ENSECAG00000015554
ailuropoda_melanoleuca ENSAMEG00000017268
ursus_maritimus ENSUMAG00000014810
neovison_vison ENSNVIG00000003664
mustela_putorius ENSMPUG00000001009
canis_lupus ENSCAFG00000031264
canis_lupus ENSCAFG00020026325
vulpes_vulpes ENSVVUG00000024232
panthera_pardus ENSPPRG00000022995
panthera_tigris ENSPTIG00000018543
felis_catus ENSFCAG00000011117
ovis_aries ENSOARG00000014986
capra_hircus ENSCHIG00000025461
bos_indicus ENSBIXG00000026678
bos_indicus ENSBIXG00005004405
bos_taurus ENSBTAG00000050914
bison_bison ENSBBBG00000012906
tursiops_truncatus ENSTTRG00000017304
vicugna_pacos ENSVPAG00000004585
sus_scrofa ENSSSCG00000037935
pteropus_vampyrus ENSPVAG00000005875
myotis_lucifugus ENSMLUG00000027421
oryctolagus_cuniculus ENSOCUG00000014001
ochotona_princeps ENSOPRG00000009079
tupaia_belangeri ENSTBEG00000013153
erinaceus_europaeus ENSEEUG00000009368
choloepus_hoffmanni ENSCHOG00000012030
dasypus_novemcinctus ENSDNOG00000032441
heterocephalus_glaber ENSHGLG00000014970
heterocephalus_glaber ENSHGLG00100006323
fukomys_damarensis ENSFDAG00000017820
chinchilla_lanigera ENSCLAG00000013530
octodon_degus ENSODEG00000013725
cavia_porcellus ENSCPOG00000000968
cavia_aperea ENSCAPG00000017703
sorex_araneus ENSSARG00000006492
loxodonta_africana ENSLAFG00000021875
procavia_capensis ENSPCAG00000014156
echinops_telfairi ENSETEG00000006040
ornithorhynchus_anatinus ENSOANG00000015352
xenopus_tropicalis ENSXETG00000010701
anas_platyrhynchos ENSAPLG00000017984
melopsittacus_undulatus ENSMUNG00000005536
latimeria_chalumnae ENSLACG00000015215
petromyzon_marinus ENSPMAG00000008854
