latimeria_chalumnae ENSLACG00000003215
xenopus_tropicalis ENSXETG00000020505
junco_hyemalis ENSJHYG00000003727
zonotrichia_albicollis ENSZALG00000017195
serinus_canaria ENSSCAG00000005485
parus_major ENSPMJG00000004860
ficedula_albicollis ENSFALG00000012980
cyanistes_caeruleus ENSCCEG00000021739
lepidothrix_coronata ENSLCOG00000013183
lonchura_striata ENSLSDG00000007972
calidris_pygmaea ENSCPGG00000012783
gallus_gallus ENSGALG00000054572
coturnix_japonica ENSCJPG00005016582
anser_brachyrhynchus ENSABRG00000017585
anas_platyrhynchos ENSAPLG00000028414
melopsittacus_undulatus ENSMUNG00000002141
numida_meleagris ENSNMEG00000020340
coturnix_japonica ENSCJPG00005016583
apteryx_haastii ENSAHAG00000014431
apteryx_owenii ENSAOWG00000018310
crocodylus_porosus ENSCPRG00005016941
gopherus_agassizii ENSGAGG00000007505
chrysemys_picta ENSCPBG00000008818
pogona_vitticeps ENSPVIG00000006973
anolis_carolinensis ENSACAG00000008673
notechis_scutatus ENSNSUG00000001394
notechis_scutatus ENSNSUG00000001864
salvator_merianae ENSSMRG00000016497
vombatus_ursinus ENSVURG00010011073
phascolarctos_cinereus ENSPCIG00000021904
notamacropus_eugenii ENSMEUG00000011466
sarcophilus_harrisii ENSSHAG00000015693
monodelphis_domestica ENSMODG00000005265
ursus_americanus ENSUAMG00000001839
ursus_americanus ENSUAMG00000001844
ursus_maritimus ENSUMAG00000018811
ursus_maritimus ENSUMAG00000018807
ailuropoda_melanoleuca ENSAMEG00000016202
neovison_vison ENSNVIG00000014695
neovison_vison ENSNVIG00000014710
mustela_putorius ENSMPUG00000017144
canis_lupus ENSCAFG00000005254
canis_lupus ENSCAFG00020008558
vulpes_vulpes ENSVVUG00000023710
panthera_pardus ENSPPRG00000022633
panthera_tigris ENSPTIG00000021599
felis_catus ENSFCAG00000018693
equus_caballus ENSECAG00000014681
equus_asinus ENSEASG00005014169
pteropus_vampyrus ENSPVAG00000011110
myotis_lucifugus ENSMLUG00000003445
bos_indicus ENSBIXG00000008356
bos_indicus ENSBIXG00005027724
bos_taurus ENSBTAG00000010833
bos_mutus ENSBMUG00000011245
bison_bison ENSBBBG00000004781
ovis_aries ENSOARG00000005670
capra_hircus ENSCHIG00000006313
tursiops_truncatus ENSTTRG00000007548
propithecus_coquereli ENSPCOG00000020006
prolemur_simus ENSPSMG00000009642
otolemur_garnettii ENSOGAG00000011517
pan_troglodytes ENSPTRG00000014602
pan_paniscus ENSPPAG00000027902
gorilla_gorilla ENSGGOG00000012145
homo_sapiens ENSG00000163701
pongo_abelii ENSPPYG00000013673
nomascus_leucogenys ENSNLEG00000004232
cercocebus_atys ENSCATG00000035410
papio_anubis ENSPANG00000004249
macaca_fascicularis ENSMFAG00000034533
macaca_mulatta ENSMMUG00000018281
macaca_nemestrina ENSMNEG00000037804
chlorocebus_sabaeus ENSCSAG00000010454
mandrillus_leucophaeus ENSMLEG00000031426
theropithecus_gelada ENSTGEG00000019816
colobus_angolensis ENSCANG00000032900
rhinopithecus_roxellana ENSRROG00000011429
rhinopithecus_bieti ENSRBIG00000040101
piliocolobus_tephrosceles ENSPTEG00000035201
cebus_capucinus ENSCCAG00000035729
saimiri_boliviensis ENSSBOG00000035126
callithrix_jacchus ENSCJAG00000016205
aotus_nancymaae ENSANAG00000022892
urocitellus_parryii ENSUPAG00010022937
marmota_marmota ENSMMMG00000009135
ictidomys_tridecemlineatus ENSSTOG00000002153
spermophilus_dauricus ENSSDAG00000023855
castor_canadensis ENSCCNG00000009611
chinchilla_lanigera ENSCLAG00000000786
octodon_degus ENSODEG00000018313
cavia_aperea ENSCAPG00000017404
cavia_porcellus ENSCPOG00000038397
heterocephalus_glaber ENSHGLG00100012011
heterocephalus_glaber ENSHGLG00000013446
mus_spicilegus ENSMSIG00000026416
mus_spretus MGP_SPRETEiJ_G0029756
mus_musculus ENSMUSG00000043088
mus_caroli MGP_CAROLIEiJ_G0028728
mus_pahari MGP_PahariEiJ_G0022479
