apteryx_rowi ENSARWG00000000982
apteryx_haastii ENSAHAG00000003502
dromaius_novaehollandiae ENSDNVG00000002843
nothoprocta_perdicaria ENSNPEG00000013763
ornithorhynchus_anatinus ENSOANG00000031623
pelodiscus_sinensis ENSPSIG00000016349
loxodonta_africana ENSLAFG00000009905
procavia_capensis ENSPCAG00000013887
marmota_marmota ENSMMMG00000018741
oryctolagus_cuniculus ENSOCUG00000009428
erinaceus_europaeus ENSEEUG00000002717
vulpes_vulpes ENSVVUG00000005711
canis_lupus ENSCAFG00020027569
ailuropoda_melanoleuca ENSAMEG00000000252
panthera_pardus ENSPPRG00000023437
panthera_tigris ENSPTIG00000007670
felis_catus ENSFCAG00000040897
equus_caballus ENSECAG00000035439
equus_asinus ENSEASG00005003965
bos_mutus ENSBMUG00000005356
bos_taurus ENSBTAG00000000905
bison_bison ENSBBBG00000001139
capra_hircus ENSCHIG00000016452
tursiops_truncatus ENSTTRG00000007810
mus_spretus MGP_SPRETEiJ_G0033730
mus_spicilegus ENSMSIG00000013061
mus_musculus ENSMUSG00000032549
mus_caroli MGP_CAROLIEiJ_G0032585
mus_pahari MGP_PahariEiJ_G0015453
rattus_norvegicus ENSRNOG00000009198
meriones_unguiculatus ENSMUGG00000021766
peromyscus_maniculatus ENSPEMG00000027950
microtus_ochrogaster ENSMOCG00000001455
cricetulus_griseus ENSCGRG00015006972
cricetulus_griseus ENSCGRG00001013041
mesocricetus_auratus ENSMAUG00000019333
nannospalax_galili ENSNGAG00000020441
castor_canadensis ENSCCNG00000029695
chinchilla_lanigera ENSCLAG00000002621
octodon_degus ENSODEG00000018232
octodon_degus ENSODEG00000012159
cavia_porcellus ENSCPOG00000038813
cavia_aperea ENSCAPG00000013370
heterocephalus_glaber ENSHGLG00000016898
heterocephalus_glaber ENSHGLG00100016679
fukomys_damarensis ENSFDAG00000005525
urocitellus_parryii ENSUPAG00010021557
spermophilus_dauricus ENSSDAG00000011235
ictidomys_tridecemlineatus ENSSTOG00000014123
ochotona_princeps ENSOPRG00000001164
dipodomys_ordii ENSDORG00000026441
microcebus_murinus ENSMICG00000049590
prolemur_simus ENSPSMG00000025951
propithecus_coquereli ENSPCOG00000018146
otolemur_garnettii ENSOGAG00000005245
homo_sapiens ENSG00000154917
gorilla_gorilla ENSGGOG00000028342
pan_troglodytes ENSPTRG00000048374
pan_paniscus ENSPPAG00000042439
pongo_abelii ENSPPYG00000014116
nomascus_leucogenys ENSNLEG00000003675
rhinopithecus_bieti ENSRBIG00000031164
rhinopithecus_roxellana ENSRROG00000030454
colobus_angolensis ENSCANG00000029838
piliocolobus_tephrosceles ENSPTEG00000038152
macaca_mulatta ENSMMUG00000008919
macaca_nemestrina ENSMNEG00000037540
macaca_fascicularis ENSMFAG00000032149
theropithecus_gelada ENSTGEG00000013719
cercocebus_atys ENSCATG00000041263
chlorocebus_sabaeus ENSCSAG00000010704
mandrillus_leucophaeus ENSMLEG00000039493
papio_anubis ENSPANG00000009221
cebus_capucinus ENSCCAG00000035269
callithrix_jacchus ENSCJAG00000002826
saimiri_boliviensis ENSSBOG00000032178
aotus_nancymaae ENSANAG00000017472
neovison_vison ENSNVIG00000018136
canis_lupus ENSCAFG00000029052
ursus_maritimus ENSUMAG00000015778
pteropus_vampyrus ENSPVAG00000011320
myotis_lucifugus ENSMLUG00000005346
bos_indicus ENSBIXG00000026684
bos_indicus ENSBIXG00005025704
carlito_syrichta ENSTSYG00000037026
jaculus_jaculus ENSJJAG00000022556
choloepus_hoffmanni ENSCHOG00000007474
ovis_aries ENSOARG00000008380
sus_scrofa ENSSSCG00000036503
mustela_putorius ENSMPUG00000009632
ursus_americanus ENSUAMG00000018138
dasypus_novemcinctus ENSDNOG00000004610
cricetulus_griseus ENSCGRG00000013854
echinops_telfairi ENSETEG00000019571
phascolarctos_cinereus ENSPCIG00000010292
notamacropus_eugenii ENSMEUG00000006099
vombatus_ursinus ENSVURG00010007994
sarcophilus_harrisii ENSSHAG00000014254
monodelphis_domestica ENSMODG00000018494
tetraodon_nigroviridis ENSTNIG00000015257
takifugu_rubripes ENSTRUG00000004881
gouania_willdenowi ENSGWIG00000013582
periophthalmus_magnuspinnatus ENSPMGG00000015233
fundulus_heteroclitus ENSFHEG00000022524
cyprinodon_variegatus ENSCVAG00000004751
xiphophorus_maculatus ENSXMAG00000015903
xiphophorus_couchianus ENSXCOG00000002232
gambusia_affinis ENSGAFG00000010916
poecilia_formosa ENSPFOG00000007674
poecilia_latipinna ENSPLAG00000019707
poecilia_mexicana ENSPMEG00000021872
poecilia_reticulata ENSPREG00000002640
kryptolebias_marmoratus ENSKMAG00000011278
oryzias_latipes ENSORLG00000016290
oryzias_latipes ENSORLG00015013537
oryzias_latipes ENSORLG00020013337
oryzias_melastigma ENSOMEG00000023625
cynoglossus_semilaevis ENSCSEG00000016556
mola_mola ENSMMOG00000018976
labrus_bergylta ENSLBEG00000019372
amphiprion_ocellaris ENSAOCG00000011103
stegastes_partitus ENSSPAG00000009276
seriola_dumerili ENSSDUG00000009251
mastacembelus_armatus ENSMAMG00000012233
amphiprion_percula ENSAPEG00000007731
amphilophus_citrinellus ENSACIG00000014094
seriola_lalandi ENSSLDG00000012474
anabas_testudineus ENSATEG00000011879
maylandia_zebra ENSMZEG00005025464
astatotilapia_calliptera ENSACLG00000026487
pundamilia_nyererei ENSPNYG00000010861
neolamprologus_brichardi ENSNBRG00000015905
oreochromis_niloticus ENSONIG00000009886
haplochromis_burtoni ENSHBUG00000003230
monopterus_albus ENSMALG00000017417
betta_splendens ENSBSLG00000012836
scophthalmus_maximus ENSSMAG00000000335
cottoperca_gobio ENSCGOG00000016171
acanthochromis_polyacanthus ENSAPOG00000014397
parambassis_ranga ENSPRNG00000018442
lates_calcarifer ENSLCAG00010013475
larimichthys_crocea ENSLCRG00005022934
gasterosteus_aculeatus ENSGACG00000013721
hippocampus_comes ENSHCOG00000013130
gadus_morhua ENSGMOG00000009471
hucho_hucho ENSHHUG00000042238
hucho_hucho ENSHHUG00000036693
esox_lucius ENSELUG00000022470
gopherus_agassizii ENSGAGG00000022371
chelonoidis_abingdonii ENSCABG00000006439
chrysemys_picta ENSCPBG00000021406
crocodylus_porosus ENSCPRG00005009489
pogona_vitticeps ENSPVIG00000013787
notechis_scutatus ENSNSUG00000013437
salvator_merianae ENSSMRG00000022158
erpetoichthys_calabaricus ENSECRG00000007545
callorhinchus_milii ENSCMIG00000011185
eptatretus_burgeri ENSEBUG00000016580
pygocentrus_nattereri ENSPNAG00000005519
