pan_paniscus ENSPPAG00000029013
pan_troglodytes ENSPTRG00000051796
homo_sapiens ENSG00000277481
gorilla_gorilla ENSGGOG00000007972
pongo_abelii ENSPPYG00000007521
nomascus_leucogenys ENSNLEG00000005720
cercocebus_atys ENSCATG00000029250
mandrillus_leucophaeus ENSMLEG00000037167
papio_anubis ENSPANG00000006310
theropithecus_gelada ENSTGEG00000010780
macaca_fascicularis ENSMFAG00000043491
macaca_mulatta ENSMMUG00000016717
macaca_nemestrina ENSMNEG00000029203
chlorocebus_sabaeus ENSCSAG00000004256
colobus_angolensis_palliatus ENSCANG00000033286
piliocolobus_tephrosceles ENSPTEG00000007348
rhinopithecus_bieti ENSRBIG00000035952
rhinopithecus_roxellana ENSRROG00000004686
cebus_capucinus ENSCCAG00000029123
saimiri_boliviensis_boliviensis ENSSBOG00000020403
callithrix_jacchus ENSCJAG00000015072
aotus_nancymaae ENSANAG00000027705
propithecus_coquereli ENSPCOG00000015592
microcebus_murinus ENSMICG00000011328
prolemur_simus ENSPSMG00000006527
tupaia_belangeri ENSTBEG00000011940
ovis_aries ENSOARG00000003787
capra_hircus ENSCHIG00000022103
bos_mutus ENSBMUG00000000962
bos_taurus ENSBTAG00000019884
bison_bison_bison ENSBBBG00000004292
tursiops_truncatus ENSTTRG00000001902
vicugna_pacos ENSVPAG00000002916
pteropus_vampyrus ENSPVAG00000010252
canis_lupus_dingo ENSCAFG00020020752
canis_lupus_familiaris ENSCAFG00000020217
vulpes_vulpes ENSVVUG00000017535
ursus_americanus ENSUAMG00000020411
equus_caballus ENSECAG00000014462
erinaceus_europaeus ENSEEUG00000014847
sorex_araneus ENSSARG00000006724
procavia_capensis ENSPCAG00000008139
cricetulus_griseus_chok1gshd ENSCGRG00001023884
cricetulus_griseus_crigri ENSCGRG00000014024
cricetulus_griseus_crigri-picr ENSCGRG00015010357
mesocricetus_auratus ENSMAUG00000001313
peromyscus_maniculatus_bairdii ENSPEMG00000009921
microtus_ochrogaster ENSMOCG00000021954
mus_musculus ENSMUSG00000048827
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031545
mus_spicilegus ENSMSIG00000017689
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032663
mus_pahari MGP_PahariEiJ_G0023145
rattus_norvegicus ENSRNOG00000052310
nannospalax_galili ENSNGAG00000017719
jaculus_jaculus ENSJJAG00000019074
castor_canadensis ENSCCNG00000027110
mustela_putorius_furo ENSMPUG00000007852
loxodonta_africana ENSLAFG00000016325
oryctolagus_cuniculus ENSOCUG00000009030
ochotona_princeps ENSOPRG00000001358
notamacropus_eugenii ENSMEUG00000010885
sarcophilus_harrisii ENSSHAG00000017007
monodelphis_domestica ENSMODG00000002465
ornithorhynchus_anatinus ENSOANG00000008193
sphenodon_punctatus ENSSPUG00000005406
sphenodon_punctatus ENSSPUG00000005397
anolis_carolinensis ENSACAG00000008055
gopherus_agassizii ENSGAGG00000004700
chelonoidis_abingdonii ENSCABG00000016784
chrysemys_picta_bellii ENSCPBG00000027005
