eptatretus_burgeri ENSEBUG00000007997
petromyzon_marinus ENSPMAG00000000235
petromyzon_marinus ENSPMAG00000000297
astyanax_mexicanus ENSAMXG00000032438
astyanax_mexicanus ENSAMXG00005006647
pygocentrus_nattereri ENSPNAG00000005830
electrophorus_electricus ENSEEEG00000009908
ictalurus_punctatus ENSIPUG00000017475
danio_rerio ENSDARG00000037846
denticeps_clupeoides ENSDCDG00000004167
hucho_hucho ENSHHUG00000008934
hucho_hucho ENSHHUG00000002881
esox_lucius ENSELUG00000011006
clupea_harengus ENSCHAG00000024166
takifugu_rubripes ENSTRUG00000006292
tetraodon_nigroviridis ENSTNIG00000005840
labrus_bergylta ENSLBEG00000020133
poecilia_formosa ENSPFOG00000010955
poecilia_latipinna ENSPLAG00000013007
poecilia_mexicana ENSPMEG00000000041
poecilia_reticulata ENSPREG00000005064
xiphophorus_maculatus ENSXMAG00000003296
gambusia_affinis ENSGAFG00000010717
cyprinodon_variegatus ENSCVAG00000005484
fundulus_heteroclitus ENSFHEG00000002018
kryptolebias_marmoratus ENSKMAG00000000817
mola_mola ENSMMOG00000010853
larimichthys_crocea ENSLCRG00005003043
cynoglossus_semilaevis ENSCSEG00000018745
mastacembelus_armatus ENSMAMG00000013094
oryzias_latipes ENSORLG00015019505
oryzias_latipes ENSORLG00020004480
oryzias_latipes ENSORLG00000018474
oryzias_melastigma ENSOMEG00000016232
stegastes_partitus ENSSPAG00000006955
acanthochromis_polyacanthus ENSAPOG00000015247
amphiprion_percula ENSAPEG00000023409
amphiprion_ocellaris ENSAOCG00000000269
seriola_lalandi ENSSLDG00000010714
seriola_dumerili ENSSDUG00000022969
anabas_testudineus ENSATEG00000021014
astatotilapia_calliptera ENSACLG00000011116
maylandia_zebra ENSMZEG00005026817
pundamilia_nyererei ENSPNYG00000005225
haplochromis_burtoni ENSHBUG00000014620
neolamprologus_brichardi ENSNBRG00000010862
oreochromis_niloticus ENSONIG00000014713
amphilophus_citrinellus ENSACIG00000000342
parambassis_ranga ENSPRNG00000010608
lates_calcarifer ENSLCAG00010027332
scophthalmus_maximus ENSSMAG00000015756
monopterus_albus ENSMALG00000017012
betta_splendens ENSBSLG00000020426
gasterosteus_aculeatus ENSGACG00000000521
cottoperca_gobio ENSCGOG00000001423
hippocampus_comes ENSHCOG00000005368
