ursus_maritimus ENSUMAG00000024636
ailuropoda_melanoleuca ENSAMEG00000003743
mustela_putorius_furo ENSMPUG00000007525
neovison_vison ENSNVIG00000012265
vulpes_vulpes ENSVVUG00000007149
canis_lupus_dingo ENSCAFG00020015502
felis_catus ENSFCAG00000005637
capra_hircus ENSCHIG00000017031
ovis_aries ENSOARG00000001445
bos_taurus ENSBTAG00000044157
bos_mutus ENSBMUG00000006773
equus_caballus ENSECAG00000014099
equus_asinus_asinus ENSEASG00005020790
pteropus_vampyrus ENSPVAG00000007307
castor_canadensis ENSCCNG00000029023
castor_canadensis ENSCCNG00000021942
chinchilla_lanigera ENSCLAG00000000763
castor_canadensis ENSCCNG00000029025
cricetulus_griseus_chok1gshd ENSCGRG00001003270
cricetulus_griseus_crigri-picr ENSCGRG00015027445
mesocricetus_auratus ENSMAUG00000008250
microtus_ochrogaster ENSMOCG00000019215
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030179
mus_spicilegus ENSMSIG00000002061
mus_musculus ENSMUSG00000092518
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029126
mus_pahari MGP_PahariEiJ_G0020995
rattus_norvegicus ENSRNOG00000033173
meriones_unguiculatus ENSMUGG00000016903
jaculus_jaculus ENSJJAG00000018518
spermophilus_dauricus ENSSDAG00000007585
ochotona_princeps ENSOPRG00000000454
pan_paniscus ENSPPAG00000019150
pan_troglodytes ENSPTRG00000011501
gorilla_gorilla ENSGGOG00000001360
homo_sapiens ENSG00000180043
homo_sapiens ENSG00000267706
pongo_abelii ENSPPYG00000010414
nomascus_leucogenys ENSNLEG00000032401
rhinopithecus_bieti ENSRBIG00000036499
rhinopithecus_roxellana ENSRROG00000043821
colobus_angolensis_palliatus ENSCANG00000039146
macaca_fascicularis ENSMFAG00000044642
macaca_mulatta ENSMMUG00000038354
macaca_nemestrina ENSMNEG00000034625
papio_anubis ENSPANG00000011354
mandrillus_leucophaeus ENSMLEG00000035209
cercocebus_atys ENSCATG00000040805
cebus_capucinus ENSCCAG00000031376
callithrix_jacchus ENSCJAG00000000853
carlito_syrichta ENSTSYG00000026621
prolemur_simus ENSPSMG00000007668
microcebus_murinus ENSMICG00000016719
propithecus_coquereli ENSPCOG00000024599
otolemur_garnettii ENSOGAG00000003918
procavia_capensis ENSPCAG00000012619
loxodonta_africana ENSLAFG00000027071
dasypus_novemcinctus ENSDNOG00000041607
notechis_scutatus ENSNSUG00000000301
