paramormyrops_kingsleyae ENSPKIG00000009594
scleropages_formosus ENSSFOG00015018785
poecilia_formosa ENSPFOG00000002433
poecilia_latipinna ENSPLAG00000023971
poecilia_mexicana ENSPMEG00000021263
poecilia_reticulata ENSPREG00000018403
xiphophorus_maculatus ENSXMAG00000025067
gambusia_affinis ENSGAFG00000013187
fundulus_heteroclitus ENSFHEG00000005642
cyprinodon_variegatus ENSCVAG00000007328
kryptolebias_marmoratus ENSKMAG00000016367
oryzias_latipes ENSORLG00000024248
oryzias_latipes ENSORLG00020019224
oryzias_latipes_asm223469v1 ENSORLG00015006154
oryzias_melastigma ENSOMEG00000001180
hippocampus_comes ENSHCOG00000008171
scophthalmus_maximus ENSSMAG00000016824
takifugu_rubripes ENSTRUG00000023456
amphiprion_percula ENSAPEG00000004026
acanthochromis_polyacanthus ENSAPOG00000009801
stegastes_partitus ENSSPAG00000016518
maylandia_zebra ENSMZEG00005028146
maylandia_zebra ENSMZEG00005005117
astatotilapia_calliptera ENSACLG00000005072
pundamilia_nyererei ENSPNYG00000003492
haplochromis_burtoni ENSHBUG00000014521
neolamprologus_brichardi ENSNBRG00000019022
oreochromis_niloticus ENSONIG00000021423
amphilophus_citrinellus ENSACIG00000024268
labrus_bergylta ENSLBEG00000024344
gasterosteus_aculeatus ENSGACG00000002174
monopterus_albus ENSMALG00000021267
mastacembelus_armatus ENSMAMG00000007698
anabas_testudineus ENSATEG00000005264
seriola_dumerili ENSSDUG00000021914
seriola_lalandi_dorsalis ENSSLDG00000018076
mola_mola ENSMMOG00000007213
cynoglossus_semilaevis ENSCSEG00000016598
amphiprion_ocellaris ENSAOCG00000002094
xiphophorus_couchianus ENSXCOG00000002510
periophthalmus_magnuspinnatus ENSPMGG00000019501
gadus_morhua ENSGMOG00000000216
esox_lucius ENSELUG00000013835
pygocentrus_nattereri ENSPNAG00000011546
astyanax_mexicanus ENSAMXG00000010935
ictalurus_punctatus ENSIPUG00000018388
danio_rerio ENSDARG00000062289
lepisosteus_oculatus ENSLOCG00000016636
anolis_carolinensis ENSACAG00000002393
pogona_vitticeps ENSPVIG00000020705
notechis_scutatus ENSNSUG00000017937
salvator_merianae ENSSMRG00000021872
sphenodon_punctatus ENSSPUG00000015777
coturnix_japonica ENSCJPG00005019928
meleagris_gallopavo ENSMGAG00000011809
gallus_gallus ENSGALG00000031763
numida_meleagris ENSNMEG00000017087
anser_brachyrhynchus ENSABRG00000013019
anas_platyrhynchos_platyrhynchos ENSAPLG00000023427
cyanistes_caeruleus ENSCCEG00000006071
parus_major ENSPMJG00000004133
ficedula_albicollis ENSFALG00000013493
lonchura_striata_domestica ENSLSDG00000015176
taeniopygia_guttata ENSTGUG00000010389
serinus_canaria ENSSCAG00000004341
zonotrichia_albicollis ENSZALG00000014317
junco_hyemalis ENSJHYG00000009594
lepidothrix_coronata ENSLCOG00000009510
manacus_vitellinus ENSMVIG00005012180
melopsittacus_undulatus ENSMUNG00000016799
calidris_pugnax ENSCPUG00000011739
calidris_pygmaea ENSCPGG00000002400
apteryx_haastii ENSAHAG00000015692
apteryx_owenii ENSAOWG00000015015
apteryx_rowi ENSARWG00000014941
dromaius_novaehollandiae ENSDNVG00000015796
nothoprocta_perdicaria ENSNPEG00000004122
crocodylus_porosus ENSCPRG00005016553
gopherus_agassizii ENSGAGG00000018707
chelonoidis_abingdonii ENSCABG00000009841
chrysemys_picta_bellii ENSCPBG00000004246
pelodiscus_sinensis ENSPSIG00000008940
xenopus_tropicalis ENSXETG00000032415
