anolis_carolinensis ENSACAG00000016479
pogona_vitticeps ENSPVIG00000020881
notechis_scutatus ENSNSUG00000004958
salvator_merianae ENSSMRG00000011362
sphenodon_punctatus ENSSPUG00000012361
apteryx_owenii ENSAOWG00000008612
apteryx_rowi ENSARWG00000000136
apteryx_haastii ENSAHAG00000013772
dromaius_novaehollandiae ENSDNVG00000017610
nothoprocta_perdicaria ENSNPEG00000008511
meleagris_gallopavo ENSMGAG00000006378
coturnix_japonica ENSCJPG00005006780
gallus_gallus ENSGALG00000004657
numida_meleagris ENSNMEG00000017433
anser_brachyrhynchus ENSABRG00000018439
anas_platyrhynchos_platyrhynchos ENSAPLG00000008803
parus_major ENSPMJG00000006063
junco_hyemalis ENSJHYG00000004439
cyanistes_caeruleus ENSCCEG00000008682
zonotrichia_albicollis ENSZALG00000012121
ficedula_albicollis ENSFALG00000010113
lonchura_striata_domestica ENSLSDG00000008956
taeniopygia_guttata ENSTGUG00000002320
serinus_canaria ENSSCAG00000003128
lepidothrix_coronata ENSLCOG00000009394
manacus_vitellinus ENSMVIG00005004748
calidris_pygmaea ENSCPGG00000008204
calidris_pugnax ENSCPUG00000018106
melopsittacus_undulatus ENSMUNG00000016244
crocodylus_porosus ENSCPRG00005014718
gopherus_agassizii ENSGAGG00000001740
chelonoidis_abingdonii ENSCABG00000017267
chrysemys_picta_bellii ENSCPBG00000021991
pelodiscus_sinensis ENSPSIG00000006095
phascolarctos_cinereus ENSPCIG00000015674
sarcophilus_harrisii ENSSHAG00000010605
monodelphis_domestica ENSMODG00000011053
pteropus_vampyrus ENSPVAG00000001945
myotis_lucifugus ENSMLUG00000012682
equus_asinus_asinus ENSEASG00005017800
equus_caballus ENSECAG00000011143
capra_hircus ENSCHIG00000013523
ovis_aries ENSOARG00000001194
bos_mutus ENSBMUG00000001142
bos_taurus ENSBTAG00000007223
bison_bison_bison ENSBBBG00000021944
sus_scrofa ENSSSCG00000025667
tursiops_truncatus ENSTTRG00000010073
ursus_americanus ENSUAMG00000019149
ailuropoda_melanoleuca ENSAMEG00000009675
canis_lupus_familiaris ENSCAFG00000016590
canis_lupus_dingo ENSCAFG00020008431
mustela_putorius_furo ENSMPUG00000016421
neovison_vison ENSNVIG00000008127
felis_catus ENSFCAG00000041279
panthera_pardus ENSPPRG00000015769
propithecus_coquereli ENSPCOG00000023453
prolemur_simus ENSPSMG00000024618
microcebus_murinus ENSMICG00000044082
otolemur_garnettii ENSOGAG00000012077
pan_troglodytes ENSPTRG00000000146
pan_paniscus ENSPPAG00000039179
homo_sapiens ENSG00000116661
gorilla_gorilla ENSGGOG00000002095
pongo_abelii ENSPPYG00000001888
nomascus_leucogenys ENSNLEG00000009619
theropithecus_gelada ENSTGEG00000020155
papio_anubis ENSPANG00000018131
cercocebus_atys ENSCATG00000041672
macaca_mulatta ENSMMUG00000002261
macaca_nemestrina ENSMNEG00000041597
macaca_fascicularis ENSMFAG00000030052
mandrillus_leucophaeus ENSMLEG00000024227
chlorocebus_sabaeus ENSCSAG00000000794
colobus_angolensis_palliatus ENSCANG00000028056
piliocolobus_tephrosceles ENSPTEG00000032759
rhinopithecus_bieti ENSRBIG00000038756
rhinopithecus_roxellana ENSRROG00000038515
saimiri_boliviensis_boliviensis ENSSBOG00000024844
callithrix_jacchus ENSCJAG00000013230
cebus_capucinus ENSCCAG00000021914
aotus_nancymaae ENSANAG00000037782
tupaia_belangeri ENSTBEG00000003893
heterocephalus_glaber_female ENSHGLG00000009776
heterocephalus_glaber_male ENSHGLG00100013620
fukomys_damarensis ENSFDAG00000008080
chinchilla_lanigera ENSCLAG00000006915
cavia_porcellus ENSCPOG00000012611
octodon_degus ENSODEG00000014000
dipodomys_ordii ENSDORG00000008096
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027790
mus_spicilegus ENSMSIG00000011541
mus_musculus ENSMUSG00000041556
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026797
mus_pahari MGP_PahariEiJ_G0029145
rattus_norvegicus ENSRNOG00000009409
meriones_unguiculatus ENSMUGG00000016452
cricetulus_griseus_chok1gshd ENSCGRG00001024819
cricetulus_griseus_crigri ENSCGRG00000005805
cricetulus_griseus_crigri-picr ENSCGRG00015002507
mesocricetus_auratus ENSMAUG00000018402
microtus_ochrogaster ENSMOCG00000009707
peromyscus_maniculatus_bairdii ENSPEMG00000011586
nannospalax_galili ENSNGAG00000021160
jaculus_jaculus ENSJJAG00000016652
marmota_marmota_marmota ENSMMMG00000016755
urocitellus_parryii ENSUPAG00010003569
ictidomys_tridecemlineatus ENSSTOG00000025486
ochotona_princeps ENSOPRG00000012239
vulpes_vulpes ENSVVUG00000028451
erinaceus_europaeus ENSEEUG00000011225
castor_canadensis ENSCCNG00000025278
dasypus_novemcinctus ENSDNOG00000023756
procavia_capensis ENSPCAG00000015638
loxodonta_africana ENSLAFG00000016243
echinops_telfairi ENSETEG00000000055
ornithorhynchus_anatinus ENSOANG00000011289
latimeria_chalumnae ENSLACG00000005805
oryzias_latipes ENSORLG00020002557
oryzias_latipes_asm223469v1 ENSORLG00015019403
oryzias_latipes ENSORLG00000011982
oryzias_melastigma ENSOMEG00000001104
oryzias_melastigma ENSOMEG00000001102
scophthalmus_maximus ENSSMAG00000017735
cynoglossus_semilaevis ENSCSEG00000008134
seriola_dumerili ENSSDUG00000010359
seriola_lalandi_dorsalis ENSSLDG00000015099
fundulus_heteroclitus ENSFHEG00000016511
cyprinodon_variegatus ENSCVAG00000006944
poecilia_formosa ENSPFOG00000004415
poecilia_latipinna ENSPLAG00000003476
poecilia_mexicana ENSPMEG00000007475
poecilia_reticulata ENSPREG00000017906
xiphophorus_couchianus ENSXCOG00000020354
xiphophorus_maculatus ENSXMAG00000028466
gambusia_affinis ENSGAFG00000016108
kryptolebias_marmoratus ENSKMAG00000018221
astatotilapia_calliptera ENSACLG00000024705
maylandia_zebra ENSMZEG00005007887
pundamilia_nyererei ENSPNYG00000005518
haplochromis_burtoni ENSHBUG00000006184
neolamprologus_brichardi ENSNBRG00000015074
oreochromis_niloticus ENSONIG00000020238
amphilophus_citrinellus ENSACIG00000019627
amphiprion_ocellaris ENSAOCG00000007838
amphiprion_percula ENSAPEG00000015443
acanthochromis_polyacanthus ENSAPOG00000024022
stegastes_partitus ENSSPAG00000010945
tetraodon_nigroviridis ENSTNIG00000004388
takifugu_rubripes ENSTRUG00000020744
mola_mola ENSMMOG00000010053
labrus_bergylta ENSLBEG00000010029
gasterosteus_aculeatus ENSGACG00000011321
monopterus_albus ENSMALG00000010469
gadus_morhua ENSGMOG00000017286
esox_lucius ENSELUG00000012321
esox_lucius ENSELUG00000001429
pygocentrus_nattereri ENSPNAG00000001471
astyanax_mexicanus ENSAMXG00000031920
danio_rerio ENSDARG00000099306
scleropages_formosus ENSSFOG00015002037
