apteryx_rowi ENSARWG00000008705
apteryx_owenii ENSAOWG00000002074
dromaius_novaehollandiae ENSDNVG00000018351
nothoprocta_perdicaria ENSNPEG00000000751
lepidothrix_coronata ENSLCOG00000016378
manacus_vitellinus ENSMVIG00005018234
junco_hyemalis ENSJHYG00000002570
zonotrichia_albicollis ENSZALG00000017617
serinus_canaria ENSSCAG00000015695
taeniopygia_guttata ENSTGUG00000007922
taeniopygia_guttata ENSTGUG00000014509
lonchura_striata_domestica ENSLSDG00000013672
cyanistes_caeruleus ENSCCEG00000024001
parus_major ENSPMJG00000018742
ficedula_albicollis ENSFALG00000000918
melopsittacus_undulatus ENSMUNG00000008468
calidris_pygmaea ENSCPGG00000010482
calidris_pugnax ENSCPUG00000004375
meleagris_gallopavo ENSMGAG00000010359
gallus_gallus ENSGALG00000044224
coturnix_japonica ENSCJPG00005018013
numida_meleagris ENSNMEG00000022536
anser_brachyrhynchus ENSABRG00000023176
anas_platyrhynchos_platyrhynchos ENSAPLG00000006323
crocodylus_porosus ENSCPRG00005015670
gopherus_agassizii ENSGAGG00000007818
chelonoidis_abingdonii ENSCABG00000007114
chrysemys_picta_bellii ENSCPBG00000006534
pelodiscus_sinensis ENSPSIG00000002257
pogona_vitticeps ENSPVIG00000025192
anolis_carolinensis ENSACAG00000017049
notechis_scutatus ENSNSUG00000014085
salvator_merianae ENSSMRG00000010982
sphenodon_punctatus ENSSPUG00000012160
