caenorhabditis_elegans_strain_n2 WBGene00000763
drosophila_melanogaster FBgn0032922
pogona_vitticeps ENSPVIG00000001776
anolis_carolinensis ENSACAG00000010498
notechis_scutatus ENSNSUG00000017880
salvator_merianae ENSSMRG00000013355
sphenodon_punctatus ENSSPUG00000002262
lepidothrix_coronata ENSLCOG00000011785
manacus_vitellinus ENSMVIG00005001360
taeniopygia_guttata ENSTGUG00000012290
lonchura_striata_domestica ENSLSDG00000013114
junco_hyemalis ENSJHYG00000001890
zonotrichia_albicollis ENSZALG00000006591
serinus_canaria ENSSCAG00000001250
cyanistes_caeruleus ENSCCEG00000015931
parus_major ENSPMJG00000000809
ficedula_albicollis ENSFALG00000009623
melopsittacus_undulatus ENSMUNG00000014952
calidris_pygmaea ENSCPGG00000015887
calidris_pugnax ENSCPUG00000009510
anser_brachyrhynchus ENSABRG00000002674
anas_platyrhynchos_platyrhynchos ENSAPLG00000006613
gallus_gallus ENSGALG00000015486
meleagris_gallopavo ENSMGAG00000013560
coturnix_japonica ENSCJPG00005000085
numida_meleagris ENSNMEG00000008820
dromaius_novaehollandiae ENSDNVG00000004731
nothoprocta_perdicaria ENSNPEG00000010370
apteryx_haastii ENSAHAG00000005126
apteryx_owenii ENSAOWG00000005376
apteryx_rowi ENSARWG00000012257
crocodylus_porosus ENSCPRG00005000207
chelonoidis_abingdonii ENSCABG00000001210
gopherus_agassizii ENSGAGG00000024849
chrysemys_picta_bellii ENSCPBG00000003600
pelodiscus_sinensis ENSPSIG00000002536
phascolarctos_cinereus ENSPCIG00000000455
notamacropus_eugenii ENSMEUG00000003625
sarcophilus_harrisii ENSSHAG00000011955
monodelphis_domestica ENSMODG00000018116
pan_paniscus ENSPPAG00000000909
pan_troglodytes ENSPTRG00000018441
homo_sapiens ENSG00000132423
gorilla_gorilla ENSGGOG00000006696
pongo_abelii ENSPPYG00000016863
nomascus_leucogenys ENSNLEG00000013664
rhinopithecus_roxellana ENSRROG00000037009
rhinopithecus_bieti ENSRBIG00000026935
piliocolobus_tephrosceles ENSPTEG00000006445
papio_anubis ENSPANG00000020865
cercocebus_atys ENSCATG00000009558
mandrillus_leucophaeus ENSMLEG00000031892
macaca_fascicularis ENSMFAG00000034338
macaca_mulatta ENSMMUG00000005924
macaca_nemestrina ENSMNEG00000030450
theropithecus_gelada ENSTGEG00000021822
colobus_angolensis_palliatus ENSCANG00000034926
chlorocebus_sabaeus ENSCSAG00000014581
cebus_capucinus ENSCCAG00000025442
callithrix_jacchus ENSCJAG00000001326
saimiri_boliviensis_boliviensis ENSSBOG00000020418
aotus_nancymaae ENSANAG00000029640
carlito_syrichta ENSTSYG00000009149
prolemur_simus ENSPSMG00000008396
propithecus_coquereli ENSPCOG00000005473
microcebus_murinus ENSMICG00000006818
otolemur_garnettii ENSOGAG00000015139
tupaia_belangeri ENSTBEG00000017102
mus_spicilegus ENSMSIG00000010952
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026797
mus_musculus ENSMUSG00000028247
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025848
mus_pahari MGP_PahariEiJ_G0023971
rattus_norvegicus ENSRNOG00000009974
meriones_unguiculatus ENSMUGG00000022169
peromyscus_maniculatus_bairdii ENSPEMG00000002775
microtus_ochrogaster ENSMOCG00000014486
cricetulus_griseus_crigri-picr ENSCGRG00015009949
cricetulus_griseus_crigri ENSCGRG00000007329
cricetulus_griseus_chok1gshd ENSCGRG00001007261
mesocricetus_auratus ENSMAUG00000013286
nannospalax_galili ENSNGAG00000018739
jaculus_jaculus ENSJJAG00000021880
castor_canadensis ENSCCNG00000015257
dipodomys_ordii ENSDORG00000023456
ictidomys_tridecemlineatus ENSSTOG00000016562
spermophilus_dauricus ENSSDAG00000001133
urocitellus_parryii ENSUPAG00010010251
marmota_marmota_marmota ENSMMMG00000011572
equus_caballus ENSECAG00000016788
equus_asinus_asinus ENSEASG00005006138
vicugna_pacos ENSVPAG00000001397
ursus_maritimus ENSUMAG00000021586
myotis_lucifugus ENSMLUG00000005199
pteropus_vampyrus ENSPVAG00000001685
procavia_capensis ENSPCAG00000006367
ursus_americanus ENSUAMG00000023921
ailuropoda_melanoleuca ENSAMEG00000011217
mustela_putorius_furo ENSMPUG00000001569
neovison_vison ENSNVIG00000000753
canis_lupus_familiaris ENSCAFG00000003469
canis_lupus_dingo ENSCAFG00020016760
vulpes_vulpes ENSVVUG00000015036
panthera_tigris_altaica ENSPTIG00000014871
panthera_pardus ENSPPRG00000001796
felis_catus ENSFCAG00000018466
bos_taurus ENSBTAG00000019729
bos_mutus ENSBMUG00000025485
bison_bison_bison ENSBBBG00000005393
capra_hircus ENSCHIG00000011202
ovis_aries ENSOARG00000011897
tursiops_truncatus ENSTTRG00000004620
ochotona_princeps ENSOPRG00000005386
loxodonta_africana ENSLAFG00000006127
echinops_telfairi ENSETEG00000013822
heterocephalus_glaber_female ENSHGLG00000002982
heterocephalus_glaber_male ENSHGLG00100008603
fukomys_damarensis ENSFDAG00000008663
chinchilla_lanigera ENSCLAG00000014198
octodon_degus ENSODEG00000001392
cavia_aperea ENSCAPG00000005726
cavia_porcellus ENSCPOG00000005688
sorex_araneus ENSSARG00000003539
dasypus_novemcinctus ENSDNOG00000045765
choloepus_hoffmanni ENSCHOG00000009503
ornithorhynchus_anatinus ENSOANG00000008935
xenopus_tropicalis ENSXETG00000000799
latimeria_chalumnae ENSLACG00000012129
astyanax_mexicanus ENSAMXG00000008641
pygocentrus_nattereri ENSPNAG00000016740
ictalurus_punctatus ENSIPUG00000004833
danio_rerio ENSDARG00000069857
