phascolarctos_cinereus ENSPCIG00000000384
notamacropus_eugenii ENSMEUG00000016513
monodelphis_domestica ENSMODG00000004844
sarcophilus_harrisii ENSSHAG00000013246
ovis_aries ENSOARG00000000689
sarcophilus_harrisii ENSSHAG00000004234
pan_paniscus ENSPPAG00000039122
pan_troglodytes ENSPTRG00000045907
gorilla_gorilla ENSGGOG00000022532
pongo_abelii ENSPPYG00000006330
macaca_fascicularis ENSMFAG00000001037
macaca_mulatta ENSMMUG00000045683
mandrillus_leucophaeus ENSMLEG00000038232
cercocebus_atys ENSCATG00000039611
macaca_nemestrina ENSMNEG00000037799
colobus_angolensis_palliatus ENSCANG00000030243
cebus_capucinus ENSCCAG00000030343
saimiri_boliviensis_boliviensis ENSSBOG00000035851
piliocolobus_tephrosceles ENSPTEG00000004399
colobus_angolensis_palliatus ENSCANG00000029159
rhinopithecus_roxellana ENSRROG00000042764
theropithecus_gelada ENSTGEG00000003407
papio_anubis ENSPANG00000022964
macaca_mulatta ENSMMUG00000008172
macaca_fascicularis ENSMFAG00000043681
mandrillus_leucophaeus ENSMLEG00000039661
chlorocebus_sabaeus ENSCSAG00000005967
macaca_nemestrina ENSMNEG00000034602
cercocebus_atys ENSCATG00000044528
rhinopithecus_roxellana ENSRROG00000025487
rhinopithecus_bieti ENSRBIG00000036890
colobus_angolensis_palliatus ENSCANG00000033097
pongo_abelii ENSPPYG00000004512
gorilla_gorilla ENSGGOG00000015230
rhinopithecus_bieti ENSRBIG00000038857
pan_troglodytes ENSPTRG00000004935
pan_paniscus ENSPPAG00000035100
homo_sapiens ENSG00000161813
nomascus_leucogenys ENSNLEG00000017798
cebus_capucinus ENSCCAG00000024439
saimiri_boliviensis_boliviensis ENSSBOG00000026650
callithrix_jacchus ENSCJAG00000021131
aotus_nancymaae ENSANAG00000029342
microcebus_murinus ENSMICG00000046883
prolemur_simus ENSPSMG00000005131
propithecus_coquereli ENSPCOG00000026291
microcebus_murinus ENSMICG00000030156
microcebus_murinus ENSMICG00000012388
otolemur_garnettii ENSOGAG00000001415
carlito_syrichta ENSTSYG00000004342
tupaia_belangeri ENSTBEG00000005167
castor_canadensis ENSCCNG00000029187
castor_canadensis ENSCCNG00000029183
castor_canadensis ENSCCNG00000022937
dipodomys_ordii ENSDORG00000004013
rattus_norvegicus ENSRNOG00000057943
rattus_norvegicus ENSRNOG00000055307
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021176
mus_spicilegus ENSMSIG00000004520
mus_musculus ENSMUSG00000023025
mus_spicilegus ENSMSIG00000029684
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020281
mus_pahari MGP_PahariEiJ_G0020284
meriones_unguiculatus ENSMUGG00000026549
peromyscus_maniculatus_bairdii ENSPEMG00000018433
microtus_ochrogaster ENSMOCG00000020635
cricetulus_griseus_chok1gshd ENSCGRG00001010818
cricetulus_griseus_crigri ENSCGRG00000009382
cricetulus_griseus_crigri-picr ENSCGRG00015008383
cricetulus_griseus_crigri-picr ENSCGRG00015024204
cricetulus_griseus_crigri-picr ENSCGRG00015013293
cricetulus_griseus_chok1gshd ENSCGRG00001000311
cricetulus_griseus_crigri-picr ENSCGRG00015013279
cricetulus_griseus_crigri-picr ENSCGRG00015024201
cricetulus_griseus_crigri-picr ENSCGRG00015013301
cricetulus_griseus_chok1gshd ENSCGRG00001011032
cricetulus_griseus_chok1gshd ENSCGRG00001011674
cricetulus_griseus_crigri ENSCGRG00000000087
cricetulus_griseus_crigri-picr ENSCGRG00015024198
mesocricetus_auratus ENSMAUG00000012844
nannospalax_galili ENSNGAG00000001577
nannospalax_galili ENSNGAG00000020641
marmota_marmota_marmota ENSMMMG00000008789
fukomys_damarensis ENSFDAG00000003796
marmota_marmota_marmota ENSMMMG00000000386
marmota_marmota_marmota ENSMMMG00000022453
marmota_marmota_marmota ENSMMMG00000005047
marmota_marmota_marmota ENSMMMG00000023263
urocitellus_parryii ENSUPAG00010010256
spermophilus_dauricus ENSSDAG00000013850
ictidomys_tridecemlineatus ENSSTOG00000003553
jaculus_jaculus ENSJJAG00000014649
