apteryx_haastii ENSAHAG00000012799
apteryx_owenii ENSAOWG00000001558
apteryx_rowi ENSARWG00000006411
dromaius_novaehollandiae ENSDNVG00000006025
nothoprocta_perdicaria ENSNPEG00000008596
anser_brachyrhynchus ENSABRG00000022206
anas_platyrhynchos ENSAPLG00000006006
gallus_gallus ENSGALG00000040844
meleagris_gallopavo ENSMGAG00000006429
coturnix_japonica ENSCJPG00005008316
numida_meleagris ENSNMEG00000021436
lepidothrix_coronata ENSLCOG00000012441
manacus_vitellinus ENSMVIG00005015221
junco_hyemalis ENSJHYG00000005397
zonotrichia_albicollis ENSZALG00000011229
serinus_canaria ENSSCAG00000005937
taeniopygia_guttata ENSTGUG00000007438
taeniopygia_guttata ENSTGUG00000015544
lonchura_striata ENSLSDG00000012400
parus_major ENSPMJG00000013372
cyanistes_caeruleus ENSCCEG00000015651
ficedula_albicollis ENSFALG00000008693
melopsittacus_undulatus ENSMUNG00000005027
calidris_pygmaea ENSCPGG00000009269
calidris_pugnax ENSCPUG00000019082
crocodylus_porosus ENSCPRG00005011949
chelonoidis_abingdonii ENSCABG00000000202
gopherus_agassizii ENSGAGG00000006421
chrysemys_picta ENSCPBG00000021563
pelodiscus_sinensis ENSPSIG00000017128
pogona_vitticeps ENSPVIG00000017833
notechis_scutatus ENSNSUG00000018180
salvator_merianae ENSSMRG00000020863
sphenodon_punctatus ENSSPUG00000008597
vombatus_ursinus ENSVURG00010007709
phascolarctos_cinereus ENSPCIG00000010257
notamacropus_eugenii ENSMEUG00000007818
sarcophilus_harrisii ENSSHAG00000006850
monodelphis_domestica ENSMODG00000004362
equus_asinus ENSEASG00005018663
equus_caballus ENSECAG00000008399
ursus_maritimus ENSUMAG00000002013
ursus_americanus ENSUAMG00000013684
ailuropoda_melanoleuca ENSAMEG00000005764
neovison_vison ENSNVIG00000019031
mustela_putorius ENSMPUG00000003961
canis_lupus ENSCAFG00000010725
canis_lupus ENSCAFG00020020942
vulpes_vulpes ENSVVUG00000001294
panthera_tigris ENSPTIG00000021033
panthera_pardus ENSPPRG00000001349
felis_catus ENSFCAG00000011505
pteropus_vampyrus ENSPVAG00000010894
myotis_lucifugus ENSMLUG00000004106
capra_hircus ENSCHIG00000024454
ovis_aries ENSOARG00000014274
bos_indicus ENSBIXG00005029102
bos_indicus ENSBIXG00000001621
bos_taurus ENSBTAG00000006506
bos_mutus ENSBMUG00000021711
bison_bison ENSBBBG00000012400
vicugna_pacos ENSVPAG00000009284
sus_scrofa ENSSSCG00000009925
tursiops_truncatus ENSTTRG00000005165
piliocolobus_tephrosceles ENSPTEG00000022784
rhinopithecus_roxellana ENSRROG00000036210
chlorocebus_sabaeus ENSCSAG00000002715
macaca_mulatta ENSMMUG00000010484
theropithecus_gelada ENSTGEG00000015417
colobus_angolensis ENSCANG00000034245
rhinopithecus_bieti ENSRBIG00000044798
mandrillus_leucophaeus ENSMLEG00000040638
cercocebus_atys ENSCATG00000030603
papio_anubis ENSPANG00000017402
macaca_fascicularis ENSMFAG00000038129
macaca_nemestrina ENSMNEG00000041196
pan_troglodytes ENSPTRG00000005433
pan_paniscus ENSPPAG00000006022
gorilla_gorilla ENSGGOG00000009470
nomascus_leucogenys ENSNLEG00000002339
homo_sapiens ENSG00000139436
pongo_abelii ENSPPYG00000004941
cebus_capucinus ENSCCAG00000021510
callithrix_jacchus ENSCJAG00000009631
saimiri_boliviensis ENSSBOG00000030824
aotus_nancymaae ENSANAG00000027209
carlito_syrichta ENSTSYG00000000485
propithecus_coquereli ENSPCOG00000016849
microcebus_murinus ENSMICG00000017192
prolemur_simus ENSPSMG00000006302
otolemur_garnettii ENSOGAG00000012279
oryctolagus_cuniculus ENSOCUG00000001057
ochotona_princeps ENSOPRG00000002548
tupaia_belangeri ENSTBEG00000003519
castor_canadensis ENSCCNG00000028461
dipodomys_ordii ENSDORG00000008863
mus_spretus MGP_SPRETEiJ_G0028600
mus_spicilegus ENSMSIG00000009586
mus_musculus ENSMUSG00000041890
mus_caroli MGP_CAROLIEiJ_G0027602
mus_pahari MGP_PahariEiJ_G0024184
rattus_norvegicus ENSRNOG00000001190
meriones_unguiculatus ENSMUGG00000026324
meriones_unguiculatus ENSMUGG00000026329
cricetulus_griseus ENSCGRG00015000131
cricetulus_griseus ENSCGRG00001006550
cricetulus_griseus ENSCGRG00000009118
mesocricetus_auratus ENSMAUG00000010532
peromyscus_maniculatus ENSPEMG00000007114
microtus_ochrogaster ENSMOCG00000019603
nannospalax_galili ENSNGAG00000015852
jaculus_jaculus ENSJJAG00000016009
spermophilus_dauricus ENSSDAG00000016324
ictidomys_tridecemlineatus ENSSTOG00000004553
urocitellus_parryii ENSUPAG00010022570
marmota_marmota ENSMMMG00000024385
heterocephalus_glaber ENSHGLG00100012947
heterocephalus_glaber ENSHGLG00000015609
fukomys_damarensis ENSFDAG00000019930
cavia_porcellus ENSCPOG00000012863
cavia_aperea ENSCAPG00000008948
chinchilla_lanigera ENSCLAG00000008324
octodon_degus ENSODEG00000007446
choloepus_hoffmanni ENSCHOG00000012213
dasypus_novemcinctus ENSDNOG00000012062
loxodonta_africana ENSLAFG00000006931
procavia_capensis ENSPCAG00000005193
sorex_araneus ENSSARG00000004390
erinaceus_europaeus ENSEEUG00000002753
echinops_telfairi ENSETEG00000006351
ornithorhynchus_anatinus ENSOANG00000004096
xenopus_tropicalis ENSXETG00000011554
latimeria_chalumnae ENSLACG00000005014
callorhinchus_milii ENSCMIG00000015509
clupea_harengus ENSCHAG00000026606
denticeps_clupeoides ENSDCDG00000014030
astyanax_mexicanus ENSAMXG00000004320
