apteryx_owenii ENSAOWG00000006444
apteryx_rowi ENSARWG00000006690
apteryx_haastii ENSAHAG00000013528
dromaius_novaehollandiae ENSDNVG00000017601
nothoprocta_perdicaria ENSNPEG00000008861
anser_brachyrhynchus ENSABRG00000009792
anas_platyrhynchos_platyrhynchos ENSAPLG00000001381
gallus_gallus ENSGALG00000040929
coturnix_japonica ENSCJPG00005013692
meleagris_gallopavo ENSMGAG00000002941
numida_meleagris ENSNMEG00000005139
manacus_vitellinus ENSMVIG00005009436
lepidothrix_coronata ENSLCOG00000002772
taeniopygia_guttata ENSTGUG00000006683
lonchura_striata_domestica ENSLSDG00000004202
serinus_canaria ENSSCAG00000008185
junco_hyemalis ENSJHYG00000006327
ficedula_albicollis ENSFALG00000015327
cyanistes_caeruleus ENSCCEG00000017060
parus_major ENSPMJG00000006640
melopsittacus_undulatus ENSMUNG00000011046
calidris_pygmaea ENSCPGG00000003008
calidris_pugnax ENSCPUG00000015166
crocodylus_porosus ENSCPRG00005018640
gopherus_agassizii ENSGAGG00000008261
chelonoidis_abingdonii ENSCABG00000009879
chrysemys_picta_bellii ENSCPBG00000013455
pelodiscus_sinensis ENSPSIG00000001346
pogona_vitticeps ENSPVIG00000015019
anolis_carolinensis ENSACAG00000003353
notechis_scutatus ENSNSUG00000007689
salvator_merianae ENSSMRG00000015468
capra_hircus ENSCHIG00000008465
ovis_aries ENSOARG00000020277
bos_mutus ENSBMUG00000018204
bos_taurus ENSBTAG00000047281
bison_bison_bison ENSBBBG00000014762
tursiops_truncatus ENSTTRG00000011429
sus_scrofa ENSSSCG00000032022
myotis_lucifugus ENSMLUG00000001093
equus_asinus_asinus ENSEASG00005016446
erinaceus_europaeus ENSEEUG00000000129
ursus_americanus ENSUAMG00000016589
ailuropoda_melanoleuca ENSAMEG00000019151
neovison_vison ENSNVIG00000017119
canis_lupus_familiaris ENSCAFG00000009332
canis_lupus_dingo ENSCAFG00020005730
vulpes_vulpes ENSVVUG00000026612
panthera_pardus ENSPPRG00000020515
panthera_tigris_altaica ENSPTIG00000001156
felis_catus ENSFCAG00000014716
otolemur_garnettii ENSOGAG00000000529
prolemur_simus ENSPSMG00000023225
macaca_fascicularis ENSMFAG00000018717
chlorocebus_sabaeus ENSCSAG00000019750
cercocebus_atys ENSCATG00000004565
mandrillus_leucophaeus ENSMLEG00000024039
macaca_nemestrina ENSMNEG00000021242
macaca_mulatta ENSMMUG00000040525
theropithecus_gelada ENSTGEG00000001624
rhinopithecus_roxellana ENSRROG00000007204
rhinopithecus_bieti ENSRBIG00000030060
colobus_angolensis_palliatus ENSCANG00000010124
piliocolobus_tephrosceles ENSPTEG00000028556
pan_paniscus ENSPPAG00000033107
pan_troglodytes ENSPTRG00000045114
homo_sapiens ENSG00000188277
gorilla_gorilla ENSGGOG00000037548
pongo_abelii ENSPPYG00000006361
nomascus_leucogenys ENSNLEG00000029644
saimiri_boliviensis_boliviensis ENSSBOG00000019131
cebus_capucinus ENSCCAG00000010657
aotus_nancymaae ENSANAG00000001365
chinchilla_lanigera ENSCLAG00000017332
octodon_degus ENSODEG00000020465
fukomys_damarensis ENSFDAG00000020185
urocitellus_parryii ENSUPAG00010015399
spermophilus_dauricus ENSSDAG00000004706
marmota_marmota_marmota ENSMMMG00000020833
mus_musculus ENSMUSG00000055926
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025052
mus_spicilegus ENSMSIG00000026248
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024136
mus_pahari MGP_PahariEiJ_G0025579
rattus_norvegicus ENSRNOG00000025980
meriones_unguiculatus ENSMUGG00000009235
microtus_ochrogaster ENSMOCG00000011287
peromyscus_maniculatus_bairdii ENSPEMG00000031374
cricetulus_griseus_crigri-picr ENSCGRG00015000731
cricetulus_griseus_chok1gshd ENSCGRG00001012077
mesocricetus_auratus ENSMAUG00000018925
nannospalax_galili ENSNGAG00000017246
castor_canadensis ENSCCNG00000014408
oryctolagus_cuniculus ENSOCUG00000005577
ochotona_princeps ENSOPRG00000016043
tupaia_belangeri ENSTBEG00000014613
loxodonta_africana ENSLAFG00000014741
dasypus_novemcinctus ENSDNOG00000009872
phascolarctos_cinereus ENSPCIG00000027867
notamacropus_eugenii ENSMEUG00000005661
monodelphis_domestica ENSMODG00000024182
