gopherus_agassizii ENSGAGG00000011300
chelonoidis_abingdonii ENSCABG00000000878
pelodiscus_sinensis ENSPSIG00000001593
apteryx_owenii ENSAOWG00000000314
apteryx_haastii ENSAHAG00000011986
apteryx_rowi ENSARWG00000007230
dromaius_novaehollandiae ENSDNVG00000013020
calidris_pygmaea ENSCPGG00000016449
calidris_pugnax ENSCPUG00000004427
parus_major ENSPMJG00000008211
cyanistes_caeruleus ENSCCEG00000001134
junco_hyemalis ENSJHYG00000008114
lepidothrix_coronata ENSLCOG00000010780
coturnix_japonica ENSCJPG00005007356
meleagris_gallopavo ENSMGAG00000015478
numida_meleagris ENSNMEG00000021114
pogona_vitticeps ENSPVIG00000018607
anolis_carolinensis ENSACAG00000029531
notechis_scutatus ENSNSUG00000018017
salvator_merianae ENSSMRG00000009320
sphenodon_punctatus ENSSPUG00000009516
