serinus_canaria ENSSCAG00000011009
taeniopygia_guttata ENSTGUG00000003513
zonotrichia_albicollis ENSZALG00000015257
manacus_vitellinus ENSMVIG00005014740
cyanistes_caeruleus ENSCCEG00000020221
calidris_pugnax ENSCPUG00000001185
pelodiscus_sinensis ENSPSIG00000017541
calidris_pygmaea ENSCPGG00000000339
anser_brachyrhynchus ENSABRG00000011176
parus_major ENSPMJG00000015260
lepidothrix_coronata ENSLCOG00000012619
junco_hyemalis ENSJHYG00000007947
lonchura_striata ENSLSDG00000002958
gallus_gallus ENSGALG00000007237
coturnix_japonica ENSCJPG00005021156
numida_meleagris ENSNMEG00000016370
gopherus_agassizii ENSGAGG00000008536
pogona_vitticeps ENSPVIG00000013943
anolis_carolinensis ENSACAG00000010526
notechis_scutatus ENSNSUG00000010633
salvator_merianae ENSSMRG00000023353
sphenodon_punctatus ENSSPUG00000004600
gorilla_gorilla ENSGGOG00000013935
pan_troglodytes ENSPTRG00000009774
homo_sapiens ENSG00000183684
pongo_abelii ENSPPYG00000008749
nomascus_leucogenys ENSNLEG00000010313
macaca_mulatta ENSMMUG00000012884
macaca_nemestrina ENSMNEG00000043666
macaca_fascicularis ENSMFAG00000001394
chlorocebus_sabaeus ENSCSAG00000002216
theropithecus_gelada ENSTGEG00000010727
cercocebus_atys ENSCATG00000033169
papio_anubis ENSPANG00000019265
piliocolobus_tephrosceles ENSPTEG00000030987
cebus_capucinus ENSCCAG00000020578
callithrix_jacchus ENSCJAG00000039942
cebus_capucinus ENSCCAG00000030237
aotus_nancymaae ENSANAG00000028229
microcebus_murinus ENSMICG00000017403
propithecus_coquereli ENSPCOG00000020874
prolemur_simus ENSPSMG00000013213
urocitellus_parryii ENSUPAG00010000402
castor_canadensis ENSCCNG00000009715
mus_musculus ENSMUSG00000025134
mus_spretus MGP_SPRETEiJ_G0018373
mus_spicilegus ENSMSIG00000000268
mus_caroli MGP_CAROLIEiJ_G0017529
mus_pahari MGP_PahariEiJ_G0018655
mus_pahari MGP_PahariEiJ_G0018656
mus_spicilegus ENSMSIG00000024016
mus_spretus MGP_SPRETEiJ_G0015679
mus_musculus ENSMUSG00000060244
mus_caroli MGP_CAROLIEiJ_G0014874
mus_musculus ENSMUSG00000096640
mus_musculus ENSMUSG00000094314
