amphiprion_ocellaris ENSAOCG00000010996
xiphophorus_couchianus ENSXCOG00000016663
cynoglossus_semilaevis ENSCSEG00000011946
nannospalax_galili ENSNGAG00000020082
microtus_ochrogaster ENSMOCG00000020164
jaculus_jaculus ENSJJAG00000018107
cavia_aperea ENSCAPG00000015576
octodon_degus ENSODEG00000000414
dipodomys_ordii ENSDORG00000027083
takifugu_rubripes ENSTRUG00000004216
danio_rerio ENSDARG00000106579
gallus_gallus ENSGALG00000048530
petromyzon_marinus ENSPMAG00000007903
ciona_savignyi ENSCSAVG00000001540
