ursus_maritimus ENSUMAG00000006677
ursus_americanus ENSUAMG00000017460
vulpes_vulpes ENSVVUG00000014752
panthera_tigris_altaica ENSPTIG00000019161
myotis_lucifugus ENSMLUG00000026970
dasypus_novemcinctus ENSDNOG00000032505
cavia_porcellus ENSCPOG00000032037
loxodonta_africana ENSLAFG00000018004
procavia_capensis ENSPCAG00000015819
echinops_telfairi ENSETEG00000012391
canis_lupus_familiaris ENSCAFG00000025016
canis_lupus_dingo ENSCAFG00020026905
ailuropoda_melanoleuca ENSAMEG00000014321
felis_catus ENSFCAG00000014969
panthera_pardus ENSPPRG00000022704
equus_asinus_asinus ENSEASG00005016566
bos_mutus ENSBMUG00000001867
bos_taurus ENSBTAG00000009812
bison_bison_bison ENSBBBG00000017224
ovis_aries ENSOARG00000014592
sus_scrofa ENSSSCG00000008957
vicugna_pacos ENSVPAG00000003178
prolemur_simus ENSPSMG00000013137
propithecus_coquereli ENSPCOG00000019660
otolemur_garnettii ENSOGAG00000006864
pan_troglodytes ENSPTRG00000016155
pan_paniscus ENSPPAG00000037250
homo_sapiens ENSG00000124875
gorilla_gorilla ENSGGOG00000014645
pongo_abelii ENSPPYG00000014827
rhinopithecus_roxellana ENSRROG00000034994
rhinopithecus_bieti ENSRBIG00000028620
piliocolobus_tephrosceles ENSPTEG00000013500
colobus_angolensis_palliatus ENSCANG00000028802
macaca_nemestrina ENSMNEG00000035923
macaca_fascicularis ENSMFAG00000044943
cercocebus_atys ENSCATG00000045162
papio_anubis ENSPANG00000009091
mandrillus_leucophaeus ENSMLEG00000044416
theropithecus_gelada ENSTGEG00000014655
chlorocebus_sabaeus ENSCSAG00000004778
cebus_capucinus ENSCCAG00000032730
saimiri_boliviensis_boliviensis ENSSBOG00000028174
callithrix_jacchus ENSCJAG00000041481
aotus_nancymaae ENSANAG00000034711
tupaia_belangeri ENSTBEG00000008652
sorex_araneus ENSSARG00000001372
sorex_araneus ENSSARG00000001848
erinaceus_europaeus ENSEEUG00000013395
pteropus_vampyrus ENSPVAG00000010927
myotis_lucifugus ENSMLUG00000000205
mus_spicilegus ENSMSIG00000018306
mus_musculus ENSMUSG00000029371
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028389
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027392
mus_pahari MGP_PahariEiJ_G0017170
rattus_norvegicus ENSRNOG00000002843
meriones_unguiculatus ENSMUGG00000017896
peromyscus_maniculatus_bairdii ENSPEMG00000026706
microtus_ochrogaster ENSMOCG00000008408
cricetulus_griseus_chok1gshd ENSCGRG00001021161
cricetulus_griseus_crigri-picr ENSCGRG00015010492
mesocricetus_auratus ENSMAUG00000019762
nannospalax_galili ENSNGAG00000020248
spermophilus_dauricus ENSSDAG00000014507
urocitellus_parryii ENSUPAG00010004830
ictidomys_tridecemlineatus ENSSTOG00000032569
heterocephalus_glaber_male ENSHGLG00100007973
heterocephalus_glaber_female ENSHGLG00000012365
fukomys_damarensis ENSFDAG00000006057
cavia_porcellus ENSCPOG00000020184
dasypus_novemcinctus ENSDNOG00000032863
