parus_major ENSPMJG00000017957
cyanistes_caeruleus ENSCCEG00000007493
ficedula_albicollis ENSFALG00000006606
lonchura_striata ENSLSDG00000006400
taeniopygia_guttata ENSTGUG00000005082
junco_hyemalis ENSJHYG00000002706
serinus_canaria ENSSCAG00000017013
zonotrichia_albicollis ENSZALG00000004314
serinus_canaria ENSSCAG00000017011
lepidothrix_coronata ENSLCOG00000007657
manacus_vitellinus ENSMVIG00005019094
calidris_pygmaea ENSCPGG00000008691
calidris_pugnax ENSCPUG00000008151
anser_brachyrhynchus ENSABRG00000002457
anas_platyrhynchos ENSAPLG00000014634
coturnix_japonica ENSCJPG00005015211
meleagris_gallopavo ENSMGAG00000001963
gallus_gallus ENSGALG00000042739
numida_meleagris ENSNMEG00000019807
melopsittacus_undulatus ENSMUNG00000003059
dromaius_novaehollandiae ENSDNVG00000002893
dromaius_novaehollandiae ENSDNVG00000002901
apteryx_haastii ENSAHAG00000001190
apteryx_owenii ENSAOWG00000003085
apteryx_rowi ENSARWG00000012006
crocodylus_porosus ENSCPRG00005001135
chrysemys_picta ENSCPBG00000004756
chrysemys_picta ENSCPBG00000004766
gopherus_agassizii ENSGAGG00000011728
chelonoidis_abingdonii ENSCABG00000014230
pelodiscus_sinensis ENSPSIG00000007781
pogona_vitticeps ENSPVIG00000020179
anolis_carolinensis ENSACAG00000008857
notechis_scutatus ENSNSUG00000008574
salvator_merianae ENSSMRG00000019136
sphenodon_punctatus ENSSPUG00000009955
vombatus_ursinus ENSVURG00010009968
phascolarctos_cinereus ENSPCIG00000014200
notamacropus_eugenii ENSMEUG00000000925
sarcophilus_harrisii ENSSHAG00000018269
monodelphis_domestica ENSMODG00000010620
erinaceus_europaeus ENSEEUG00000009540
sorex_araneus ENSSARG00000005742
bos_indicus ENSBIXG00000010423
bos_indicus ENSBIXG00005005790
bos_taurus ENSBTAG00000004238
bos_mutus ENSBMUG00000004456
bison_bison ENSBBBG00000023127
capra_hircus ENSCHIG00000024372
ovis_aries ENSOARG00000001595
tursiops_truncatus ENSTTRG00000004556
sus_scrofa ENSSSCG00000015814
sus_scrofa ENSSSCG00000034866
ursus_americanus ENSUAMG00000002109
ursus_maritimus ENSUMAG00000009265
ailuropoda_melanoleuca ENSAMEG00000015472
mustela_putorius ENSMPUG00000009634
neovison_vison ENSNVIG00000010549
canis_lupus ENSCAFG00020002213
canis_lupus ENSCAFG00000005876
vulpes_vulpes ENSVVUG00000020234
panthera_pardus ENSPPRG00000002334
panthera_tigris ENSPTIG00000008016
felis_catus ENSFCAG00000024992
equus_caballus ENSECAG00000014842
equus_asinus ENSEASG00005016641
pteropus_vampyrus ENSPVAG00000011134
myotis_lucifugus ENSMLUG00000001640
cavia_porcellus ENSCPOG00000020618
cavia_aperea ENSCAPG00000007236
chinchilla_lanigera ENSCLAG00000001653
octodon_degus ENSODEG00000005391
heterocephalus_glaber ENSHGLG00100007413
heterocephalus_glaber ENSHGLG00000007450
fukomys_damarensis ENSFDAG00000016138
ictidomys_tridecemlineatus ENSSTOG00000015010
spermophilus_dauricus ENSSDAG00000014571
spermophilus_dauricus ENSSDAG00000005530
urocitellus_parryii ENSUPAG00010023902
marmota_marmota ENSMMMG00000016159
castor_canadensis ENSCCNG00000000548
dipodomys_ordii ENSDORG00000005743
cricetulus_griseus ENSCGRG00001001810
cricetulus_griseus ENSCGRG00000017066
cricetulus_griseus ENSCGRG00015024123
mesocricetus_auratus ENSMAUG00000016926
peromyscus_maniculatus ENSPEMG00000005437
microtus_ochrogaster ENSMOCG00000001133
mus_spicilegus ENSMSIG00000020252
mus_spretus MGP_SPRETEiJ_G0032041
mus_musculus ENSMUSG00000065954
mus_caroli MGP_CAROLIEiJ_G0030922
mus_pahari MGP_PahariEiJ_G0021392
rattus_norvegicus ENSRNOG00000016423
meriones_unguiculatus ENSMUGG00000018458
nannospalax_galili ENSNGAG00000009221
jaculus_jaculus ENSJJAG00000021924
oryctolagus_cuniculus ENSOCUG00000004500
