mastacembelus_armatus ENSMAMG00000013322
monopterus_albus ENSMALG00000003058
anabas_testudineus ENSATEG00000023938
seriola_lalandi_dorsalis ENSSLDG00000015616
seriola_dumerili ENSSDUG00000002185
scophthalmus_maximus ENSSMAG00000017620
amphiprion_percula ENSAPEG00000002890
amphiprion_ocellaris ENSAOCG00000000543
acanthochromis_polyacanthus ENSAPOG00000023918
stegastes_partitus ENSSPAG00000003205
astatotilapia_calliptera ENSACLG00000017667
astatotilapia_calliptera ENSACLG00000017065
astatotilapia_calliptera ENSACLG00000017153
maylandia_zebra ENSMZEG00005022435
pundamilia_nyererei ENSPNYG00000005844
haplochromis_burtoni ENSHBUG00000004733
neolamprologus_brichardi ENSNBRG00000005866
oreochromis_niloticus ENSONIG00000006222
amphilophus_citrinellus ENSACIG00000011161
oryzias_latipes ENSORLG00020010954
oryzias_latipes ENSORLG00000009486
oryzias_latipes_asm223469v1 ENSORLG00015016934
oryzias_melastigma ENSOMEG00000006159
kryptolebias_marmoratus ENSKMAG00000003272
xiphophorus_couchianus ENSXCOG00000019588
xiphophorus_maculatus ENSXMAG00000006999
gambusia_affinis ENSGAFG00000015093
poecilia_latipinna ENSPLAG00000004718
poecilia_reticulata ENSPREG00000016519
poecilia_mexicana ENSPMEG00000011214
poecilia_formosa ENSPFOG00000015880
fundulus_heteroclitus ENSFHEG00000018642
cyprinodon_variegatus ENSCVAG00000001871
hippocampus_comes ENSHCOG00000007274
labrus_bergylta ENSLBEG00000005939
tetraodon_nigroviridis ENSTNIG00000018347
takifugu_rubripes ENSTRUG00000001436
mola_mola ENSMMOG00000003546
hippocampus_comes ENSHCOG00000007287
gasterosteus_aculeatus ENSGACG00000012239
cynoglossus_semilaevis ENSCSEG00000001889
periophthalmus_magnuspinnatus ENSPMGG00000008695
gadus_morhua ENSGMOG00000008012
esox_lucius ENSELUG00000010918
pygocentrus_nattereri ENSPNAG00000020463
astyanax_mexicanus ENSAMXG00000019070
ictalurus_punctatus ENSIPUG00000008978
danio_rerio ENSDARG00000087195
scleropages_formosus ENSSFOG00015021030
paramormyrops_kingsleyae ENSPKIG00000015840
