xenopus_tropicalis ENSXETG00000018564
ornithorhynchus_anatinus ENSOANG00000028339
notechis_scutatus ENSNSUG00000006063
anolis_carolinensis ENSACAG00000001685
salvator_merianae ENSSMRG00000009648
sphenodon_punctatus ENSSPUG00000015703
pogona_vitticeps ENSPVIG00000000271
apteryx_owenii ENSAOWG00000006186
apteryx_haastii ENSAHAG00000018606
apteryx_rowi ENSARWG00000009489
gallus_gallus ENSGALG00000031982
coturnix_japonica ENSCJPG00005019013
numida_meleagris ENSNMEG00000010458
anser_brachyrhynchus ENSABRG00000014402
parus_major ENSPMJG00000014277
cyanistes_caeruleus ENSCCEG00000016718
ficedula_albicollis ENSFALG00000007890
serinus_canaria ENSSCAG00000004647
taeniopygia_guttata ENSTGUG00000008678
lonchura_striata_domestica ENSLSDG00000009486
junco_hyemalis ENSJHYG00000014486
lepidothrix_coronata ENSLCOG00000008307
manacus_vitellinus ENSMVIG00005008532
calidris_pygmaea ENSCPGG00000013219
melopsittacus_undulatus ENSMUNG00000013362
nothoprocta_perdicaria ENSNPEG00000010465
dromaius_novaehollandiae ENSDNVG00000002315
meleagris_gallopavo ENSMGAG00000000984
anas_platyrhynchos_platyrhynchos ENSAPLG00000005254
calidris_pugnax ENSCPUG00000006462
zonotrichia_albicollis ENSZALG00000012686
crocodylus_porosus ENSCPRG00005000736
chelonoidis_abingdonii ENSCABG00000020638
gopherus_agassizii ENSGAGG00000020716
chrysemys_picta_bellii ENSCPBG00000010543
pelodiscus_sinensis ENSPSIG00000006287
phascolarctos_cinereus ENSPCIG00000026737
monodelphis_domestica ENSMODG00000017698
procavia_capensis ENSPCAG00000007344
echinops_telfairi ENSETEG00000011325
rhinopithecus_bieti ENSRBIG00000033177
rhinopithecus_roxellana ENSRROG00000037773
colobus_angolensis_palliatus ENSCANG00000039952
theropithecus_gelada ENSTGEG00000006504
cercocebus_atys ENSCATG00000032581
chlorocebus_sabaeus ENSCSAG00000013502
mandrillus_leucophaeus ENSMLEG00000040117
macaca_mulatta ENSMMUG00000018798
macaca_fascicularis ENSMFAG00000033377
macaca_nemestrina ENSMNEG00000038435
pan_paniscus ENSPPAG00000035543
pan_troglodytes ENSPTRG00000014117
gorilla_gorilla ENSGGOG00000006863
homo_sapiens ENSG00000128228
pongo_abelii ENSPPYG00000011605
nomascus_leucogenys ENSNLEG00000031183
cebus_capucinus ENSCCAG00000034224
saimiri_boliviensis_boliviensis ENSSBOG00000028571
callithrix_jacchus ENSCJAG00000015792
aotus_nancymaae ENSANAG00000023348
propithecus_coquereli ENSPCOG00000015284
microcebus_murinus ENSMICG00000035267
prolemur_simus ENSPSMG00000014249
otolemur_garnettii ENSOGAG00000031396
castor_canadensis ENSCCNG00000026033
dipodomys_ordii ENSDORG00000004438
mus_spicilegus ENSMSIG00000017965
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021400
mus_musculus ENSMUSG00000022769
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020505
mus_pahari MGP_PahariEiJ_G0016210
rattus_norvegicus ENSRNOG00000001859
meriones_unguiculatus ENSMUGG00000009507
cricetulus_griseus_chok1gshd ENSCGRG00001023473
