petromyzon_marinus ENSPMAG00000009626
eptatretus_burgeri ENSEBUG00000016082
mus_spicilegus ENSMSIG00000017726
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030060
mus_musculus ENSMUSG00000030224
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029010
mus_pahari MGP_PahariEiJ_G0022773
rattus_norvegicus ENSRNOG00000048985
rattus_norvegicus ENSRNOG00000007134
meriones_unguiculatus ENSMUGG00000009551
meriones_unguiculatus ENSMUGG00000009566
cricetulus_griseus_chok1gshd ENSCGRG00001005322
cricetulus_griseus_crigri-picr ENSCGRG00015001425
cricetulus_griseus_crigri ENSCGRG00000001020
mesocricetus_auratus ENSMAUG00000016217
microtus_ochrogaster ENSMOCG00000020516
peromyscus_maniculatus_bairdii ENSPEMG00000008681
nannospalax_galili ENSNGAG00000015796
spermophilus_dauricus ENSSDAG00000008363
urocitellus_parryii ENSUPAG00010004554
ictidomys_tridecemlineatus ENSSTOG00000000951
marmota_marmota_marmota ENSMMMG00000016527
octodon_degus ENSODEG00000010600
octodon_degus ENSODEG00000014205
chinchilla_lanigera ENSCLAG00000015485
heterocephalus_glaber_male ENSHGLG00100020622
heterocephalus_glaber_female ENSHGLG00000020781
fukomys_damarensis ENSFDAG00000019846
heterocephalus_glaber_female ENSHGLG00000016785
heterocephalus_glaber_male ENSHGLG00100001629
heterocephalus_glaber_male ENSHGLG00100002822
heterocephalus_glaber_female ENSHGLG00000001260
cavia_porcellus ENSCPOG00000001176
cavia_aperea ENSCAPG00000011776
castor_canadensis ENSCCNG00000009707
microcebus_murinus ENSMICG00000011764
microcebus_murinus ENSMICG00000032703
propithecus_coquereli ENSPCOG00000016968
prolemur_simus ENSPSMG00000008748
otolemur_garnettii ENSOGAG00000013156
pan_troglodytes ENSPTRG00000004734
pan_paniscus ENSPPAG00000036674
homo_sapiens ENSG00000023734
gorilla_gorilla ENSGGOG00000009939
nomascus_leucogenys ENSNLEG00000004160
pongo_abelii ENSPPYG00000004334
macaca_mulatta ENSMMUG00000013307
macaca_nemestrina ENSMNEG00000035858
macaca_fascicularis ENSMFAG00000000987
theropithecus_gelada ENSTGEG00000024016
papio_anubis ENSPANG00000008733
mandrillus_leucophaeus ENSMLEG00000042689
cercocebus_atys ENSCATG00000016528
chlorocebus_sabaeus ENSCSAG00000008319
rhinopithecus_bieti ENSRBIG00000034652
rhinopithecus_roxellana ENSRROG00000032775
piliocolobus_tephrosceles ENSPTEG00000018565
colobus_angolensis_palliatus ENSCANG00000032560
pan_troglodytes ENSPTRG00000052547
pan_paniscus ENSPPAG00000034793
gorilla_gorilla ENSGGOG00000024969
nomascus_leucogenys ENSNLEG00000034118
saimiri_boliviensis_boliviensis ENSSBOG00000015624
callithrix_jacchus ENSCJAG00000021593
cebus_capucinus ENSCCAG00000035433
aotus_nancymaae ENSANAG00000024138
cebus_capucinus ENSCCAG00000027920
saimiri_boliviensis_boliviensis ENSSBOG00000028276
aotus_nancymaae ENSANAG00000022808
nomascus_leucogenys ENSNLEG00000027384
carlito_syrichta ENSTSYG00000006578
oryctolagus_cuniculus ENSOCUG00000013884
ochotona_princeps ENSOPRG00000015211
tupaia_belangeri ENSTBEG00000015441
sorex_araneus ENSSARG00000003564
echinops_telfairi ENSETEG00000004602
myotis_lucifugus ENSMLUG00000002797
erinaceus_europaeus ENSEEUG00000008084
pteropus_vampyrus ENSPVAG00000016452
equus_asinus_asinus ENSEASG00005014608
equus_caballus ENSECAG00000022958
ursus_americanus ENSUAMG00000000491
ursus_maritimus ENSUMAG00000002820
ailuropoda_melanoleuca ENSAMEG00000003583
mustela_putorius_furo ENSMPUG00000011519
neovison_vison ENSNVIG00000021114
canis_lupus_familiaris ENSCAFG00000012679
canis_lupus_dingo ENSCAFG00020007238
vulpes_vulpes ENSVVUG00000003244
panthera_pardus ENSPPRG00000019695
panthera_tigris_altaica ENSPTIG00000007114
felis_catus ENSFCAG00000024292
bos_taurus ENSBTAG00000014175
bos_mutus ENSBMUG00000006097
bison_bison_bison ENSBBBG00000021051
ovis_aries ENSOARG00000020610
capra_hircus ENSCHIG00000022053
tursiops_truncatus ENSTTRG00000003466
sus_scrofa ENSSSCG00000021410
vicugna_pacos ENSVPAG00000002454
dasypus_novemcinctus ENSDNOG00000039910
