vombatus_ursinus ENSVURG00010017061
phascolarctos_cinereus ENSPCIG00000011429
notamacropus_eugenii ENSMEUG00000012535
monodelphis_domestica ENSMODG00000049233
sarcophilus_harrisii ENSSHAG00000016569
castor_canadensis ENSCCNG00000006058
dipodomys_ordii ENSDORG00000004545
cricetulus_griseus ENSCGRG00001000745
cricetulus_griseus ENSCGRG00015026360
cricetulus_griseus ENSCGRG00000009724
mesocricetus_auratus ENSMAUG00000018641
microtus_ochrogaster ENSMOCG00000019114
peromyscus_maniculatus ENSPEMG00000028624
mus_spretus MGP_SPRETEiJ_G0020687
mus_spicilegus ENSMSIG00000022424
mus_musculus ENSMUSG00000038591
mus_caroli MGP_CAROLIEiJ_G0019790
mus_pahari MGP_PahariEiJ_G0019800
rattus_norvegicus ENSRNOG00000008591
nannospalax_galili ENSNGAG00000020596
jaculus_jaculus ENSJJAG00000018490
spermophilus_dauricus ENSSDAG00000004058
urocitellus_parryii ENSUPAG00010018089
ictidomys_tridecemlineatus ENSSTOG00000001872
marmota_marmota ENSMMMG00000000318
heterocephalus_glaber ENSHGLG00000004760
heterocephalus_glaber ENSHGLG00100010307
fukomys_damarensis ENSFDAG00000012115
cavia_porcellus ENSCPOG00000038012
cavia_aperea ENSCAPG00000009819
chinchilla_lanigera ENSCLAG00000010463
octodon_degus ENSODEG00000001378
oryctolagus_cuniculus ENSOCUG00000024595
ochotona_princeps ENSOPRG00000008813
microcebus_murinus ENSMICG00000026547
otolemur_garnettii ENSOGAG00000002035
tupaia_belangeri ENSTBEG00000001433
homo_sapiens ENSG00000184374
gorilla_gorilla ENSGGOG00000007054
pan_troglodytes ENSPTRG00000020529
pan_paniscus ENSPPAG00000043531
pongo_abelii ENSPPYG00000018839
nomascus_leucogenys ENSNLEG00000004892
mandrillus_leucophaeus ENSMLEG00000036370
papio_anubis ENSPANG00000011014
cercocebus_atys ENSCATG00000019671
theropithecus_gelada ENSTGEG00000007640
macaca_mulatta ENSMMUG00000000266
macaca_nemestrina ENSMNEG00000036282
macaca_fascicularis ENSMFAG00000002693
chlorocebus_sabaeus ENSCSAG00000010854
rhinopithecus_roxellana ENSRROG00000022514
rhinopithecus_bieti ENSRBIG00000031148
colobus_angolensis ENSCANG00000042708
piliocolobus_tephrosceles ENSPTEG00000034290
saimiri_boliviensis ENSSBOG00000026902
callithrix_jacchus ENSCJAG00000047934
cebus_capucinus ENSCCAG00000024940
aotus_nancymaae ENSANAG00000025495
carlito_syrichta ENSTSYG00000011596
prolemur_simus ENSPSMG00000022326
propithecus_coquereli ENSPCOG00000023253
myotis_lucifugus ENSMLUG00000002946
pteropus_vampyrus ENSPVAG00000016015
equus_caballus ENSECAG00000018266
equus_asinus ENSEASG00005023124
bos_indicus ENSBIXG00000018686
bos_indicus ENSBIXG00005016710
bos_taurus ENSBTAG00000054331
bos_mutus ENSBMUG00000016512
bison_bison ENSBBBG00000014496
capra_hircus ENSCHIG00000014341
ovis_aries ENSOARG00000009590
tursiops_truncatus ENSTTRG00000007215
sus_scrofa ENSSSCG00000029324
vicugna_pacos ENSVPAG00000000762
erinaceus_europaeus ENSEEUG00000009445
sorex_araneus ENSSARG00000013378
neovison_vison ENSNVIG00000006685
mustela_putorius ENSMPUG00000001028
ailuropoda_melanoleuca ENSAMEG00000000398
ursus_maritimus ENSUMAG00000020700
canis_lupus ENSCAFG00020004344
canis_lupus ENSCAFG00000031108
vulpes_vulpes ENSVVUG00000015807
panthera_tigris ENSPTIG00000012236
panthera_pardus ENSPPRG00000024879
felis_catus ENSFCAG00000038585
loxodonta_africana ENSLAFG00000005130
procavia_capensis ENSPCAG00000003486
echinops_telfairi ENSETEG00000010258
choloepus_hoffmanni ENSCHOG00000010197
dasypus_novemcinctus ENSDNOG00000041711
ornithorhynchus_anatinus ENSOANG00000031376
anolis_carolinensis ENSACAG00000008470
pogona_vitticeps ENSPVIG00000008023
notechis_scutatus ENSNSUG00000012269
salvator_merianae ENSSMRG00000021451
sphenodon_punctatus ENSSPUG00000007412
