apteryx_rowi ENSARWG00000006669
apteryx_owenii ENSAOWG00000006521
nothoprocta_perdicaria ENSNPEG00000008725
calidris_pygmaea ENSCPGG00000002246
calidris_pugnax ENSCPUG00000015076
melopsittacus_undulatus ENSMUNG00000009504
lepidothrix_coronata ENSLCOG00000001098
manacus_vitellinus ENSMVIG00005018185
serinus_canaria ENSSCAG00000011363
junco_hyemalis ENSJHYG00000007234
parus_major ENSPMJG00000003453
anser_brachyrhynchus ENSABRG00000011405
anas_platyrhynchos_platyrhynchos ENSAPLG00000016091
gallus_gallus ENSGALG00000039576
meleagris_gallopavo ENSMGAG00000003457
coturnix_japonica ENSCJPG00005013539
numida_meleagris ENSNMEG00000004975
crocodylus_porosus ENSCPRG00005018695
chrysemys_picta_bellii ENSCPBG00000013717
chelonoidis_abingdonii ENSCABG00000006723
sphenodon_punctatus ENSSPUG00000018996
pogona_vitticeps ENSPVIG00000015076
anolis_carolinensis ENSACAG00000014047
phascolarctos_cinereus ENSPCIG00000023184
notamacropus_eugenii ENSMEUG00000006158
monodelphis_domestica ENSMODG00000000464
bos_mutus ENSBMUG00000004825
bos_taurus ENSBTAG00000032340
ovis_aries ENSOARG00000020216
bison_bison_bison ENSBBBG00000001166
bison_bison_bison ENSBBBG00000013874
bos_mutus ENSBMUG00000000964
capra_hircus ENSCHIG00000009238
capra_hircus ENSCHIG00000011859
tursiops_truncatus ENSTTRG00000010577
sus_scrofa ENSSSCG00000004775
myotis_lucifugus ENSMLUG00000016903
ursus_maritimus ENSUMAG00000012728
ursus_americanus ENSUAMG00000001539
ailuropoda_melanoleuca ENSAMEG00000017084
neovison_vison ENSNVIG00000016682
mustela_putorius_furo ENSMPUG00000008441
canis_lupus_dingo ENSCAFG00020005875
canis_lupus_familiaris ENSCAFG00000009098
vulpes_vulpes ENSVVUG00000026580
panthera_tigris_altaica ENSPTIG00000019647
panthera_pardus ENSPPRG00000009944
felis_catus ENSFCAG00000005014
erinaceus_europaeus ENSEEUG00000008437
sorex_araneus ENSSARG00000004395
equus_caballus ENSECAG00000010666
equus_asinus_asinus ENSEASG00005016475
mus_spicilegus ENSMSIG00000012070
mus_musculus ENSMUSG00000027331
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025041
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024125
mus_pahari MGP_PahariEiJ_G0025568
rattus_norvegicus ENSRNOG00000009334
meriones_unguiculatus ENSMUGG00000009079
cricetulus_griseus_crigri-picr ENSCGRG00015001084
cricetulus_griseus_crigri ENSCGRG00000002552
cricetulus_griseus_chok1gshd ENSCGRG00001018916
mesocricetus_auratus ENSMAUG00000001255
microtus_ochrogaster ENSMOCG00000000706
peromyscus_maniculatus_bairdii ENSPEMG00000015457
peromyscus_maniculatus_bairdii ENSPEMG00000028128
nannospalax_galili ENSNGAG00000002446
ictidomys_tridecemlineatus ENSSTOG00000030009
urocitellus_parryii ENSUPAG00010015568
spermophilus_dauricus ENSSDAG00000018192
marmota_marmota_marmota ENSMMMG00000020958
chinchilla_lanigera ENSCLAG00000012322
cavia_porcellus ENSCPOG00000030650
heterocephalus_glaber_female ENSHGLG00000018505
heterocephalus_glaber_male ENSHGLG00100007406
castor_canadensis ENSCCNG00000010397
dipodomys_ordii ENSDORG00000005879
ochotona_princeps ENSOPRG00000006969
tupaia_belangeri ENSTBEG00000012043
pan_troglodytes ENSPTRG00000006919
pan_paniscus ENSPPAG00000025052
gorilla_gorilla ENSGGOG00000000765
homo_sapiens ENSG00000128944
pongo_abelii ENSPPYG00000006350
nomascus_leucogenys ENSNLEG00000028107
cercocebus_atys ENSCATG00000036247
papio_anubis ENSPANG00000019422
chlorocebus_sabaeus ENSCSAG00000007522
rhinopithecus_roxellana ENSRROG00000040401
colobus_angolensis_palliatus ENSCANG00000028032
macaca_nemestrina ENSMNEG00000041049
macaca_fascicularis ENSMFAG00000040597
mandrillus_leucophaeus ENSMLEG00000027907
rhinopithecus_bieti ENSRBIG00000044284
saimiri_boliviensis_boliviensis ENSSBOG00000035522
saimiri_boliviensis_boliviensis ENSSBOG00000028465
callithrix_jacchus ENSCJAG00000020854
cebus_capucinus ENSCCAG00000019758
aotus_nancymaae ENSANAG00000030794
carlito_syrichta ENSTSYG00000008710
prolemur_simus ENSPSMG00000003445
microcebus_murinus ENSMICG00000041457
propithecus_coquereli ENSPCOG00000021904
otolemur_garnettii ENSOGAG00000009825
otolemur_garnettii ENSOGAG00000030569
theropithecus_gelada ENSTGEG00000000851
piliocolobus_tephrosceles ENSPTEG00000027867
pteropus_vampyrus ENSPVAG00000001831
choloepus_hoffmanni ENSCHOG00000007085
dasypus_novemcinctus ENSDNOG00000034627
loxodonta_africana ENSLAFG00000018742
procavia_capensis ENSPCAG00000009020
echinops_telfairi ENSETEG00000003945
echinops_telfairi ENSETEG00000008900
xenopus_tropicalis ENSXETG00000031942
latimeria_chalumnae ENSLACG00000017688
haplochromis_burtoni ENSHBUG00000011639
pundamilia_nyererei ENSPNYG00000001521
astatotilapia_calliptera ENSACLG00000026954
maylandia_zebra ENSMZEG00005004400
neolamprologus_brichardi ENSNBRG00000002292
oreochromis_niloticus ENSONIG00000005650
amphilophus_citrinellus ENSACIG00000009373
xiphophorus_maculatus ENSXMAG00000007657
xiphophorus_couchianus ENSXCOG00000001314
gambusia_affinis ENSGAFG00000004064
poecilia_latipinna ENSPLAG00000013978
poecilia_formosa ENSPFOG00000016353
poecilia_mexicana ENSPMEG00000008875
poecilia_mexicana ENSPMEG00000004221
poecilia_reticulata ENSPREG00000015561
fundulus_heteroclitus ENSFHEG00000015691
cyprinodon_variegatus ENSCVAG00000003610
oryzias_latipes_asm223469v1 ENSORLG00015015132
oryzias_latipes ENSORLG00020016911
oryzias_latipes ENSORLG00000017740
oryzias_melastigma ENSOMEG00000000679
monopterus_albus ENSMALG00000021485
mastacembelus_armatus ENSMAMG00000001676
anabas_testudineus ENSATEG00000021249
seriola_dumerili ENSSDUG00000006830
seriola_lalandi_dorsalis ENSSLDG00000022593
amphiprion_percula ENSAPEG00000006566
amphiprion_ocellaris ENSAOCG00000022946
stegastes_partitus ENSSPAG00000019288
labrus_bergylta ENSLBEG00000016255
mola_mola ENSMMOG00000015456
scophthalmus_maximus ENSSMAG00000002812
cynoglossus_semilaevis ENSCSEG00000003691
kryptolebias_marmoratus ENSKMAG00000022159
takifugu_rubripes ENSTRUG00000025048
tetraodon_nigroviridis ENSTNIG00000000817
hippocampus_comes ENSHCOG00000009419
periophthalmus_magnuspinnatus ENSPMGG00000013621
esox_lucius ENSELUG00000004585
astyanax_mexicanus ENSAMXG00000000127
pygocentrus_nattereri ENSPNAG00000025900
ictalurus_punctatus ENSIPUG00000009181
danio_rerio ENSDARG00000074379
paramormyrops_kingsleyae ENSPKIG00000014113
scleropages_formosus ENSSFOG00015004652
lepisosteus_oculatus ENSLOCG00000012692
