fundulus_heteroclitus ENSFHEG00000013363
cyprinodon_variegatus ENSCVAG00000017766
xiphophorus_couchianus ENSXCOG00000006175
xiphophorus_maculatus ENSXMAG00000020963
poecilia_formosa ENSPFOG00000022702
poecilia_reticulata ENSPREG00000008586
poecilia_reticulata ENSPREG00000008597
poecilia_mexicana ENSPMEG00000002781
xiphophorus_maculatus ENSXMAG00000027670
xiphophorus_couchianus ENSXCOG00000006177
poecilia_formosa ENSPFOG00000020267
poecilia_mexicana ENSPMEG00000000846
poecilia_latipinna ENSPLAG00000017392
xiphophorus_maculatus ENSXMAG00000026021
poecilia_reticulata ENSPREG00000008608
poecilia_mexicana ENSPMEG00000000035
kryptolebias_marmoratus ENSKMAG00000009411
oryzias_latipes_asm223469v1 ENSORLG00015015063
oryzias_latipes ENSORLG00020011114
oryzias_latipes ENSORLG00000004262
oryzias_melastigma ENSOMEG00000003400
amphiprion_ocellaris ENSAOCG00000008720
amphiprion_percula ENSAPEG00000008273
acanthochromis_polyacanthus ENSAPOG00000018827
stegastes_partitus ENSSPAG00000006568
cynoglossus_semilaevis ENSCSEG00000010679
periophthalmus_magnuspinnatus ENSPMGG00000004173
labrus_bergylta ENSLBEG00000025712
gasterosteus_aculeatus ENSGACG00000011312
mola_mola ENSMMOG00000015700
monopterus_albus ENSMALG00000008272
mastacembelus_armatus ENSMAMG00000009554
anabas_testudineus ENSATEG00000014382
anabas_testudineus ENSATEG00000014392
anabas_testudineus ENSATEG00000014375
anabas_testudineus ENSATEG00000014394
seriola_dumerili ENSSDUG00000010712
seriola_dumerili ENSSDUG00000010697
seriola_dumerili ENSSDUG00000010703
seriola_lalandi_dorsalis ENSSLDG00000010162
seriola_lalandi_dorsalis ENSSLDG00000025275
scophthalmus_maximus ENSSMAG00000004748
maylandia_zebra ENSMZEG00005008808
astatotilapia_calliptera ENSACLG00000003384
astatotilapia_calliptera ENSACLG00000003389
haplochromis_burtoni ENSHBUG00000011239
maylandia_zebra ENSMZEG00005008802
gadus_morhua ENSGMOG00000020347
gadus_morhua ENSGMOG00000020349
esox_lucius ENSELUG00000022619
pygocentrus_nattereri ENSPNAG00000010316
astyanax_mexicanus ENSAMXG00000026002
ictalurus_punctatus ENSIPUG00000017625
danio_rerio ENSDARG00000102669
lepisosteus_oculatus ENSLOCG00000018215
