anolis_carolinensis ENSACAG00000028708
pogona_vitticeps ENSPVIG00000025368
notechis_scutatus ENSNSUG00000004695
salvator_merianae ENSSMRG00000006616
sphenodon_punctatus ENSSPUG00000004666
apteryx_owenii ENSAOWG00000008745
apteryx_haastii ENSAHAG00000017897
apteryx_rowi ENSARWG00000013372
dromaius_novaehollandiae ENSDNVG00000013862
nothoprocta_perdicaria ENSNPEG00000015889
lepidothrix_coronata ENSLCOG00000008098
manacus_vitellinus ENSMVIG00005018872
lonchura_striata ENSLSDG00000009133
taeniopygia_guttata ENSTGUG00000006943
serinus_canaria ENSSCAG00000008706
zonotrichia_albicollis ENSZALG00000011163
parus_major ENSPMJG00000014291
ficedula_albicollis ENSFALG00000012675
melopsittacus_undulatus ENSMUNG00000016595
calidris_pugnax ENSCPUG00000013557
anser_brachyrhynchus ENSABRG00000008857
anas_platyrhynchos ENSAPLG00000005440
gallus_gallus ENSGALG00000027714
coturnix_japonica ENSCJPG00005000682
numida_meleagris ENSNMEG00000007482
crocodylus_porosus ENSCPRG00005002089
gopherus_agassizii ENSGAGG00000015310
chelonoidis_abingdonii ENSCABG00000010954
chrysemys_picta ENSCPBG00000010761
pelodiscus_sinensis ENSPSIG00000015998
echinops_telfairi ENSETEG00000006759
dasypus_novemcinctus ENSDNOG00000049021
cavia_porcellus ENSCPOG00000032098
cavia_aperea ENSCAPG00000014796
octodon_degus ENSODEG00000005078
chinchilla_lanigera ENSCLAG00000004893
heterocephalus_glaber ENSHGLG00000007844
heterocephalus_glaber ENSHGLG00100000929
fukomys_damarensis ENSFDAG00000000678
jaculus_jaculus ENSJJAG00000013587
carlito_syrichta ENSTSYG00000001614
tupaia_belangeri ENSTBEG00000007639
ursus_maritimus ENSUMAG00000003350
oryctolagus_cuniculus ENSOCUG00000008736
macaca_mulatta ENSMMUG00000003577
capra_hircus ENSCHIG00000023237
ovis_aries ENSOARG00000015475
bos_indicus ENSBIXG00005027902
bos_indicus ENSBIXG00000028022
bos_taurus ENSBTAG00000038117
bos_mutus ENSBMUG00000007821
bison_bison ENSBBBG00000001167
tursiops_truncatus ENSTTRG00000013691
sus_scrofa ENSSSCG00000025210
vicugna_pacos ENSVPAG00000009426
mustela_putorius ENSMPUG00000008122
neovison_vison ENSNVIG00000000443
ailuropoda_melanoleuca ENSAMEG00000015949
canis_lupus ENSCAFG00020002977
vulpes_vulpes ENSVVUG00000023291
panthera_pardus ENSPPRG00000005547
panthera_tigris ENSPTIG00000007429
felis_catus ENSFCAG00000036397
pteropus_vampyrus ENSPVAG00000002082
myotis_lucifugus ENSMLUG00000013935
equus_asinus ENSEASG00005004128
equus_caballus ENSECAG00000026970
sorex_araneus ENSSARG00000009082
microcebus_murinus ENSMICG00000032372
prolemur_simus ENSPSMG00000019741
propithecus_coquereli ENSPCOG00000018560
otolemur_garnettii ENSOGAG00000008161
gorilla_gorilla ENSGGOG00000013109
homo_sapiens ENSG00000152348
pan_paniscus ENSPPAG00000033287
pan_troglodytes ENSPTRG00000017050
pongo_abelii ENSPPYG00000015607
nomascus_leucogenys ENSNLEG00000013189
theropithecus_gelada ENSTGEG00000025701
papio_anubis ENSPANG00000003860
macaca_fascicularis ENSMFAG00000031807
macaca_nemestrina ENSMNEG00000042013
cercocebus_atys ENSCATG00000032132
chlorocebus_sabaeus ENSCSAG00000014925
mandrillus_leucophaeus ENSMLEG00000034472
colobus_angolensis ENSCANG00000027908
piliocolobus_tephrosceles ENSPTEG00000000071
rhinopithecus_roxellana ENSRROG00000037859
rhinopithecus_bieti ENSRBIG00000027905
callithrix_jacchus ENSCJAG00000042632
saimiri_boliviensis ENSSBOG00000032903
cebus_capucinus ENSCCAG00000021612
aotus_nancymaae ENSANAG00000029651
castor_canadensis ENSCCNG00000003813
dipodomys_ordii ENSDORG00000009893
mus_spretus MGP_SPRETEiJ_G0019644
mus_musculus ENSMUSG00000021619
mus_spicilegus ENSMSIG00000030903
mus_caroli MGP_CAROLIEiJ_G0018761
mus_pahari MGP_PahariEiJ_G0015840
rattus_norvegicus ENSRNOG00000016342
meriones_unguiculatus ENSMUGG00000008802
cricetulus_griseus ENSCGRG00001012356
cricetulus_griseus ENSCGRG00000002016
cricetulus_griseus ENSCGRG00015014215
mesocricetus_auratus ENSMAUG00000011026
microtus_ochrogaster ENSMOCG00000014675
peromyscus_maniculatus ENSPEMG00000015489
nannospalax_galili ENSNGAG00000011883
urocitellus_parryii ENSUPAG00010006861
spermophilus_dauricus ENSSDAG00000012072
ictidomys_tridecemlineatus ENSSTOG00000005212
marmota_marmota ENSMMMG00000007945
choloepus_hoffmanni ENSCHOG00000001442
erinaceus_europaeus ENSEEUG00000001220
ochotona_princeps ENSOPRG00000001995
loxodonta_africana ENSLAFG00000013183
procavia_capensis ENSPCAG00000016299
phascolarctos_cinereus ENSPCIG00000029907
notamacropus_eugenii ENSMEUG00000003416
vombatus_ursinus ENSVURG00010017892
sarcophilus_harrisii ENSSHAG00000008505
monodelphis_domestica ENSMODG00000024865
ornithorhynchus_anatinus ENSOANG00000020641
calidris_pygmaea ENSCPGG00000004307
xenopus_tropicalis ENSXETG00000015938
latimeria_chalumnae ENSLACG00000013608
pygocentrus_nattereri ENSPNAG00000008684
ictalurus_punctatus ENSIPUG00000008886
electrophorus_electricus ENSEEEG00000021305
astyanax_mexicanus ENSAMXG00005004698
astyanax_mexicanus ENSAMXG00000029955
danio_rerio ENSDARG00000104846
denticeps_clupeoides ENSDCDG00000029735
maylandia_zebra ENSMZEG00005015373
haplochromis_burtoni ENSHBUG00000013556
astatotilapia_calliptera ENSACLG00000006124
pundamilia_nyererei ENSPNYG00000010013
oreochromis_niloticus ENSONIG00000009710
neolamprologus_brichardi ENSNBRG00000008073
neolamprologus_brichardi ENSNBRG00000000740
amphilophus_citrinellus ENSACIG00000024174
parambassis_ranga ENSPRNG00000014995
seriola_dumerili ENSSDUG00000003947
larimichthys_crocea ENSLCRG00005009747
mola_mola ENSMMOG00000021466
gasterosteus_aculeatus ENSGACG00000014753
scophthalmus_maximus ENSSMAG00000017143
amphiprion_ocellaris ENSAOCG00000012742
amphiprion_percula ENSAPEG00000023876
acanthochromis_polyacanthus ENSAPOG00000007979
stegastes_partitus ENSSPAG00000006076
mastacembelus_armatus ENSMAMG00000009990
takifugu_rubripes ENSTRUG00000007696
tetraodon_nigroviridis ENSTNIG00000003410
labrus_bergylta ENSLBEG00000018202
cottoperca_gobio ENSCGOG00000020424
anabas_testudineus ENSATEG00000006491
betta_splendens ENSBSLG00000004806
monopterus_albus ENSMALG00000021162
lates_calcarifer ENSLCAG00010008995
lates_calcarifer ENSLCAG00010018658
periophthalmus_magnuspinnatus ENSPMGG00000012722
poecilia_latipinna ENSPLAG00000008410
poecilia_mexicana ENSPMEG00000016253
poecilia_formosa ENSPFOG00000000323
poecilia_reticulata ENSPREG00000011634
