ciona_intestinalis ENSCING00000019847
ciona_savignyi ENSCSAVG00000007121
eptatretus_burgeri ENSEBUG00000015643
clupea_harengus ENSCHAG00000025441
denticeps_clupeoides ENSDCDG00000010241
danio_rerio ENSDARG00000075509
hucho_hucho ENSHHUG00000034139
hucho_hucho ENSHHUG00000010930
esox_lucius ENSELUG00000017022
takifugu_rubripes ENSTRUG00000000201
tetraodon_nigroviridis ENSTNIG00000003509
mola_mola ENSMMOG00000009707
takifugu_rubripes ENSTRUG00000020503
maylandia_zebra ENSMZEG00005017886
astatotilapia_calliptera ENSACLG00000015607
maylandia_zebra ENSMZEG00005028400
astatotilapia_calliptera ENSACLG00000012524
haplochromis_burtoni ENSHBUG00000008488
acanthochromis_polyacanthus ENSAPOG00000006507
cyprinodon_variegatus ENSCVAG00000008868
cyprinodon_variegatus ENSCVAG00000008886
poecilia_formosa ENSPFOG00000007125
poecilia_mexicana ENSPMEG00000012209
poecilia_reticulata ENSPREG00000014889
poecilia_latipinna ENSPLAG00000008218
xiphophorus_maculatus ENSXMAG00000012001
xiphophorus_couchianus ENSXCOG00000005381
gambusia_affinis ENSGAFG00000008177
fundulus_heteroclitus ENSFHEG00000003990
kryptolebias_marmoratus ENSKMAG00000015048
oryzias_latipes ENSORLG00015018500
oryzias_latipes ENSORLG00015018492
oryzias_latipes ENSORLG00020010420
oryzias_latipes ENSORLG00000013698
oryzias_melastigma ENSOMEG00000000222
pundamilia_nyererei ENSPNYG00000000987
haplochromis_burtoni ENSHBUG00000008507
acanthochromis_polyacanthus ENSAPOG00000017537
gouania_willdenowi ENSGWIG00000006756
cynoglossus_semilaevis ENSCSEG00000004528
hippocampus_comes ENSHCOG00000013115
larimichthys_crocea ENSLCRG00005011037
labrus_bergylta ENSLBEG00000025325
cottoperca_gobio ENSCGOG00000013071
gasterosteus_aculeatus ENSGACG00000013703
mola_mola ENSMMOG00000009704
monopterus_albus ENSMALG00000000079
mastacembelus_armatus ENSMAMG00000003678
anabas_testudineus ENSATEG00000004747
betta_splendens ENSBSLG00000004855
lates_calcarifer ENSLCAG00010004197
scophthalmus_maximus ENSSMAG00000015392
seriola_dumerili ENSSDUG00000019708
seriola_lalandi ENSSLDG00000002237
amphiprion_ocellaris ENSAOCG00000012780
amphiprion_percula ENSAPEG00000006475
acanthochromis_polyacanthus ENSAPOG00000017516
stegastes_partitus ENSSPAG00000011264
parambassis_ranga ENSPRNG00000020345
astatotilapia_calliptera ENSACLG00000021927
maylandia_zebra ENSMZEG00005020393
astatotilapia_calliptera ENSACLG00000021666
maylandia_zebra ENSMZEG00005001381
neolamprologus_brichardi ENSNBRG00000006957
oreochromis_niloticus ENSONIG00000008320
amphilophus_citrinellus ENSACIG00000016600
periophthalmus_magnuspinnatus ENSPMGG00000006050
gadus_morhua ENSGMOG00000014021
astyanax_mexicanus ENSAMXG00005003283
astyanax_mexicanus ENSAMXG00000006728
pygocentrus_nattereri ENSPNAG00000017774
ictalurus_punctatus ENSIPUG00000021639
electrophorus_electricus ENSEEEG00000009193
danio_rerio ENSDARG00000074303
denticeps_clupeoides ENSDCDG00000002347
clupea_harengus ENSCHAG00000018453
hucho_hucho ENSHHUG00000004352
hucho_hucho ENSHHUG00000027648
esox_lucius ENSELUG00000012316
scleropages_formosus ENSSFOG00015022094
paramormyrops_kingsleyae ENSPKIG00000007525
scleropages_formosus ENSSFOG00015012956
paramormyrops_kingsleyae ENSPKIG00000000881
lepisosteus_oculatus ENSLOCG00000004908
calidris_pygmaea ENSCPGG00000010244
calidris_pugnax ENSCPUG00000020014
lonchura_striata ENSLSDG00000013319
taeniopygia_guttata ENSTGUG00000015872
serinus_canaria ENSSCAG00000007594
junco_hyemalis ENSJHYG00000006690
zonotrichia_albicollis ENSZALG00000000134
ficedula_albicollis ENSFALG00000006327
cyanistes_caeruleus ENSCCEG00000006947
