sphenodon_punctatus ENSSPUG00000000694
notechis_scutatus ENSNSUG00000014697
apteryx_rowi ENSARWG00000012626
anser_brachyrhynchus ENSABRG00000002825
xenopus_tropicalis ENSXETG00000025909
procavia_capensis ENSPCAG00000010504
loxodonta_africana ENSLAFG00000003007
dasypus_novemcinctus ENSDNOG00000040335
ursus_americanus ENSUAMG00000016462
ailuropoda_melanoleuca ENSAMEG00000016295
vulpes_vulpes ENSVVUG00000030378
canis_lupus_dingo ENSCAFG00020005738
canis_lupus_familiaris ENSCAFG00000001177
neovison_vison ENSNVIG00000000876
mustela_putorius_furo ENSMPUG00000000996
felis_catus ENSFCAG00000022579
panthera_pardus ENSPPRG00000004048
equus_caballus ENSECAG00000019688
equus_asinus_asinus ENSEASG00005017537
capra_hircus ENSCHIG00000020666
ovis_aries ENSOARG00000006434
bos_taurus ENSBTAG00000020720
bos_mutus ENSBMUG00000013244
bison_bison_bison ENSBBBG00000016183
sus_scrofa ENSSSCG00000013991
tursiops_truncatus ENSTTRG00000014189
myotis_lucifugus ENSMLUG00000023748
pteropus_vampyrus ENSPVAG00000007384
erinaceus_europaeus ENSEEUG00000004717
microtus_ochrogaster ENSMOCG00000020633
peromyscus_maniculatus_bairdii ENSPEMG00000016726
cricetulus_griseus_chok1gshd ENSCGRG00001021154
cricetulus_griseus_crigri-picr ENSCGRG00015018328
cricetulus_griseus_crigri ENSCGRG00000003608
mesocricetus_auratus ENSMAUG00000019958
mus_musculus ENSMUSG00000020441
mus_spicilegus ENSMSIG00000021149
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017266
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016429
mus_pahari MGP_PahariEiJ_G0017560
rattus_norvegicus ENSRNOG00000002944
meriones_unguiculatus ENSMUGG00000008790
nannospalax_galili ENSNGAG00000016568
jaculus_jaculus ENSJJAG00000001888
castor_canadensis ENSCCNG00000012486
ictidomys_tridecemlineatus ENSSTOG00000009295
urocitellus_parryii ENSUPAG00010009587
chinchilla_lanigera ENSCLAG00000001077
octodon_degus ENSODEG00000000976
cavia_porcellus ENSCPOG00000000984
heterocephalus_glaber_female ENSHGLG00000001640
oryctolagus_cuniculus ENSOCUG00000025634
ochotona_princeps ENSOPRG00000015072
propithecus_coquereli ENSPCOG00000025028
prolemur_simus ENSPSMG00000013245
microcebus_murinus ENSMICG00000027688
otolemur_garnettii ENSOGAG00000010978
pan_troglodytes ENSPTRG00000002067
pan_paniscus ENSPPAG00000031412
homo_sapiens ENSG00000143793
gorilla_gorilla ENSGGOG00000015702
pongo_abelii ENSPPYG00000000147
nomascus_leucogenys ENSNLEG00000033210
rhinopithecus_roxellana ENSRROG00000039110
rhinopithecus_bieti ENSRBIG00000032408
piliocolobus_tephrosceles ENSPTEG00000026158
macaca_fascicularis ENSMFAG00000045378
macaca_nemestrina ENSMNEG00000029724
macaca_mulatta ENSMMUG00000002791
cercocebus_atys ENSCATG00000036828
papio_anubis ENSPANG00000030738
papio_anubis ENSPANG00000035267
chlorocebus_sabaeus ENSCSAG00000016465
theropithecus_gelada ENSTGEG00000002326
mandrillus_leucophaeus ENSMLEG00000044367
papio_anubis ENSPANG00000009889
colobus_angolensis_palliatus ENSCANG00000034015
saimiri_boliviensis_boliviensis ENSSBOG00000023673
cebus_capucinus ENSCCAG00000020266
callithrix_jacchus ENSCJAG00000016721
aotus_nancymaae ENSANAG00000020714
carlito_syrichta ENSTSYG00000031003
phascolarctos_cinereus ENSPCIG00000021849
sarcophilus_harrisii ENSSHAG00000014645
parus_major ENSPMJG00000003973
cyanistes_caeruleus ENSCCEG00000008203
zonotrichia_albicollis ENSZALG00000013781
junco_hyemalis ENSJHYG00000012691
ficedula_albicollis ENSFALG00000001084
taeniopygia_guttata ENSTGUG00000014364
lonchura_striata_domestica ENSLSDG00000008452
serinus_canaria ENSSCAG00000006089
lepidothrix_coronata ENSLCOG00000002179
manacus_vitellinus ENSMVIG00005019500
calidris_pugnax ENSCPUG00000019098
meleagris_gallopavo ENSMGAG00000002619
coturnix_japonica ENSCJPG00005010536
gallus_gallus ENSGALG00000037519
anas_platyrhynchos_platyrhynchos ENSAPLG00000004460
melopsittacus_undulatus ENSMUNG00000003814
numida_meleagris ENSNMEG00000004915
gopherus_agassizii ENSGAGG00000001797
chelonoidis_abingdonii ENSCABG00000014826
chrysemys_picta_bellii ENSCPBG00000001754
pelodiscus_sinensis ENSPSIG00000010307
crocodylus_porosus ENSCPRG00005002524
pogona_vitticeps ENSPVIG00000009698
anolis_carolinensis ENSACAG00000006899
salvator_merianae ENSSMRG00000016934
latimeria_chalumnae ENSLACG00000006249
scleropages_formosus ENSSFOG00015009520
paramormyrops_kingsleyae ENSPKIG00000005451
pygocentrus_nattereri ENSPNAG00000007279
astyanax_mexicanus ENSAMXG00000030163
ictalurus_punctatus ENSIPUG00000006390
danio_rerio ENSDARG00000004525
oreochromis_niloticus ENSONIG00000009485
stegastes_partitus ENSSPAG00000003445
takifugu_rubripes ENSTRUG00000014402
tetraodon_nigroviridis ENSTNIG00000008488
cynoglossus_semilaevis ENSCSEG00000012269
seriola_dumerili ENSSDUG00000017274
scophthalmus_maximus ENSSMAG00000018814
labrus_bergylta ENSLBEG00000001982
monopterus_albus ENSMALG00000014322
mastacembelus_armatus ENSMAMG00000016191
anabas_testudineus ENSATEG00000005635
amphiprion_ocellaris ENSAOCG00000001523
amphiprion_percula ENSAPEG00000002128
acanthochromis_polyacanthus ENSAPOG00000014957
hippocampus_comes ENSHCOG00000020206
periophthalmus_magnuspinnatus ENSPMGG00000015350
pundamilia_nyererei ENSPNYG00000015811
haplochromis_burtoni ENSHBUG00000008610
astatotilapia_calliptera ENSACLG00000017397
maylandia_zebra ENSMZEG00005025001
neolamprologus_brichardi ENSNBRG00000011218
oryzias_latipes ENSORLG00000017592
mola_mola ENSMMOG00000016636
gasterosteus_aculeatus ENSGACG00000017444
amphilophus_citrinellus ENSACIG00000019038
seriola_lalandi_dorsalis ENSSLDG00000013938
gadus_morhua ENSGMOG00000000439
poecilia_formosa ENSPFOG00000012658
poecilia_reticulata ENSPREG00000007758
poecilia_mexicana ENSPMEG00000000199
poecilia_latipinna ENSPLAG00000003496
gambusia_affinis ENSGAFG00000021448
xiphophorus_couchianus ENSXCOG00000015159
xiphophorus_maculatus ENSXMAG00000005776
cyprinodon_variegatus ENSCVAG00000018338
cyprinodon_variegatus ENSCVAG00000021607
fundulus_heteroclitus ENSFHEG00000011733
kryptolebias_marmoratus ENSKMAG00000004347
oryzias_latipes ENSORLG00020007981
oryzias_latipes_asm223469v1 ENSORLG00015007771
oryzias_melastigma ENSOMEG00000016902
esox_lucius ENSELUG00000022509
lepisosteus_oculatus ENSLOCG00000009188
petromyzon_marinus ENSPMAG00000002045
