apteryx_haastii ENSAHAG00000002903
apteryx_owenii ENSAOWG00000014547
apteryx_rowi ENSARWG00000011153
dromaius_novaehollandiae ENSDNVG00000008962
nothoprocta_perdicaria ENSNPEG00000007311
anser_brachyrhynchus ENSABRG00000002485
anas_platyrhynchos_platyrhynchos ENSAPLG00000004029
meleagris_gallopavo ENSMGAG00000001529
taeniopygia_guttata ENSTGUG00000006176
serinus_canaria ENSSCAG00000005457
zonotrichia_albicollis ENSZALG00000011237
junco_hyemalis ENSJHYG00000016493
cyanistes_caeruleus ENSCCEG00000014735
parus_major ENSPMJG00000000390
ficedula_albicollis ENSFALG00000007382
lepidothrix_coronata ENSLCOG00000015315
manacus_vitellinus ENSMVIG00005010892
melopsittacus_undulatus ENSMUNG00000014985
calidris_pugnax ENSCPUG00000010772
calidris_pygmaea ENSCPGG00000009629
crocodylus_porosus ENSCPRG00005002103
chelonoidis_abingdonii ENSCABG00000023076
gopherus_agassizii ENSGAGG00000006801
chrysemys_picta_bellii ENSCPBG00000015867
pogona_vitticeps ENSPVIG00000018438
pogona_vitticeps ENSPVIG00000018437
anolis_carolinensis ENSACAG00000002266
notechis_scutatus ENSNSUG00000004936
salvator_merianae ENSSMRG00000004082
gallus_gallus ENSGALG00000047215
nothoprocta_perdicaria ENSNPEG00000007317
ornithorhynchus_anatinus ENSOANG00000028561
sarcophilus_harrisii ENSSHAG00000000824
ornithorhynchus_anatinus ENSOANG00000001159
xenopus_tropicalis ENSXETG00000026640
pan_paniscus ENSPPAG00000028024
pan_troglodytes ENSPTRG00000008303
homo_sapiens ENSG00000157353
gorilla_gorilla ENSGGOG00000005949
pongo_abelii ENSPPYG00000007541
nomascus_leucogenys ENSNLEG00000016111
theropithecus_gelada ENSTGEG00000012472
papio_anubis ENSPANG00000009922
cercocebus_atys ENSCATG00000037116
macaca_fascicularis ENSMFAG00000036078
macaca_mulatta ENSMMUG00000003174
macaca_nemestrina ENSMNEG00000043191
mandrillus_leucophaeus ENSMLEG00000031685
chlorocebus_sabaeus ENSCSAG00000004438
rhinopithecus_roxellana ENSRROG00000005603
piliocolobus_tephrosceles ENSPTEG00000003854
rhinopithecus_bieti ENSRBIG00000037250
colobus_angolensis_palliatus ENSCANG00000031310
saimiri_boliviensis_boliviensis ENSSBOG00000022951
cebus_capucinus ENSCCAG00000037899
callithrix_jacchus ENSCJAG00000014678
aotus_nancymaae ENSANAG00000025413
carlito_syrichta ENSTSYG00000012102
propithecus_coquereli ENSPCOG00000027743
microcebus_murinus ENSMICG00000001338
prolemur_simus ENSPSMG00000007949
otolemur_garnettii ENSOGAG00000016043
tupaia_belangeri ENSTBEG00000001896
chinchilla_lanigera ENSCLAG00000005770
octodon_degus ENSODEG00000014046
cavia_porcellus ENSCPOG00000015035
cavia_aperea ENSCAPG00000000060
heterocephalus_glaber_female ENSHGLG00000012100
heterocephalus_glaber_male ENSHGLG00100015932
fukomys_damarensis ENSFDAG00000008184
spermophilus_dauricus ENSSDAG00000020242
urocitellus_parryii ENSUPAG00010015050
