pan_troglodytes ENSPTRG00000039177
pan_paniscus ENSPPAG00000028025
gorilla_gorilla ENSGGOG00000027200
nomascus_leucogenys ENSNLEG00000035004
macaca_fascicularis ENSMFAG00000035857
macaca_mulatta ENSMMUG00000047914
macaca_nemestrina ENSMNEG00000001360
cercocebus_atys ENSCATG00000044879
chlorocebus_sabaeus ENSCSAG00000014193
mandrillus_leucophaeus ENSMLEG00000041406
papio_anubis ENSPANG00000010752
theropithecus_gelada ENSTGEG00000021183
rhinopithecus_roxellana ENSRROG00000034782
rhinopithecus_bieti ENSRBIG00000038300
