caenorhabditis_elegans_strain_n2 WBGene00009648
drosophila_melanogaster FBgn0051223
latimeria_chalumnae ENSLACG00000007472
xenopus_tropicalis ENSXETG00000023323
astyanax_mexicanus ENSAMXG00000037639
pygocentrus_nattereri ENSPNAG00000005616
ictalurus_punctatus ENSIPUG00000017558
danio_rerio ENSDARG00000030805
poecilia_mexicana ENSPMEG00000016432
poecilia_formosa ENSPFOG00000020702
poecilia_latipinna ENSPLAG00000004023
poecilia_reticulata ENSPREG00000003644
xiphophorus_maculatus ENSXMAG00000025544
gambusia_affinis ENSGAFG00000001487
cyprinodon_variegatus ENSCVAG00000012948
fundulus_heteroclitus ENSFHEG00000019590
oryzias_latipes ENSORLG00020012551
oryzias_latipes_asm223469v1 ENSORLG00015018333
oryzias_latipes ENSORLG00000004508
oryzias_melastigma ENSOMEG00000011883
haplochromis_burtoni ENSHBUG00000013339
pundamilia_nyererei ENSPNYG00000000745
astatotilapia_calliptera ENSACLG00000023876
maylandia_zebra ENSMZEG00005027378
neolamprologus_brichardi ENSNBRG00000013175
oreochromis_niloticus ENSONIG00000000926
amphilophus_citrinellus ENSACIG00000009688
acanthochromis_polyacanthus ENSAPOG00000016584
amphiprion_ocellaris ENSAOCG00000017380
stegastes_partitus ENSSPAG00000000156
monopterus_albus ENSMALG00000001307
mastacembelus_armatus ENSMAMG00000021858
gasterosteus_aculeatus ENSGACG00000010715
takifugu_rubripes ENSTRUG00000021686
mola_mola ENSMMOG00000007815
labrus_bergylta ENSLBEG00000023441
anabas_testudineus ENSATEG00000010684
seriola_dumerili ENSSDUG00000019104
seriola_lalandi_dorsalis ENSSLDG00000023110
scophthalmus_maximus ENSSMAG00000016845
hippocampus_comes ENSHCOG00000002085
periophthalmus_magnuspinnatus ENSPMGG00000013181
gadus_morhua ENSGMOG00000008341
esox_lucius ENSELUG00000016219
paramormyrops_kingsleyae ENSPKIG00000023039
scleropages_formosus ENSSFOG00015019696
pogona_vitticeps ENSPVIG00000010845
anolis_carolinensis ENSACAG00000010853
notechis_scutatus ENSNSUG00000016893
salvator_merianae ENSSMRG00000010609
sphenodon_punctatus ENSSPUG00000009605
gopherus_agassizii ENSGAGG00000025864
chelonoidis_abingdonii ENSCABG00000002976
chrysemys_picta_bellii ENSCPBG00000023638
pelodiscus_sinensis ENSPSIG00000006244
anser_brachyrhynchus ENSABRG00000002436
anas_platyrhynchos_platyrhynchos ENSAPLG00000030193
gallus_gallus ENSGALG00000053365
coturnix_japonica ENSCJPG00005002483
junco_hyemalis ENSJHYG00000007494
parus_major ENSPMJG00000004107
lonchura_striata_domestica ENSLSDG00000007260
apteryx_rowi ENSARWG00000003685
chinchilla_lanigera ENSCLAG00000018113
octodon_degus ENSODEG00000020556
cavia_porcellus ENSCPOG00000014709
heterocephalus_glaber_female ENSHGLG00000020780
heterocephalus_glaber_male ENSHGLG00100021049
fukomys_damarensis ENSFDAG00000011135
urocitellus_parryii ENSUPAG00010010217
ictidomys_tridecemlineatus ENSSTOG00000003331
marmota_marmota_marmota ENSMMMG00000009678
castor_canadensis ENSCCNG00000024922
dipodomys_ordii ENSDORG00000003618
mus_musculus ENSMUSG00000075227
mus_spicilegus ENSMSIG00000030268
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023498
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022587
mus_pahari MGP_PahariEiJ_G0014081
rattus_norvegicus ENSRNOG00000021794
meriones_unguiculatus ENSMUGG00000020357
cricetulus_griseus_chok1gshd ENSCGRG00001007867
cricetulus_griseus_crigri-picr ENSCGRG00015014297
cricetulus_griseus_crigri ENSCGRG00000018682
mesocricetus_auratus ENSMAUG00000002236
microtus_ochrogaster ENSMOCG00000010138
peromyscus_maniculatus_bairdii ENSPEMG00000007214
nannospalax_galili ENSNGAG00000001771
jaculus_jaculus ENSJJAG00000010835
tupaia_belangeri ENSTBEG00000007235
prolemur_simus ENSPSMG00000000668
otolemur_garnettii ENSOGAG00000015012
pan_troglodytes ENSPTRG00000003865
pan_paniscus ENSPPAG00000024364
homo_sapiens ENSG00000174276
gorilla_gorilla ENSGGOG00000002712
pongo_abelii ENSPPYG00000003078
nomascus_leucogenys ENSNLEG00000005503
macaca_mulatta ENSMMUG00000018775
theropithecus_gelada ENSTGEG00000009811
chlorocebus_sabaeus ENSCSAG00000019173
piliocolobus_tephrosceles ENSPTEG00000023356
callithrix_jacchus ENSCJAG00000022195
procavia_capensis ENSPCAG00000015247
bos_mutus ENSBMUG00000003316
bos_taurus ENSBTAG00000005073
bison_bison_bison ENSBBBG00000008014
capra_hircus ENSCHIG00000009990
ovis_aries ENSOARG00000012613
tursiops_truncatus ENSTTRG00000017245
vicugna_pacos ENSVPAG00000005204
sus_scrofa ENSSSCG00000013003
neovison_vison ENSNVIG00000017520
mustela_putorius_furo ENSMPUG00000019991
ursus_americanus ENSUAMG00000012275
canis_lupus_familiaris ENSCAFG00000030426
canis_lupus_dingo ENSCAFG00020014934
vulpes_vulpes ENSVVUG00000027403
panthera_pardus ENSPPRG00000014473
felis_catus ENSFCAG00000041142
equus_asinus_asinus ENSEASG00005018216
equus_caballus ENSECAG00000021748
myotis_lucifugus ENSMLUG00000027981
pteropus_vampyrus ENSPVAG00000007914
dasypus_novemcinctus ENSDNOG00000044468
sorex_araneus ENSSARG00000011568
oryctolagus_cuniculus ENSOCUG00000024910
phascolarctos_cinereus ENSPCIG00000007716
monodelphis_domestica ENSMODG00000024077
eptatretus_burgeri ENSEBUG00000007772
ciona_intestinalis ENSCING00000024158
