anser_brachyrhynchus ENSABRG00000013283
anas_platyrhynchos ENSAPLG00000006744
gallus_gallus ENSGALG00000009944
meleagris_gallopavo ENSMGAG00000002025
coturnix_japonica ENSCJPG00005019328
numida_meleagris ENSNMEG00000005254
calidris_pugnax ENSCPUG00000014272
calidris_pygmaea ENSCPGG00000013291
melopsittacus_undulatus ENSMUNG00000016381
apteryx_haastii ENSAHAG00000013646
apteryx_rowi ENSARWG00000000581
apteryx_owenii ENSAOWG00000000360
dromaius_novaehollandiae ENSDNVG00000003101
nothoprocta_perdicaria ENSNPEG00000010648
crocodylus_porosus ENSCPRG00005007477
chelonoidis_abingdonii ENSCABG00000003186
gopherus_agassizii ENSGAGG00000009680
chrysemys_picta ENSCPBG00000027273
pelodiscus_sinensis ENSPSIG00000003897
pogona_vitticeps ENSPVIG00000020200
anolis_carolinensis ENSACAG00000005025
notechis_scutatus ENSNSUG00000007077
salvator_merianae ENSSMRG00000021795
sphenodon_punctatus ENSSPUG00000014920
castor_canadensis ENSCCNG00000001560
dipodomys_ordii ENSDORG00000014746
mus_musculus ENSMUSG00000038909
mus_spicilegus ENSMSIG00000019556
mus_spretus MGP_SPRETEiJ_G0017849
mus_caroli MGP_CAROLIEiJ_G0017004
mus_pahari MGP_PahariEiJ_G0018133
rattus_norvegicus ENSRNOG00000022664
meriones_unguiculatus ENSMUGG00000010158
microtus_ochrogaster ENSMOCG00000012946
peromyscus_maniculatus ENSPEMG00000020984
cricetulus_griseus ENSCGRG00000004124
cricetulus_griseus ENSCGRG00015020642
nannospalax_galili ENSNGAG00000021224
jaculus_jaculus ENSJJAG00000010625
heterocephalus_glaber ENSHGLG00100008868
heterocephalus_glaber ENSHGLG00000012906
fukomys_damarensis ENSFDAG00000019321
cavia_porcellus ENSCPOG00000001822
cavia_aperea ENSCAPG00000012877
octodon_degus ENSODEG00000016946
chinchilla_lanigera ENSCLAG00000013168
urocitellus_parryii ENSUPAG00010005813
ictidomys_tridecemlineatus ENSSTOG00000021252
spermophilus_dauricus ENSSDAG00000011270
marmota_marmota ENSMMMG00000000100
marmota_marmota ENSMMMG00000007595
oryctolagus_cuniculus ENSOCUG00000000668
ochotona_princeps ENSOPRG00000007212
pan_paniscus ENSPPAG00000041097
pan_troglodytes ENSPTRG00000009383
homo_sapiens ENSG00000136504
gorilla_gorilla ENSGGOG00000007469
pongo_abelii ENSPPYG00000008925
nomascus_leucogenys ENSNLEG00000003201
mandrillus_leucophaeus ENSMLEG00000043692
cercocebus_atys ENSCATG00000030056
papio_anubis ENSPANG00000022824
macaca_nemestrina ENSMNEG00000044419
theropithecus_gelada ENSTGEG00000029026
macaca_fascicularis ENSMFAG00000036338
macaca_mulatta ENSMMUG00000047550
chlorocebus_sabaeus ENSCSAG00000005187
colobus_angolensis ENSCANG00000040077
piliocolobus_tephrosceles ENSPTEG00000034386
