labrus_bergylta ENSLBEG00000028749
mola_mola ENSMMOG00000008387
amphiprion_percula ENSAPEG00000014882
amphiprion_ocellaris ENSAOCG00000012635
acanthochromis_polyacanthus ENSAPOG00000013563
stegastes_partitus ENSSPAG00000000715
pundamilia_nyererei ENSPNYG00000005370
haplochromis_burtoni ENSHBUG00000006370
maylandia_zebra ENSMZEG00005018473
astatotilapia_calliptera ENSACLG00000019210
neolamprologus_brichardi ENSNBRG00000010749
amphilophus_citrinellus ENSACIG00000011403
kryptolebias_marmoratus ENSKMAG00000010925
mastacembelus_armatus ENSMAMG00000018796
monopterus_albus ENSMALG00000005737
anabas_testudineus ENSATEG00000009562
seriola_dumerili ENSSDUG00000010468
seriola_lalandi_dorsalis ENSSLDG00000008862
scophthalmus_maximus ENSSMAG00000018764
hippocampus_comes ENSHCOG00000001755
periophthalmus_magnuspinnatus ENSPMGG00000000827
lepisosteus_oculatus ENSLOCG00000002479
xenopus_tropicalis ENSXETG00000031554
latimeria_chalumnae ENSLACG00000003925
