vombatus_ursinus ENSVURG00010004871
monodelphis_domestica ENSMODG00000024731
sarcophilus_harrisii ENSSHAG00000009033
homo_sapiens ENSG00000140406
pongo_abelii ENSPPYG00000006718
theropithecus_gelada ENSTGEG00000002739
macaca_mulatta ENSMMUG00000052973
chlorocebus_sabaeus ENSCSAG00000019729
piliocolobus_tephrosceles ENSPTEG00000020299
cebus_capucinus ENSCCAG00000003557
callithrix_jacchus ENSCJAG00000007827
saimiri_boliviensis ENSSBOG00000016445
aotus_nancymaae ENSANAG00000008533
aotus_nancymaae ENSANAG00000023678
otolemur_garnettii ENSOGAG00000033271
mus_spretus MGP_SPRETEiJ_G0031047
mus_spicilegus ENSMSIG00000017186
mus_musculus ENSMUSG00000070462
mus_caroli MGP_CAROLIEiJ_G0029943
mus_pahari MGP_PahariEiJ_G0013164
rattus_norvegicus ENSRNOG00000012349
meriones_unguiculatus ENSMUGG00000019668
peromyscus_maniculatus ENSPEMG00000007538
microtus_ochrogaster ENSMOCG00000008894
cricetulus_griseus ENSCGRG00001009930
cricetulus_griseus ENSCGRG00015004758
cricetulus_griseus ENSCGRG00000018469
mesocricetus_auratus ENSMAUG00000018174
nannospalax_galili ENSNGAG00000015622
jaculus_jaculus ENSJJAG00000010178
chinchilla_lanigera ENSCLAG00000018087
cavia_porcellus ENSCPOG00000004279
octodon_degus ENSODEG00000020545
heterocephalus_glaber ENSHGLG00000020600
heterocephalus_glaber ENSHGLG00100021019
ictidomys_tridecemlineatus ENSSTOG00000021786
marmota_marmota ENSMMMG00000018523
bos_indicus ENSBIXG00005014868
bos_indicus ENSBIXG00000001397
capra_hircus ENSCHIG00000004554
tursiops_truncatus ENSTTRG00000005010
sus_scrofa ENSSSCG00000037209
equus_caballus ENSECAG00000004005
equus_asinus ENSEASG00005007056
neovison_vison ENSNVIG00000011971
mustela_putorius ENSMPUG00000019757
ursus_americanus ENSUAMG00000025437
panthera_pardus ENSPPRG00000017549
felis_catus ENSFCAG00000040775
bos_mutus ENSBMUG00000026427
ovis_aries ENSOARG00000015666
ailuropoda_melanoleuca ENSAMEG00000006159
canis_lupus ENSCAFG00020015813
vulpes_vulpes ENSVVUG00000004865
oryctolagus_cuniculus ENSOCUG00000016299
castor_canadensis ENSCCNG00000009747
pan_paniscus ENSPPAG00000015510
canis_lupus ENSCAFG00000013854
propithecus_coquereli ENSPCOG00000025725
microcebus_murinus ENSMICG00000002007
prolemur_simus ENSPSMG00000003084
dasypus_novemcinctus ENSDNOG00000037443
loxodonta_africana ENSLAFG00000014516
scleropages_formosus ENSSFOG00015016451
paramormyrops_kingsleyae ENSPKIG00000018170
paramormyrops_kingsleyae ENSPKIG00000021041
scleropages_formosus ENSSFOG00015016431
xiphophorus_couchianus ENSXCOG00000009308
xiphophorus_maculatus ENSXMAG00000019479
gambusia_affinis ENSGAFG00000004472
poecilia_mexicana ENSPMEG00000023772
poecilia_latipinna ENSPLAG00000006579
poecilia_reticulata ENSPREG00000022141
fundulus_heteroclitus ENSFHEG00000011507
cyprinodon_variegatus ENSCVAG00000016531
kryptolebias_marmoratus ENSKMAG00000007650
cynoglossus_semilaevis ENSCSEG00000005811
gasterosteus_aculeatus ENSGACG00000012450
labrus_bergylta ENSLBEG00000017928
takifugu_rubripes ENSTRUG00000002632
tetraodon_nigroviridis ENSTNIG00000006697
monopterus_albus ENSMALG00000016328
mastacembelus_armatus ENSMAMG00000011228
anabas_testudineus ENSATEG00000012126
betta_splendens ENSBSLG00000013582
hippocampus_comes ENSHCOG00000017858
seriola_lalandi ENSSLDG00000011158
seriola_dumerili ENSSDUG00000012440
scophthalmus_maximus ENSSMAG00000015707
lates_calcarifer ENSLCAG00010009550
larimichthys_crocea ENSLCRG00005018994
mola_mola ENSMMOG00000015388
cottoperca_gobio ENSCGOG00000016183
amphiprion_ocellaris ENSAOCG00000023804
amphiprion_percula ENSAPEG00000000269
