ciona_intestinalis ENSCING00000024933
ciona_savignyi ENSCSAVG00000007138
caenorhabditis_elegans_strain_n2 WBGene00019246
sarcophilus_harrisii ENSSHAG00000010690
phascolarctos_cinereus ENSPCIG00000007312
monodelphis_domestica ENSMODG00000005494
xenopus_tropicalis ENSXETG00000003291
latimeria_chalumnae ENSLACG00000013686
apteryx_haastii ENSAHAG00000001193
apteryx_rowi ENSARWG00000015868
apteryx_owenii ENSAOWG00000013951
dromaius_novaehollandiae ENSDNVG00000012316
crocodylus_porosus ENSCPRG00005015388
gopherus_agassizii ENSGAGG00000008356
chelonoidis_abingdonii ENSCABG00000003761
chrysemys_picta_bellii ENSCPBG00000009702
pelodiscus_sinensis ENSPSIG00000002870
sphenodon_punctatus ENSSPUG00000006114
meleagris_gallopavo ENSMGAG00000003769
coturnix_japonica ENSCJPG00005010654
gallus_gallus ENSGALG00000002591
numida_meleagris ENSNMEG00000003254
anser_brachyrhynchus ENSABRG00000005373
anas_platyrhynchos_platyrhynchos ENSAPLG00000023010
manacus_vitellinus ENSMVIG00005015453
lepidothrix_coronata ENSLCOG00000013336
parus_major ENSPMJG00000011521
ficedula_albicollis ENSFALG00000013986
lonchura_striata_domestica ENSLSDG00000014820
taeniopygia_guttata ENSTGUG00000000922
junco_hyemalis ENSJHYG00000004454
zonotrichia_albicollis ENSZALG00000011768
serinus_canaria ENSSCAG00000006314
calidris_pugnax ENSCPUG00000006419
calidris_pygmaea ENSCPGG00000002116
nothoprocta_perdicaria ENSNPEG00000001323
salvator_merianae ENSSMRG00000013197
propithecus_coquereli ENSPCOG00000014491
prolemur_simus ENSPSMG00000007899
microcebus_murinus ENSMICG00000013063
otolemur_garnettii ENSOGAG00000012311
chinchilla_lanigera ENSCLAG00000014874
chinchilla_lanigera ENSCLAG00000009238
octodon_degus ENSODEG00000007985
octodon_degus ENSODEG00000011490
octodon_degus ENSODEG00000013230
cavia_porcellus ENSCPOG00000001542
cavia_aperea ENSCAPG00000010843
heterocephalus_glaber_male ENSHGLG00100011014
heterocephalus_glaber_female ENSHGLG00000013330
fukomys_damarensis ENSFDAG00000014539
ictidomys_tridecemlineatus ENSSTOG00000002853
urocitellus_parryii ENSUPAG00010013788
spermophilus_dauricus ENSSDAG00000005896
rhinopithecus_roxellana ENSRROG00000043763
rhinopithecus_bieti ENSRBIG00000028726
colobus_angolensis_palliatus ENSCANG00000025560
piliocolobus_tephrosceles ENSPTEG00000033702
papio_anubis ENSPANG00000018011
