gopherus_agassizii ENSGAGG00000014896
chrysemys_picta_bellii ENSCPBG00000021608
apteryx_rowi ENSARWG00000016563
nothoprocta_perdicaria ENSNPEG00000008479
anser_brachyrhynchus ENSABRG00000022271
anas_platyrhynchos_platyrhynchos ENSAPLG00000024149
calidris_pygmaea ENSCPGG00000001700
gallus_gallus ENSGALG00000026119
coturnix_japonica ENSCJPG00005008502
numida_meleagris ENSNMEG00000021469
junco_hyemalis ENSJHYG00000015500
parus_major ENSPMJG00000013400
taeniopygia_guttata ENSTGUG00000007793
lonchura_striata_domestica ENSLSDG00000012521
ficedula_albicollis ENSFALG00000008424
lepidothrix_coronata ENSLCOG00000012465
melopsittacus_undulatus ENSMUNG00000013050
monodelphis_domestica ENSMODG00000008302
notamacropus_eugenii ENSMEUG00000015237
heterocephalus_glaber_male ENSHGLG00100017134
heterocephalus_glaber_female ENSHGLG00000005808
fukomys_damarensis ENSFDAG00000005876
chinchilla_lanigera ENSCLAG00000008565
octodon_degus ENSODEG00000016973
cavia_porcellus ENSCPOG00000003430
urocitellus_parryii ENSUPAG00010011528
ictidomys_tridecemlineatus ENSSTOG00000024397
mus_musculus ENSMUSG00000070576
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028555
mus_spicilegus ENSMSIG00000005838
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027557
mus_pahari MGP_PahariEiJ_G0024139
rattus_norvegicus ENSRNOG00000027489
meriones_unguiculatus ENSMUGG00000024295
cricetulus_griseus_crigri-picr ENSCGRG00015022133
cricetulus_griseus_chok1gshd ENSCGRG00001003163
cricetulus_griseus_crigri ENSCGRG00000003913
mesocricetus_auratus ENSMAUG00000015049
microtus_ochrogaster ENSMOCG00000015025
peromyscus_maniculatus_bairdii ENSPEMG00000004480
nannospalax_galili ENSNGAG00000020708
jaculus_jaculus ENSJJAG00000015273
castor_canadensis ENSCCNG00000031583
oryctolagus_cuniculus ENSOCUG00000027481
ochotona_princeps ENSOPRG00000002500
propithecus_coquereli ENSPCOG00000021866
prolemur_simus ENSPSMG00000013677
microcebus_murinus ENSMICG00000036966
otolemur_garnettii ENSOGAG00000032098
pan_troglodytes ENSPTRG00000014201
pan_paniscus ENSPPAG00000034487
homo_sapiens ENSG00000169184
gorilla_gorilla ENSGGOG00000004428
pongo_abelii ENSPPYG00000011672
nomascus_leucogenys ENSNLEG00000002191
macaca_nemestrina ENSMNEG00000028265
macaca_fascicularis ENSMFAG00000032164
cercocebus_atys ENSCATG00000011740
mandrillus_leucophaeus ENSMLEG00000040955
theropithecus_gelada ENSTGEG00000026776
papio_anubis ENSPANG00000018710
chlorocebus_sabaeus ENSCSAG00000010001
colobus_angolensis_palliatus ENSCANG00000028482
piliocolobus_tephrosceles ENSPTEG00000035626
rhinopithecus_bieti ENSRBIG00000038746
rhinopithecus_roxellana ENSRROG00000044169
saimiri_boliviensis_boliviensis ENSSBOG00000034797
cebus_capucinus ENSCCAG00000022554
callithrix_jacchus ENSCJAG00000020170
aotus_nancymaae ENSANAG00000034501
equus_caballus ENSECAG00000019170
equus_asinus_asinus ENSEASG00005009790
myotis_lucifugus ENSMLUG00000016531
capra_hircus ENSCHIG00000020877
ovis_aries ENSOARG00000001775
bos_taurus ENSBTAG00000010464
bos_mutus ENSBMUG00000000122
sus_scrofa ENSSSCG00000009966
neovison_vison ENSNVIG00000004310
mustela_putorius_furo ENSMPUG00000013587
ursus_americanus ENSUAMG00000019224
canis_lupus_dingo ENSCAFG00020022416
canis_lupus_familiaris ENSCAFG00000011823
loxodonta_africana ENSLAFG00000003499
procavia_capensis ENSPCAG00000013819
echinops_telfairi ENSETEG00000008846
tupaia_belangeri ENSTBEG00000000266
mustela_putorius_furo ENSMPUG00000018503
choloepus_hoffmanni ENSCHOG00000005846
dasypus_novemcinctus ENSDNOG00000012193
pogona_vitticeps ENSPVIG00000017780
salvator_merianae ENSSMRG00000020891
sphenodon_punctatus ENSSPUG00000007571
xenopus_tropicalis ENSXETG00000002258
latimeria_chalumnae ENSLACG00000007197
scleropages_formosus ENSSFOG00015017775
paramormyrops_kingsleyae ENSPKIG00000023418
pygocentrus_nattereri ENSPNAG00000014387
astyanax_mexicanus ENSAMXG00000019754
ictalurus_punctatus ENSIPUG00000015254
danio_rerio ENSDARG00000076529
seriola_lalandi_dorsalis ENSSLDG00000010012
seriola_dumerili ENSSDUG00000020924
scophthalmus_maximus ENSSMAG00000006060
xiphophorus_maculatus ENSXMAG00000001915
xiphophorus_couchianus ENSXCOG00000015858
gambusia_affinis ENSGAFG00000010426
poecilia_formosa ENSPFOG00000013142
poecilia_latipinna ENSPLAG00000019138
poecilia_mexicana ENSPMEG00000002521
poecilia_reticulata ENSPREG00000007906
fundulus_heteroclitus ENSFHEG00000020461
cyprinodon_variegatus ENSCVAG00000020850
kryptolebias_marmoratus ENSKMAG00000004777
oryzias_latipes ENSORLG00020005338
oryzias_latipes ENSORLG00000011848
oryzias_latipes_asm223469v1 ENSORLG00015019875
oryzias_melastigma ENSOMEG00000010767
astatotilapia_calliptera ENSACLG00000010285
maylandia_zebra ENSMZEG00005011266
haplochromis_burtoni ENSHBUG00000000334
pundamilia_nyererei ENSPNYG00000016648
neolamprologus_brichardi ENSNBRG00000018836
oreochromis_niloticus ENSONIG00000010665
amphilophus_citrinellus ENSACIG00000017735
amphiprion_ocellaris ENSAOCG00000001513
amphiprion_percula ENSAPEG00000013405
acanthochromis_polyacanthus ENSAPOG00000022807
stegastes_partitus ENSSPAG00000003012
mastacembelus_armatus ENSMAMG00000008658
monopterus_albus ENSMALG00000002698
anabas_testudineus ENSATEG00000023018
labrus_bergylta ENSLBEG00000003111
mola_mola ENSMMOG00000014052
